gene	gene_group	chrom	strand	tss	is_baseline	half_width_bp	mark	replicate	contrast	eligible	effect	raw_mark_effect	H3_effect
TP53	regulators	chr17	-	7579367	False	1000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-0.1938857104656826	-0.2242546149902212	-0.030368904524538467
TP53	regulators	chr17	-	7579367	False	5000	H3K27ac	CUT1	iATCs_minus_iAT2	True	-1.6324544702528134	-1.0643332993136876	0.5681211709391258
TP53	regulators	chr17	-	7579367	False	5000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-0.9371900712578789	-0.3766032069593013	0.5605868642985777
TP53	regulators	chr17	-	7591593	True	1000	H3K27ac	CUT1	iATCs_minus_iAT2	True	-0.4273579428442065	0.04267971519255687	0.4700376580367633
TP53	regulators	chr17	-	7591593	True	1000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-0.7765809781979613	-0.0041836353154141165	0.7723973428825474
TP53	regulators	chr17	-	7591593	True	5000	H3K27ac	CUT1	iATCs_minus_iAT2	True	-0.29166262580509184	0.05965355016172932	0.3513161759668212
TP53	regulators	chr17	-	7591593	True	5000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-1.0295350240080894	0.15635704286119056	1.1858920668692798
CEBPA	regulators	chr19	-	35822305	True	1000	H3K27ac	CUT1	iATCs_minus_iAT2	True	-0.09035059690901726	-0.2094738857401999	-0.11912328883118237
CEBPA	regulators	chr19	-	35822305	True	1000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-0.6739524896308333	0.03817279153735184	0.7121252811681851
CEBPA	regulators	chr19	-	35822305	True	5000	H3K27ac	CUT1	iATCs_minus_iAT2	True	-0.4910392708237934	-0.3796763313714895	0.11136293945230369
CEBPA	regulators	chr19	-	35822305	True	5000	H3K27ac	CUT1	iATCs_minus_iAT1	True	-0.42844467211028014	0.19288725976386545	0.6213319318741455
SFTPC	AT2	chr8	+	22431327	True	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-2.3997119087116987	-1.6801322560997582	0.71957965261194
SFTPC	AT2	chr8	+	22431327	True	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-1.140565958342778	-0.3321001439037473	0.8084658144390308
SFTPC	AT2	chr8	+	22431327	True	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-2.571158496955787	-2.3127407545401253	0.25841774241566157
SFTPC	AT2	chr8	+	22431327	True	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-0.9623289516926905	-0.7596437690884449	0.20268518260424565
SFTPC	AT2	chr8	+	22432423	False	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-3.6484996938161895	-3.1094684370862993	0.5390312567298904
SFTPC	AT2	chr8	+	22432423	False	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-1.8374729601010493	-1.5554375266660108	0.2820354334350384
SFTPC	AT2	chr8	+	22432423	False	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-2.707768483495092	-2.2920186338457484	0.4157498496493433
SFTPC	AT2	chr8	+	22432423	False	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-0.9479462655588318	-0.7034525869444758	0.24449367861435609
SFTPC	AT2	chr8	+	22435720	False	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-2.689060127729823	-2.0702523082993336	0.6188078194304897
SFTPC	AT2	chr8	+	22435720	False	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-0.8381681179991631	-0.8468810203320852	-0.008712902332921879
SFTPC	AT2	chr8	+	22435720	False	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-1.0613035391042571	-0.9722067750416022	0.08909676406265457
SFTPC	AT2	chr8	+	22435720	False	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	0.011444179374341612	0.12303445492622823	0.11159027555188653
SFTPC	AT2	chr8	+	22435742	False	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-2.73369821766741	-2.0808327158072832	0.6528655018601269
SFTPC	AT2	chr8	+	22435742	False	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-0.8922345411894086	-0.8688615397253483	0.023373001464060374
SFTPC	AT2	chr8	+	22435742	False	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-1.0621158387547829	-0.9711606397555662	0.09095519899921642
SFTPC	AT2	chr8	+	22435742	False	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	0.011327818774509502	0.12287343679459223	0.11154561802008256
ABCA3	AT2	chr16	-	2363112	True	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-1.856747968869458	-1.5086966613335102	0.3480513075359478
ABCA3	AT2	chr16	-	2363112	True	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-1.9416409388393974	-1.2126402990978709	0.7290006397415264
ABCA3	AT2	chr16	-	2363112	True	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-2.19087707021374	-1.7345038121531196	0.45637325806062073
ABCA3	AT2	chr16	-	2363112	True	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-2.037336450248757	-1.2184719974671259	0.8188644527816309
NKX2-1	AT2	chr14	-	30708839	False	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-1.3326482478635207	-0.05080025808752931	1.2818479897759911
NKX2-1	AT2	chr14	-	30708839	False	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-1.5779191058348534	-0.6456459535739288	0.932273152260924
NKX2-1	AT2	chr14	-	30708839	False	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-1.5307752314383913	-0.43504860326342965	1.0957266281749616
NKX2-1	AT2	chr14	-	30708839	False	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-1.842397604118033	-0.9642015333675108	0.8781960707505224
NKX2-1	AT2	chr14	-	30709515	True	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-1.372213051874064	-0.33928824085942466	1.0329248110146396
NKX2-1	AT2	chr14	-	30709515	True	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-1.681140611063284	-0.9492943359908844	0.7318462750723994
NKX2-1	AT2	chr14	-	30709515	True	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-1.509368708657509	-0.5296326046401182	0.9797361040173912
NKX2-1	AT2	chr14	-	30709515	True	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-1.9287216410048051	-0.9932152318087144	0.9355064091960913
ETV5	AT2	chr3	-	188924867	True	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	0.004859711055080762	0.2043080277398956	0.19944831668481502
ETV5	AT2	chr3	-	188924867	True	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	0.3485044064336402	1.4283121071951994	1.0798077007615592
ETV5	AT2	chr3	-	188924867	True	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-0.4285870851939504	-0.08267451221740282	0.34591257297654765
ETV5	AT2	chr3	-	188924867	True	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	0.3456593870857727	1.2247694066076877	0.8791100195219153
SFTPB	AT2	chr2	-	85670254	False	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-8.052664821674792	-8.34298839043676	-0.29032356876196785
SFTPB	AT2	chr2	-	85670254	False	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-7.8212923567617825	-8.034354081049546	-0.2130617242877642
SFTPB	AT2	chr2	-	85670254	False	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-7.790233667396193	-7.46541148324933	0.32482218414686304
SFTPB	AT2	chr2	-	85670254	False	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-7.529950805513223	-7.10118626176158	0.4287645437516424
SFTPB	AT2	chr2	-	85670796	True	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-7.63263089976981	-8.093266886148891	-0.460635986379081
SFTPB	AT2	chr2	-	85670796	True	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-7.271501570081613	-7.703291987405619	-0.43179041732400586
SFTPB	AT2	chr2	-	85670796	True	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-7.824400289081428	-7.505205702075726	0.31919458700570136
SFTPB	AT2	chr2	-	85670796	True	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-7.525940897015643	-7.1472839409186415	0.37865695609700195
AGER	AT1	chr6	-	32037443	True	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-3.175601697506814	-0.7900096587186975	2.385592038788116
AGER	AT1	chr6	-	32037443	True	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-4.057395527038793	-2.869581695785872	1.18781383125292
AGER	AT1	chr6	-	32037443	True	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-0.504375810115159	0.4237705961587501	0.9281464062739092
AGER	AT1	chr6	-	32037443	True	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-1.6216053633702692	-0.5833160838060928	1.0382892795641763
PDPN	AT1	chr1	+	13025716	True	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-2.183567063527369	-1.6305083899802748	0.5530586735470944
PDPN	AT1	chr1	+	13025716	True	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-5.10271131086069	-3.586099334296967	1.5166119765637232
PDPN	AT1	chr1	+	13025716	True	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-2.271122541856026	-1.7610767705056072	0.5100457713504184
PDPN	AT1	chr1	+	13025716	True	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-5.014417750538289	-3.7931109941181442	1.2213067564201445
PDPN	AT1	chr1	+	13025791	False	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-2.1851399781704015	-1.6380450571641159	0.5470949210062859
PDPN	AT1	chr1	+	13025791	False	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-5.132994516389616	-3.5606184928521474	1.5723760235374689
PDPN	AT1	chr1	+	13025791	False	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-2.26020472294297	-1.7610767705056072	0.4991279524373626
PDPN	AT1	chr1	+	13025791	False	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-5.011229947305349	-3.7942195586265544	1.2170103886787949
PDPN	AT1	chr1	+	13026225	False	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-2.27544047336478	-1.6671807266903862	0.6082597466743939
PDPN	AT1	chr1	+	13026225	False	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-5.013799856777393	-3.351229943203679	1.6625699135737138
PDPN	AT1	chr1	+	13026225	False	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-2.2469357933216836	-1.7433830742601675	0.5035527190615159
PDPN	AT1	chr1	+	13026225	False	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-5.032057124530896	-3.781705793558495	1.2503513309724004
PDPN	AT1	chr1	+	13027416	False	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-2.9480806628478704	-2.443969023390421	0.5041116394574491
PDPN	AT1	chr1	+	13027416	False	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-5.407637992512683	-3.8150947452728787	1.592543247239804
PDPN	AT1	chr1	+	13027416	False	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-2.358592746237222	-1.7915877039975718	0.5670050422396504
PDPN	AT1	chr1	+	13027416	False	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-5.122878095716614	-3.797406291258954	1.3254718044576603
HOPX	AT1	chr4	-	60144363	False	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-3.2275585039110064	-2.623131841497154	0.6044266624138523
HOPX	AT1	chr4	-	60144363	False	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-3.0906910785432182	-2.0334109188388383	1.0572801597043797
HOPX	AT1	chr4	-	60144363	False	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-3.3870930033365707	-3.1171522107768963	0.26994079255967424
HOPX	AT1	chr4	-	60144363	False	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-4.033893517938589	-2.7195455684439027	1.3143479494946866
HOPX	AT1	chr4	-	60145747	False	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-7.90209765404707	-7.315404003181323	0.5866936508657475
HOPX	AT1	chr4	-	60145747	False	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-8.119176808620406	-6.671368464587984	1.4478083440324216
HOPX	AT1	chr4	-	60145747	False	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-3.449249044922007	-3.18756329675753	0.261685748164477
HOPX	AT1	chr4	-	60145747	False	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-3.946449619401614	-2.802587146667545	1.1438624727340687
HOPX	AT1	chr4	-	60169118	False	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-0.4925575760456429	-0.5092000030681622	-0.016642427022518648
HOPX	AT1	chr4	-	60169118	False	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-2.128190110725182	-1.125557466595469	1.0026326441297129
HOPX	AT1	chr4	-	60169118	False	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-0.8429964647291577	-0.9203385907378044	-0.07734212600864669
HOPX	AT1	chr4	-	60169118	False	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-2.828173006343129	-1.3644411792187783	1.463731827124351
HOPX	AT1	chr4	-	60169528	True	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-0.3821743299970879	-0.6818328453396804	-0.2996585153425925
HOPX	AT1	chr4	-	60169528	True	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-2.0943036977030984	-1.2639024186328718	0.8304012790702264
HOPX	AT1	chr4	-	60169528	True	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-0.9635267662366624	-0.9124600599940319	0.05106670624263045
HOPX	AT1	chr4	-	60169528	True	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-2.911324301661512	-1.3611731126341293	1.5501511890273822
CAV1	AT1	chr7	+	117840040	True	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-0.3365867590910261	-0.8190927914391778	-0.48250603234815165
CAV1	AT1	chr7	+	117840040	True	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-1.7124095261941794	-2.637667128663258	-0.9252576024690786
CAV1	AT1	chr7	+	117840040	True	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-0.20662479917567955	-0.7145478593562519	-0.5079230601805726
CAV1	AT1	chr7	+	117840040	True	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-2.202262084552213	-2.216989503737243	-0.014727419185029978
CAV1	AT1	chr7	+	117840067	False	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-0.3260217789479194	-0.8212418852605644	-0.4952201063126448
CAV1	AT1	chr7	+	117840067	False	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-1.7059955671411844	-2.6362770722122577	-0.9302815050710728
CAV1	AT1	chr7	+	117840067	False	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-0.20704422503524178	-0.7149672852158144	-0.5079230601805726
CAV1	AT1	chr7	+	117840067	False	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-2.2052064301176184	-2.2172923548211614	-0.012085924703542417
CAV1	AT1	chr7	+	117841395	False	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-0.296695671278119	-0.6576217289354195	-0.3609260576573005
CAV1	AT1	chr7	+	117841395	False	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-2.0679645404917553	-1.8652332423653715	0.20273129812638305
CAV1	AT1	chr7	+	117841395	False	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-0.2338712223651478	-0.7168562717426135	-0.48298504937746545
CAV1	AT1	chr7	+	117841395	False	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-2.2020619884474977	-2.2208942812879577	-0.018832292840460167
AQP5	AT1	chr12	+	49924862	True	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	1.2439845094384014	0.8486085325256056	-0.39537597691279563
AQP5	AT1	chr12	+	49924862	True	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-0.052708321581722506	0.40424659898552934	0.45695492056725207
AQP5	AT1	chr12	+	49924862	True	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	0.7669849382235664	0.2636826486937181	-0.5033022895298482
AQP5	AT1	chr12	+	49924862	True	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	0.1743472092715036	0.31751031171397165	0.1431631024424681
KRT8	transition_stress	chr12	-	52869656	False	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-0.03081862429082971	0.27129063144462645	0.302109255735457
KRT8	transition_stress	chr12	-	52869656	False	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-0.5315801132357452	0.03157618859107345	0.5631563018268188
KRT8	transition_stress	chr12	-	52869656	False	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-0.3718322185288203	0.14698563933825812	0.5188178578670785
KRT8	transition_stress	chr12	-	52869656	False	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-1.0636125831834375	-0.1779432647454736	0.8856693184379641
KRT8	transition_stress	chr12	-	52891056	False	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-0.01693426647999452	-0.32314149627951105	-0.30620722979951703
KRT8	transition_stress	chr12	-	52891056	False	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-0.8527640025858023	-1.1546084681523285	-0.3018444655665263
KRT8	transition_stress	chr12	-	52891056	False	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-0.3618594666617265	-0.16691990586505298	0.19493956079667374
KRT8	transition_stress	chr12	-	52891056	False	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-1.2421889279487872	-0.9871084432316235	0.2550804847171636
KRT8	transition_stress	chr12	-	52914418	True	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	0.39290589349252514	0.13907687471162064	-0.25382901878090464
KRT8	transition_stress	chr12	-	52914418	True	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-1.2711305886642972	0.1775781759482646	1.4487087646125623
KRT8	transition_stress	chr12	-	52914418	True	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	0.2520816610799601	0.3077289981138945	0.05564733703393453
KRT8	transition_stress	chr12	-	52914418	True	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-0.9583615195721231	-0.2979137284315127	0.6604477911406099
CLDN4	transition_stress	chr7	+	75031890	True	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-0.8896499522599894	0.41241363442226325	1.3020635866822527
CLDN4	transition_stress	chr7	+	75031890	True	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-2.0260557176037715	0.056223009147618415	2.0822787267513903
CLDN4	transition_stress	chr7	+	75031890	True	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-0.26162563726487154	0.04428784590221808	0.30591348316708983
CLDN4	transition_stress	chr7	+	75031890	True	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-1.104230994239928	-0.3627976842344835	0.7414333100054448
KRT19	transition_stress	chr17	-	42383868	True	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-0.828354240662601	0.19331325036397026	1.0216674910265717
KRT19	transition_stress	chr17	-	42383868	True	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-2.2863963916720076	-0.2606558383786125	2.0257405532933954
KRT19	transition_stress	chr17	-	42383868	True	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-0.24191873766158611	0.3977941063188641	0.6397128439804495
KRT19	transition_stress	chr17	-	42383868	True	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-1.4844223910404422	-0.23329238121394763	1.2511300098264944
CDKN1A	transition_stress	chr6	+	36497107	True	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	1.272704470262073	0.4915129897631649	-0.7811914804989081
CDKN1A	transition_stress	chr6	+	36497107	True	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	0.23562718574723984	0.5365250851312074	0.3008978993839677
CDKN1A	transition_stress	chr6	+	36497107	True	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	0.6557903655626842	0.7402454879320008	0.08445512236931682
CDKN1A	transition_stress	chr6	+	36497107	True	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-0.11873734399848912	0.7618509397178717	0.8805882837163608
CDKN1A	transition_stress	chr6	+	36499358	False	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	0.8598165699891962	0.7987995026025111	-0.06101706738668534
CDKN1A	transition_stress	chr6	+	36499358	False	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-0.003352633294291252	0.802975036570236	0.8063276698645271
CDKN1A	transition_stress	chr6	+	36499358	False	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	0.6859368833581678	0.7596367626868601	0.07369987932869224
CDKN1A	transition_stress	chr6	+	36499358	False	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-0.12028574452844021	0.8256048959247634	0.9458906404532036
SFN	transition_stress	chr1	+	26701223	True	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	0.03807633783107911	0.6396738120722187	0.6015974742411393
SFN	transition_stress	chr1	+	26701223	True	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-0.07968809044974057	0.6000027763838055	0.679690866833546
SFN	transition_stress	chr1	+	26701223	True	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-0.030081165819480393	0.3571819985775725	0.38726316439705316
SFN	transition_stress	chr1	+	26701223	True	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-0.274332928498648	0.24165036301307308	0.515983291511721
ITGB6	transition_stress	chr2	-	160657753	True	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-0.011151555609087538	0.8036804390291554	0.8148319946382433
ITGB6	transition_stress	chr2	-	160657753	True	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	0.6700778353809742	0.48703721682762335	-0.18304061855335071
ITGB6	transition_stress	chr2	-	160657753	True	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	0.5786770735693589	0.7889077808253059	0.21023070725594706
ITGB6	transition_stress	chr2	-	160657753	True	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	0.32764770208122096	0.727571299761416	0.39992359768019486
KRT17	transition_stress	chr17	-	42480027	True	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	1.4059300942184385	2.0063323058183657	0.6004022115999271
KRT17	transition_stress	chr17	-	42480027	True	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-0.37883815913400576	1.2639366492019568	1.6427748083359623
KRT17	transition_stress	chr17	-	42480027	True	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	1.8104925734403317	1.9825541766998052	0.1720616032594736
KRT17	transition_stress	chr17	-	42480027	True	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	0.5527605116250109	1.404832175473659	0.8520716638486479
TP63	transition_stress	chr3	+	192413469	True	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	0.5589883239834919	-0.5247806486079432	-1.0837689725914348
TP63	transition_stress	chr3	+	192413469	True	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-0.9334345590511575	-1.4381402697777252	-0.504705710726567
TP63	transition_stress	chr3	+	192413469	True	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	1.0983669218428234	0.41381955276743404	-0.68454736907539
TP63	transition_stress	chr3	+	192413469	True	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-0.4100830334167722	-0.5211352160329412	-0.11105218261616942
TP63	transition_stress	chr3	+	192448079	False	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	5.540476915198651	5.655064319224711	0.11458740402605935
TP63	transition_stress	chr3	+	192448079	False	1000	H3K27ac	CUT2	iATCs_minus_iAT1	False			0.03189179367090992
TP63	transition_stress	chr3	+	192448079	False	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	4.298882478109088	3.996083020360628	-0.30279945774845995
TP63	transition_stress	chr3	+	192448079	False	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	7.0754599433933025	7.33725265683449	0.2617927134411879
TP63	transition_stress	chr3	+	192606306	False	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	2.0872428900999926	1.7745046638485082	-0.3127382262514841
TP63	transition_stress	chr3	+	192606306	False	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	1.2587876562448619	1.916069151790205	0.657281495545343
TP63	transition_stress	chr3	+	192606306	False	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	2.6156312438618112	2.0591245163937018	-0.5565067274681089
TP63	transition_stress	chr3	+	192606306	False	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	2.835515501770855	2.4893598482348707	-0.3461556535359845
COL1A1	transition_stress	chr17	-	51068679	True	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	0.32655890168545865	0.7593712889950086	0.43281238730955035
COL1A1	transition_stress	chr17	-	51068679	True	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	0.5019279155668908	0.89300433556733	0.39107642000043946
COL1A1	transition_stress	chr17	-	51068679	True	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	0.8443245064478115	1.0160817399654185	0.17175723351760724
COL1A1	transition_stress	chr17	-	51068679	True	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	0.48545382596129705	1.1022884369860908	0.6168346110247935
ATF3	regulators	chr1	+	211810344	True	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-1.202383799009667	-0.5977540089389464	0.6046297900707203
ATF3	regulators	chr1	+	211810344	True	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-0.207945940131063	0.27060854313499133	0.4785544832660541
ATF3	regulators	chr1	+	211810344	True	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-0.697902896699482	-0.5954429918656479	0.10245990483383415
ATF3	regulators	chr1	+	211810344	True	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	0.4385285772675347	0.35700860361990394	-0.08151997364763089
ATF3	regulators	chr1	+	211851925	False	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	0.6738152226559264	0.845272926523798	0.17145770386787146
ATF3	regulators	chr1	+	211851925	False	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-1.145543873325848	-0.12316668639482986	1.0223771869310183
ATF3	regulators	chr1	+	211851925	False	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	0.3054474081455676	0.5736973084326322	0.2682499002870649
ATF3	regulators	chr1	+	211851925	False	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-0.8559449605568394	-0.06551376667111485	0.7904311938857244
ATF3	regulators	chr1	+	211853698	False	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	0.26875284285112766	0.5454994715775274	0.2767466287264001
ATF3	regulators	chr1	+	211853698	False	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-0.8979527263286613	-0.001279684070177999	0.896673042258484
ATF3	regulators	chr1	+	211853698	False	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	0.30520955353625023	0.5506035995757276	0.2453940460394772
ATF3	regulators	chr1	+	211853698	False	5000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-0.8390789939965093	-0.06065299888268184	0.7784259951138275
ATF3	regulators	chr1	+	211859954	False	1000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-2.1198004537771062	-1.776318748094647	0.3434817056824591
ATF3	regulators	chr1	+	211859954	False	1000	H3K27ac	CUT2	iATCs_minus_iAT1	True	-1.0434293811574458	-0.7349965424962012	0.30843283866124466
ATF3	regulators	chr1	+	211859954	False	5000	H3K27ac	CUT2	iATCs_minus_iAT2	True	-1.4192948281746718	-0.8142938541085534	0.6050009740661184
