gene	gene_group	chrom	strand	tss	baseline_tss	is_baseline	transcript_count	transcript_ids	parent_gene_count	half_width_bp	start	end	state	replicate	mark	gsm	mean_CPM	covered_fraction	H3_mean_CPM	H3_covered_fraction	ratio_eligible	log2_mark_over_H3
PDPN	AT1	chr1	+	13027416	13025716	False	3	NM_001006624.2;NM_001006625.2;NM_001385053.1	1	1000	13026416	13028416	iAT2	CUT2	H3K27ac	GSM8796440	0.10136498085595667	1.0	0.03307522851973772	1.0	True	1.615736292886386
PDPN	AT1	chr1	+	13027416	13025716	False	3	NM_001006624.2;NM_001006625.2;NM_001385053.1	1	5000	13022416	13032416	iAT2	CUT2	H3K27ac	GSM8796440	0.07471694546751678	1.0	0.030579152463376523	1.0	True	1.288887055587484
HOPX	AT1	chr4	-	60144363	60169528	False	4	NM_001145459.2;NM_139211.5;XM_017008731.3;XM_017008734.2	1	1000	60143363	60145363	iAT2	CUT2	H3K27ac	GSM8796440	0.2942582778669894	1.0	0.06588587156683207	1.0	True	2.159041965815165
HOPX	AT1	chr4	-	60144363	60169528	False	4	NM_001145459.2;NM_139211.5;XM_017008731.3;XM_017008734.2	1	5000	60139363	60149363	iAT2	CUT2	H3K27ac	GSM8796440	0.1181793259292841	1.0	0.03897143956571818	1.0	True	1.6004885459052818
HOPX	AT1	chr4	-	60145747	60169528	False	1	XM_017008730.3	1	1000	60144747	60146747	iAT2	CUT2	H3K27ac	GSM8796440	0.1459240194093436	1.0	0.030870212242007256	1.0	True	2.2409300664647462
HOPX	AT1	chr4	-	60145747	60169528	False	1	XM_017008730.3	1	5000	60140747	60150747	iAT2	CUT2	H3K27ac	GSM8796440	0.1368886870279908	1.0	0.0355007466673851	1.0	True	1.9470819485818953
HOPX	AT1	chr4	-	60169118	60169528	False	9	NM_001145460.2;NM_032495.6;NM_139212.4;XM_017008729.3;XM_017008732.2;XM_047416319.1;XM_047416320.1;XM_047416321.1;XM_047416322.1	1	1000	60168118	60170118	iAT2	CUT2	H3K27ac	GSM8796440	1.4427603756040335	1.0	0.07135429815202951	1.0	True	4.337687560355882
HOPX	AT1	chr4	-	60169118	60169528	False	9	NM_001145460.2;NM_032495.6;NM_139212.4;XM_017008729.3;XM_017008732.2;XM_047416319.1;XM_047416320.1;XM_047416321.1;XM_047416322.1	1	5000	60164118	60174118	iAT2	CUT2	H3K27ac	GSM8796440	0.46849641433246436	1.0	0.030380700594186783	1.0	True	3.946810961559967
HOPX	AT1	chr4	-	60169528	60169528	True	1	XM_017008728.2	1	1000	60168528	60170528	iAT2	CUT2	H3K27ac	GSM8796440	1.109139968290925	1.0	0.0593369622901082	1.0	True	4.224366557096481
HOPX	AT1	chr4	-	60169528	60169528	True	1	XM_017008728.2	1	5000	60164528	60174528	iAT2	CUT2	H3K27ac	GSM8796440	0.46417910206504165	1.0	0.030195478814840318	1.0	True	3.9422771168394948
CAV1	AT1	chr7	+	117840040	117840040	True	1	NM_001172895.1	1	1000	117839040	117841040	iAT2	CUT2	H3K27ac	GSM8796440	0.8301719196280465	1.0	0.09216966483741999	1.0	True	3.171046224268475
CAV1	AT1	chr7	+	117840040	117840040	True	1	NM_001172895.1	1	5000	117835040	117845040	iAT2	CUT2	H3K27ac	GSM8796440	0.37237974288873377	1.0	0.06725299168378114	1.0	True	2.469104242672434
CAV1	AT1	chr7	+	117840067	117840040	False	1	NM_001753.5	1	1000	117839067	117841067	iAT2	CUT2	H3K27ac	GSM8796440	0.8378846397530287	1.0	0.09298552037775516	1.0	True	3.1716736432061197
CAV1	AT1	chr7	+	117840067	117840040	False	1	NM_001753.5	1	5000	117835067	117845067	iAT2	CUT2	H3K27ac	GSM8796440	0.37237974288873377	1.0	0.06725299168378114	1.0	True	2.469104242672434
CAV1	AT1	chr7	+	117841395	117840040	False	2	NM_001172896.2;NM_001172897.2	1	1000	117840395	117842395	iAT2	CUT2	H3K27ac	GSM8796440	1.0090555095765739	1.0	0.18312664315104485	1.0	True	2.462091931671339
CAV1	AT1	chr7	+	117841395	117840040	False	2	NM_001172896.2;NM_001172897.2	1	5000	117836395	117846395	iAT2	CUT2	H3K27ac	GSM8796440	0.36986407209187744	1.0	0.06553308000415564	1.0	True	2.4966999225676756
AQP5	AT1	chr12	+	49924862	49924862	True	2	NM_001651.4;XM_005268838.3	1	1000	49923862	49925862	iAT2	CUT2	H3K27ac	GSM8796440	0.045191694423556326	1.0	0.13477059157192708	1.0	True	-1.5763761631676492
AQP5	AT1	chr12	+	49924862	49924862	True	2	NM_001651.4;XM_005268838.3	1	5000	49919862	49929862	iAT2	CUT2	H3K27ac	GSM8796440	0.040443559193611145	1.0	0.09487741079181433	1.0	True	-1.2301546735047277
KRT8	transition_stress	chr12	-	52869656	52914418	False	1	NM_002273.4	1	1000	52868656	52870656	iAT2	CUT2	H3K27ac	GSM8796440	1.6270968218147754	1.0	0.052369129844009876	1.0	True	4.957439658739035
KRT8	transition_stress	chr12	-	52869656	52914418	False	1	NM_002273.4	1	5000	52864656	52874656	iAT2	CUT2	H3K27ac	GSM8796440	1.1626531939115374	1.0	0.02734219092875719	1.0	True	5.410148160725481
KRT8	transition_stress	chr12	-	52891056	52914418	False	1	NM_001256282.2	1	1000	52890056	52892056	iAT2	CUT2	H3K27ac	GSM8796440	2.848585003256798	1.0	0.15653411547094584	1.0	True	4.185696436200047
KRT8	transition_stress	chr12	-	52891056	52914418	False	1	NM_001256282.2	1	5000	52886056	52896056	iAT2	CUT2	H3K27ac	GSM8796440	0.8364053029563278	1.0	0.05140333119928837	1.0	True	4.024268447302703
KRT8	transition_stress	chr12	-	52914418	52914418	True	2	NM_001256293.2;NR_045962.2	1	1000	52913418	52915418	iAT2	CUT2	H3K27ac	GSM8796440	1.6768538710549474	1.0	0.07338291500508785	1.0	True	4.51416894670748
KRT8	transition_stress	chr12	-	52914418	52914418	True	2	NM_001256293.2;NR_045962.2	1	5000	52909418	52919418	iAT2	CUT2	H3K27ac	GSM8796440	0.9801962667843327	1.0	0.048086972758173946	1.0	True	4.349352640525597
CLDN4	transition_stress	chr7	+	75031890	75031890	True	1	NM_001305.5	1	1000	75030890	75032890	iAT2	CUT2	H3K27ac	GSM8796440	1.976083053946495	1.0	0.04906159229576588	1.0	True	5.331905716466919
CLDN4	transition_stress	chr7	+	75031890	75031890	True	1	NM_001305.5	1	5000	75026890	75036890	iAT2	CUT2	H3K27ac	GSM8796440	1.5242711573280394	1.0	0.06604022234678268	1.0	True	4.528630783354863
KRT19	transition_stress	chr17	-	42383868	42383868	True	1	NM_002276.5	1	1000	42382868	42384868	iAT2	CUT2	H3K27ac	GSM8796440	1.520188886500895	1.0	0.04324034382402897	1.0	True	5.135728787661528
KRT19	transition_stress	chr17	-	42383868	42383868	True	1	NM_002276.5	1	5000	42378868	42388868	iAT2	CUT2	H3K27ac	GSM8796440	0.6401798114940525	1.0	0.02822419226169586	1.0	True	4.5034729825150706
CDKN1A	transition_stress	chr6	+	36497107	36497107	True	5	NM_001220777.2;NM_001291549.3;NM_001374509.1;NM_001374510.1;NM_078467.3	1	1000	36496107	36498107	iAT2	CUT2	H3K27ac	GSM8796440	0.31735128338262436	1.0	0.0348833335340023	1.0	True	3.1854708577833595
CDKN1A	transition_stress	chr6	+	36497107	36497107	True	5	NM_001220777.2;NM_001291549.3;NM_001374509.1;NM_001374510.1;NM_078467.3	1	5000	36492107	36502107	iAT2	CUT2	H3K27ac	GSM8796440	0.43005045527517793	1.0	0.05322025742828846	1.0	True	3.0144585387599445
CDKN1A	transition_stress	chr6	+	36499358	36497107	False	7	NM_000389.5;NM_001220778.2;NM_001374511.1;NM_001374512.1;NM_001374513.1;NR_164655.1;NR_164656.1	1	1000	36498358	36500358	iAT2	CUT2	H3K27ac	GSM8796440	1.2470204322077334	1.0	0.15525517383217813	1.0	True	3.005771851922865
CDKN1A	transition_stress	chr6	+	36499358	36497107	False	7	NM_000389.5;NM_001220778.2;NM_001374511.1;NM_001374512.1;NM_001374513.1;NR_164655.1;NR_164656.1	1	5000	36494358	36504358	iAT2	CUT2	H3K27ac	GSM8796440	0.46293796414267274	1.0	0.0574759381532669	1.0	True	3.009788863844347
SFN	transition_stress	chr1	+	26701223	26701223	True	1	NM_006142.5	1	1000	26700223	26702223	iAT2	CUT2	H3K27ac	GSM8796440	0.21161773699894548	1.0	0.05342751486599445	1.0	True	1.9858057356265604
SFN	transition_stress	chr1	+	26701223	26701223	True	1	NM_006142.5	1	5000	26696223	26706223	iAT2	CUT2	H3K27ac	GSM8796440	0.2682971368767321	1.0	0.06414831644445658	1.0	True	2.0643483512363154
ITGB6	transition_stress	chr2	-	160657753	160657753	True	7	NM_000888.5;NM_001282353.2;NM_001282354.2;NM_001282355.2;NM_001282388.2;NM_001282389.2;NM_001282390.2	1	1000	160656753	160658753	iAT2	CUT2	H3K27ac	GSM8796440	0.2589635126814246	1.0	0.005446386985480786	1.0	True	5.571305535120864
ITGB6	transition_stress	chr2	-	160657753	160657753	True	7	NM_000888.5;NM_001282353.2;NM_001282354.2;NM_001282355.2;NM_001282388.2;NM_001282389.2;NM_001282390.2	1	5000	160652753	160662753	iAT2	CUT2	H3K27ac	GSM8796440	0.1307727352431044	1.0	0.013106609824299812	1.0	True	3.318695316031872
KRT17	transition_stress	chr17	-	42480027	42480027	True	1	NM_000422.3	1	1000	42479027	42481027	iAT2	CUT2	H3K27ac	GSM8796440	0.05651973500195891	1.0	0.07327264981716872	1.0	True	-0.3745200884724236
KRT17	transition_stress	chr17	-	42480027	42480027	True	1	NM_000422.3	1	5000	42475027	42485027	iAT2	CUT2	H3K27ac	GSM8796440	0.02168598666731268	1.0	0.05756853876113892	1.0	True	-1.4085175090567452
TP63	transition_stress	chr3	+	192413469	192413469	True	1	NM_001329964.2	1	1000	192412469	192414469	iAT2	CUT2	H3K27ac	GSM8796440	0.0026361824246123435	1.0	0.0766242915764451	1.0	True	-4.861279716705866
TP63	transition_stress	chr3	+	192413469	192413469	True	1	NM_001329964.2	1	5000	192408469	192418469	iAT2	CUT2	H3K27ac	GSM8796440	0.0010544729698449373	1.0	0.025772221124172212	1.0	True	-4.61122285921132
TP63	transition_stress	chr3	+	192448079	192413469	False	5	NM_001114978.2;NM_001114979.2;NM_001329144.2;NM_001329148.2;NM_003722.5	1	1000	192447079	192449079	iAT2	CUT2	H3K27ac	GSM8796440	0.0022595849353820086	1.0	0.018279574133455753	1.0	True	-3.016102767239543
TP63	transition_stress	chr3	+	192448079	192413469	False	5	NM_001114978.2;NM_001114979.2;NM_001329144.2;NM_001329148.2;NM_003722.5	1	5000	192443079	192453079	iAT2	CUT2	H3K27ac	GSM8796440	0.0023349044332280754	1.0	0.016775754182040692	1.0	True	-2.8449422193645773
TP63	transition_stress	chr3	+	192606306	192413469	False	7	NM_001114980.2;NM_001114981.2;NM_001114982.2;NM_001329145.2;NM_001329146.2;NM_001329149.2;NM_001329150.2	1	1000	192605306	192607306	iAT2	CUT2	H3K27ac	GSM8796440	0.07051412876974791	1.0	0.020925592824816704	1.0	True	1.7526438611927107
TP63	transition_stress	chr3	+	192606306	192413469	False	7	NM_001114980.2;NM_001114981.2;NM_001114982.2;NM_001329145.2;NM_001329146.2;NM_001329149.2;NM_001329150.2	1	5000	192601306	192611306	iAT2	CUT2	H3K27ac	GSM8796440	0.054154740208759905	1.0	0.01940413549542427	1.0	True	1.4807234648906962
COL1A1	transition_stress	chr17	-	51068679	51068679	True	4	NM_000088.4;XM_005257058.5;XM_005257059.5;XM_011524341.2	1	1000	51067679	51069679	iAT2	CUT2	H3K27ac	GSM8796440	0.3089455779194832	1.0	0.07607303652912378	1.0	True	2.0218956257446417
COL1A1	transition_stress	chr17	-	51068679	51068679	True	4	NM_000088.4;XM_005257058.5;XM_005257059.5;XM_011524341.2	1	5000	51063679	51073679	iAT2	CUT2	H3K27ac	GSM8796440	0.24727395574562253	1.0	0.08257784221321345	1.0	True	1.5822836691324365
ATF3	regulators	chr1	+	211810344	211810344	True	1	NM_001030287.4	1	1000	211809344	211811344	iAT2	CUT2	H3K27ac	GSM8796440	0.06769717136956752	1.0	0.02577662504464388	1.0	True	1.3930321713100366
ATF3	regulators	chr1	+	211810344	211810344	True	1	NM_001030287.4	1	5000	211805344	211815344	iAT2	CUT2	H3K27ac	GSM8796440	0.1306040428765118	1.0	0.026019179336726664	1.0	True	2.3275521922473876
ATF3	regulators	chr1	+	211851925	211810344	False	1	XM_011509579.2	1	1000	211850925	211852925	iAT2	CUT2	H3K27ac	GSM8796440	0.6639416553080082	1.0	0.05181786380708218	1.0	True	3.6795350218236638
ATF3	regulators	chr1	+	211851925	211810344	False	1	XM_011509579.2	1	5000	211846925	211856925	iAT2	CUT2	H3K27ac	GSM8796440	0.48317465465981513	1.0	0.05578689873218536	1.0	True	3.114546521450429
ATF3	regulators	chr1	+	211853698	211810344	False	5	NM_001040619.3;NM_001206484.3;NM_001206488.3;NM_001674.4;XM_005273146.2	1	1000	211852698	211854698	iAT2	CUT2	H3K27ac	GSM8796440	1.515955701649189	1.0	0.17966470099240542	1.0	True	3.076848703325206
ATF3	regulators	chr1	+	211853698	211810344	False	5	NM_001040619.3;NM_001206484.3;NM_001206488.3;NM_001674.4;XM_005273146.2	1	5000	211848698	211858698	iAT2	CUT2	H3K27ac	GSM8796440	0.49430386411212385	1.0	0.056999656446278094	1.0	True	3.1163730556058797
ATF3	regulators	chr1	+	211859954	211810344	False	1	NM_001206486.2	1	1000	211858954	211860954	iAT2	CUT2	H3K27ac	GSM8796440	0.02598522717598826	1.0	0.026460184901952743	1.0	True	-0.026131471275463936
ATF3	regulators	chr1	+	211859954	211810344	False	1	NM_001206486.2	1	5000	211854954	211864954	iAT2	CUT2	H3K27ac	GSM8796440	0.05797492552716285	1.0	0.02357602326720953	1.0	True	1.2981086722570647
ATF3	regulators	chr1	+	211863906	211810344	False	1	XM_047421211.1	1	1000	211862906	211864906	iAT2	CUT2	H3K27ac	GSM8796440	0.015907478014938532	1.0	0.03417773749679327	1.0	True	-1.1033517687208796
ATF3	regulators	chr1	+	211863906	211810344	False	1	XM_047421211.1	1	5000	211858906	211868906	iAT2	CUT2	H3K27ac	GSM8796440	0.027340972255915405	1.0	0.030980464331805707	1.0	True	-0.18029422057556357
HNF1B	regulators	chr17	-	38732031	38732031	True	10	NM_000458.4;NM_001165923.4;NM_001304286.2;XM_011525160.1;XM_011525161.1;XM_011525162.3;XM_011525163.3;XM_011525164.1;XM_047436630.1;XM_047436631.1	1	1000	38731031	38733031	iAT2	CUT2	H3K27ac	GSM8796440	1.3659646226763724	1.0	0.04134403094649315	1.0	True	5.046097254291206
HNF1B	regulators	chr17	-	38732031	38732031	True	10	NM_000458.4;NM_001165923.4;NM_001304286.2;XM_011525160.1;XM_011525161.1;XM_011525162.3;XM_011525163.3;XM_011525164.1;XM_047436630.1;XM_047436631.1	1	5000	38727031	38737031	iAT2	CUT2	H3K27ac	GSM8796440	0.5473138304719701	1.0	0.01959817368388176	1.0	True	4.803577189777833
TP53	regulators	chr17	-	7579367	7591593	False	6	NM_001126115.2;NM_001126116.2;NM_001126117.2;NM_001276697.3;NM_001276698.3;NM_001276699.3	1	1000	7578367	7580367	iAT2	CUT2	H3K27ac	GSM8796440	0.003012779913842678	1.0	0.04279934231936931	1.0	True	-3.828421435686632
TP53	regulators	chr17	-	7579367	7591593	False	6	NM_001126115.2;NM_001126116.2;NM_001126117.2;NM_001276697.3;NM_001276698.3;NM_001276699.3	1	5000	7574367	7584367	iAT2	CUT2	H3K27ac	GSM8796440	0.0033893774030730127	1.0	0.03509502108097076	1.0	True	-3.372174177152749
TP53	regulators	chr17	-	7591593	7591593	True	9	NM_000546.6;NM_001126112.3;NM_001126113.3;NM_001126114.3;NM_001126118.2;NM_001276695.3;NM_001276696.3;NM_001276760.3;NM_001276761.3	1	1000	7590593	7592593	iAT2	CUT2	H3K27ac	GSM8796440	1.9234190960526467	1.0	0.092853231780231	1.0	True	4.3725772128260125
TP53	regulators	chr17	-	7591593	7591593	True	9	NM_000546.6;NM_001126112.3;NM_001126113.3;NM_001126114.3;NM_001126118.2;NM_001276695.3;NM_001276696.3;NM_001276760.3;NM_001276761.3	1	5000	7586593	7596593	iAT2	CUT2	H3K27ac	GSM8796440	0.7382185494406148	1.0	0.03461874730885029	1.0	True	4.4144225627225335
CEBPA	regulators	chr19	-	35822305	35822305	True	4	NM_001285829.2;NM_001287424.2;NM_001287435.2;NM_004364.5	1	1000	35821305	35823305	iAT2	CUT2	H3K27ac	GSM8796440	0.6229676531814039	1.0	0.15115386325865984	1.0	True	2.0431394025651084
CEBPA	regulators	chr19	-	35822305	35822305	True	4	NM_001285829.2;NM_001287424.2;NM_001287435.2;NM_004364.5	1	5000	35817305	35827305	iAT2	CUT2	H3K27ac	GSM8796440	0.2133952273502946	1.0	0.07307422786206007	1.0	True	1.5460933252012077
SFTPC	AT2	chr8	+	22431327	22431327	True	6	NM_001385654.1;NM_001385655.1;NM_001385656.1;NM_001385657.1;NM_001385658.1;NM_001385660.1	1	1000	22430327	22432327	iAT1	CUT2	H3K27ac	GSM8796441	0.07374999310355633	1.0	0.0445751276165247	1.0	True	0.7264039862286054
SFTPC	AT2	chr8	+	22431327	22431327	True	6	NM_001385654.1;NM_001385655.1;NM_001385656.1;NM_001385657.1;NM_001385658.1;NM_001385660.1	1	5000	22426327	22436327	iAT1	CUT2	H3K27ac	GSM8796441	0.045507974268868566	1.0	0.060945243537425996	1.0	True	-0.4213942623647314
SFTPC	AT2	chr8	+	22432423	22431327	False	1	NM_001385659.1	1	1000	22431423	22433423	iAT1	CUT2	H3K27ac	GSM8796441	0.027071637730114163	1.0	0.038813053525984284	1.0	True	-0.519759770535794
SFTPC	AT2	chr8	+	22432423	22431327	False	1	NM_001385659.1	1	5000	22427423	22437423	iAT1	CUT2	H3K27ac	GSM8796441	0.04722673515509814	1.0	0.0643377441726625	1.0	True	-0.44606154914156115
SFTPC	AT2	chr8	+	22435720	22431327	False	1	XM_011544613.4	1	1000	22434720	22436720	iAT1	CUT2	H3K27ac	GSM8796441	0.031967563857324424	1.0	0.07647694889456033	1.0	True	-1.258416161788703
SFTPC	AT2	chr8	+	22435720	22431327	False	1	XM_011544613.4	1	5000	22430720	22440720	iAT1	CUT2	H3K27ac	GSM8796441	0.12071638279873878	1.0	0.0639330967143178	1.0	True	0.9169866018754071
SFTPC	AT2	chr8	+	22435742	22431327	False	7	NM_001172357.2;NM_001172410.2;NM_001317778.2;NM_001317779.2;NM_001317780.2;NM_001385653.1;NM_003018.4	1	1000	22434742	22436742	iAT1	CUT2	H3K27ac	GSM8796441	0.031967563857324424	1.0	0.07675210409983993	1.0	True	-1.2635974961252003
SFTPC	AT2	chr8	+	22435742	22431327	False	7	NM_001172357.2;NM_001172410.2;NM_001317778.2;NM_001317779.2;NM_001317780.2;NM_001385653.1;NM_003018.4	1	5000	22430742	22440742	iAT1	CUT2	H3K27ac	GSM8796441	0.12063113616351039	1.0	0.06368707546517254	1.0	True	0.9215298005582999
ABCA3	AT2	chr16	-	2363112	2363112	True	1	NM_001089.3	1	1000	2362112	2364112	iAT1	CUT2	H3K27ac	GSM8796441	0.6501564349066467	1.0	0.18370646899566054	1.0	True	1.8233844584028414
ABCA3	AT2	chr16	-	2363112	2363112	True	1	NM_001089.3	1	5000	2358112	2368112	iAT1	CUT2	H3K27ac	GSM8796441	0.14440113114193082	1.0	0.051755054784566164	1.0	True	1.4803103644166684
NKX2-1	AT2	chr14	-	30708839	30709515	False	1	NM_003317.4	1	1000	30707839	30709839	iAT1	CUT2	H3K27ac	GSM8796441	2.2139169544577597	1.0	0.040739164005964994	1.0	True	5.764040920858641
NKX2-1	AT2	chr14	-	30708839	30709515	False	1	NM_003317.4	1	5000	30703839	30713839	iAT1	CUT2	H3K27ac	GSM8796441	1.4013467820310965	1.0	0.029043440545350314	1.0	True	5.5924578358746455
NKX2-1	AT2	chr14	-	30709515	30709515	True	1	NM_001079668.3	1	1000	30708515	30710515	iAT1	CUT2	H3K27ac	GSM8796441	2.66747598528862	1.0	0.05365526968613267	1.0	True	5.635611602156057
NKX2-1	AT2	chr14	-	30709515	30709515	True	1	NM_001079668.3	1	5000	30704515	30714515	iAT1	CUT2	H3K27ac	GSM8796441	1.3614951137686149	1.0	0.03067171233519912	1.0	True	5.4721392831287705
ETV5	AT2	chr3	-	188924867	188924867	True	1	NM_004454.3	1	1000	188923867	188925867	iAT1	CUT2	H3K27ac	GSM8796441	0.6317711240127682	1.0	0.11059615858644246	1.0	True	2.5141007218778224
ETV5	AT2	chr3	-	188924867	188924867	True	1	NM_004454.3	1	5000	188919867	188929867	iAT1	CUT2	H3K27ac	GSM8796441	0.22590864015966655	1.0	0.04550417989939451	1.0	True	2.3116684706249986
SFTPB	AT2	chr2	-	85670254	85670796	False	5	NM_000542.5;NM_001367281.1;XM_005264488.5;XM_005264490.5;XM_047445415.1	1	1000	85669254	85671254	iAT1	CUT2	H3K27ac	GSM8796441	1.4411320080049337	1.0	0.11451305756345391	1.0	True	3.653618473956289
SFTPB	AT2	chr2	-	85670254	85670796	False	5	NM_000542.5;NM_001367281.1;XM_005264488.5;XM_005264490.5;XM_047445415.1	1	5000	85665254	85675254	iAT1	CUT2	H3K27ac	GSM8796441	0.4612244385519996	1.0	0.05864688533395529	1.0	True	2.975342562420508
SFTPB	AT2	chr2	-	85670796	85670796	True	2	NM_198843.3;XM_047445414.1	1	1000	85669796	85671796	iAT1	CUT2	H3K27ac	GSM8796441	1.4002135770209134	1.0	0.12058265237137675	1.0	True	3.537552626854422
SFTPB	AT2	chr2	-	85670796	85670796	True	2	NM_198843.3;XM_047445414.1	1	5000	85665796	85675796	iAT1	CUT2	H3K27ac	GSM8796441	0.44156697671748696	1.0	0.05651362205818296	1.0	True	2.9659617197809967
AGER	AT1	chr6	-	32037443	32037443	True	13	NM_001136.5;NM_001206929.2;NM_001206932.2;NM_001206934.2;NM_001206936.2;NM_001206940.2;NM_001206954.2;NM_001206966.2;NM_172197.3;NR_038190.2;XM_017010328.3;XM_047418260.1;XM_047418261.1	1	1000	32036443	32038443	iAT1	CUT2	H3K27ac	GSM8796441	0.8287598809301853	1.0	0.01861343514174223	1.0	True	5.47653792897626
AGER	AT1	chr6	-	32037443	32037443	True	13	NM_001136.5;NM_001206929.2;NM_001206932.2;NM_001206934.2;NM_001206936.2;NM_001206940.2;NM_001206954.2;NM_001206966.2;NM_172197.3;NR_038190.2;XM_017010328.3;XM_047418260.1;XM_047418261.1	1	5000	32032443	32042443	iAT1	CUT2	H3K27ac	GSM8796441	0.4911459991833195	1.0	0.01675209468230605	1.0	True	4.873738540539211
PDPN	AT1	chr1	+	13025716	13025716	True	1	NM_198389.2	1	1000	13024716	13026716	iAT1	CUT2	H3K27ac	GSM8796441	0.9205500725358725	1.0	0.03777719550207257	1.0	True	4.606908689645189
PDPN	AT1	chr1	+	13025716	13025716	True	1	NM_198389.2	1	5000	13020716	13030716	iAT1	CUT2	H3K27ac	GSM8796441	0.2997253879988566	1.0	0.019908287953585388	1.0	True	3.9122002268148366
PDPN	AT1	chr1	+	13025791	13025716	False	1	NM_006474.5	1	1000	13024791	13026791	iAT1	CUT2	H3K27ac	GSM8796441	0.9103435296043754	1.0	0.03656327547878027	1.0	True	4.637943843749536
PDPN	AT1	chr1	+	13025791	13025716	False	1	NM_006474.5	1	5000	13020791	13030791	iAT1	CUT2	H3K27ac	GSM8796441	0.29995578500349074	1.0	0.019908287953585388	1.0	True	3.9133087913232463
PDPN	AT1	chr1	+	13026225	13025716	False	3	XM_006710295.2;XM_024451404.2;XM_047434471.1	1	1000	13025225	13027225	iAT1	CUT2	H3K27ac	GSM8796441	0.785364936850965	1.0	0.033180485013872385	1.0	True	4.564956309271646
PDPN	AT1	chr1	+	13026225	13025716	False	3	XM_006710295.2;XM_024451404.2;XM_047434471.1	1	5000	13021225	13031225	iAT1	CUT2	H3K27ac	GSM8796441	0.30072531023062765	1.0	0.018856223933398725	1.0	True	3.995333593815404
PDPN	AT1	chr1	+	13027416	13025716	False	3	NM_001006624.2;NM_001006625.2;NM_001385053.1	1	1000	13026416	13028416	iAT1	CUT2	H3K27ac	GSM8796441	0.26220315482094886	1.0	0.015554365191608667	1.0	True	4.075293622551198
PDPN	AT1	chr1	+	13027416	13025716	False	3	NM_001006624.2;NM_001006625.2;NM_001385053.1	1	5000	13022416	13032416	iAT1	CUT2	H3K27ac	GSM8796441	0.3000755906775594	1.0	0.0180760776437819	1.0	True	4.053172405066876
HOPX	AT1	chr4	-	60144363	60169528	False	4	NM_001145459.2;NM_139211.5;XM_017008731.3;XM_017008734.2	1	1000	60143363	60145363	iAT1	CUT2	H3K27ac	GSM8796441	0.19552621900197117	1.0	0.04813597900047898	1.0	True	2.0221745404473768
HOPX	AT1	chr4	-	60144363	60169528	False	4	NM_001145459.2;NM_139211.5;XM_017008731.3;XM_017008734.2	1	5000	60139363	60149363	iAT1	CUT2	H3K27ac	GSM8796441	0.08971188513748347	1.0	0.01889507267102599	1.0	True	2.2472890605073
HOPX	AT1	chr4	-	60145747	60169528	False	1	XM_017008730.3	1	1000	60144747	60146747	iAT1	CUT2	H3K27ac	GSM8796441	0.09337976318318397	1.0	0.01699488628655672	1.0	True	2.458009221038082
HOPX	AT1	chr4	-	60145747	60169528	False	1	XM_017008730.3	1	5000	60140747	60150747	iAT1	CUT2	H3K27ac	GSM8796441	0.10482821461781859	1.0	0.01926086697727442	1.0	True	2.444282523061502
HOPX	AT1	chr4	-	60169118	60169528	False	9	NM_001145460.2;NM_032495.6;NM_139212.4;XM_017008729.3;XM_017008732.2;XM_047416319.1;XM_047416320.1;XM_047416321.1;XM_047416322.1	1	1000	60168118	60170118	iAT1	CUT2	H3K27ac	GSM8796441	2.211751297876239	1.0	0.03520365599542856	1.0	True	5.9733200950354215
HOPX	AT1	chr4	-	60169118	60169528	False	9	NM_001145460.2;NM_032495.6;NM_139212.4;XM_017008729.3;XM_017008732.2;XM_047416319.1;XM_047416320.1;XM_047416321.1;XM_047416322.1	1	5000	60164118	60174118	iAT1	CUT2	H3K27ac	GSM8796441	0.637374187890999	1.0	0.010439706742763519	1.0	True	5.931987503173938
HOPX	AT1	chr4	-	60169528	60169528	True	1	XM_017008728.2	1	1000	60168528	60170528	iAT1	CUT2	H3K27ac	GSM8796441	1.66037718308717	1.0	0.027110867481678725	1.0	True	5.936495924802491
HOPX	AT1	chr4	-	60169528	60169528	True	1	XM_017008728.2	1	5000	60164528	60174528	iAT1	CUT2	H3K27ac	GSM8796441	0.6335219582099467	1.0	0.01068249074742198	1.0	True	5.890074652264344
CAV1	AT1	chr7	+	117840040	117840040	True	1	NM_001172895.1	1	1000	117839040	117841040	iAT1	CUT2	H3K27ac	GSM8796441	2.9282858184538783	1.0	0.12527647115290164	1.0	True	4.546868991371628
CAV1	AT1	chr7	+	117840040	117840040	True	1	NM_001172895.1	1	5000	117835040	117845040	iAT1	CUT2	H3K27ac	GSM8796441	1.055033013219945	1.0	0.0477798659093678	1.0	True	4.464741528048967
CAV1	AT1	chr7	+	117840067	117840040	False	1	NM_001753.5	1	1000	117839067	117841067	iAT1	CUT2	H3K27ac	GSM8796441	2.9482497025094925	1.0	0.12571348236128688	1.0	True	4.551647431399385
CAV1	AT1	chr7	+	117840067	117840040	False	1	NM_001753.5	1	5000	117835067	117845067	iAT1	CUT2	H3K27ac	GSM8796441	1.0549477663282305	1.0	0.047692463667690754	1.0	True	4.4672664477548105
CAV1	AT1	chr7	+	117841395	117840040	False	2	NM_001172896.2;NM_001172897.2	1	1000	117840395	117842395	iAT1	CUT2	H3K27ac	GSM8796441	2.3304637219011783	1.0	0.12390070090070367	1.0	True	4.2333608008849755
