path,filename,parent,ext,size_bytes,size_human,file_type,inferred_role,dataset,sample,dimensions,contains_raw_counts,contains_metadata,appears_processed,species_evidence,notes,extra_json
C:\Users\dream\Documents\GitHub\scRNA_seq\raw_data\GSE262927\GSE262927_RAW\GSM8181594_EEM-scRNA-167.h5,GSM8181594_EEM-scRNA-167.h5,GSE262927\GSE262927_RAW,.h5,28893525,27.6 MB,10x CellRanger HDF5 (v3 layout),"10x count matrix, cell-called by barcode count",GSE262927,EEM-scRNA-167,55361 genes x 7078 barcodes,yes (integer values),no,no (looks like raw counts),"MOUSE (12/12 title-case markers, 37 'mt-' genes)",,"{""hdf5_top_level_keys"": [""matrix""], ""n_genes"": 55361, ""n_barcodes"": 7078, ""data_dtype"": ""float64"", ""min_value"": 0.0, ""max_value_in_probe"": 4190.0, ""genome"": [""unknown""], ""feature_types"": {""Gene Expression"": 55361}, ""mouse_probe_hits"": [""Sftpc"", ""Krt8"", ""Trp63"", ""Ager"", ""Scgb1a1"", ""Foxj1"", ""Cd3d"", ""Lyz2"", ""Col1a1"", ""Pecam1"", ""Actb"", ""Epcam""], ""human_probe_hits"": [], ""n_mt_mouse_style"": 37, ""n_mt_human_style"": 0, ""n_duplicate_gene_symbols"": 0, ""gsm"": ""GSM8181594""}"
C:\Users\dream\Documents\GitHub\scRNA_seq\raw_data\GSE262927\GSE262927_RAW\GSM8181595_EEM-scRNA-170.h5,GSM8181595_EEM-scRNA-170.h5,GSE262927\GSE262927_RAW,.h5,27962859,26.7 MB,10x CellRanger HDF5 (v3 layout),"10x count matrix, cell-called by barcode count",GSE262927,EEM-scRNA-170,55361 genes x 5770 barcodes,yes (integer values),no,no (looks like raw counts),"MOUSE (12/12 title-case markers, 37 'mt-' genes)",,"{""hdf5_top_level_keys"": [""matrix""], ""n_genes"": 55361, ""n_barcodes"": 5770, ""data_dtype"": ""float64"", ""min_value"": 0.0, ""max_value_in_probe"": 2453.0, ""genome"": [""unknown""], ""feature_types"": {""Gene Expression"": 55361}, ""mouse_probe_hits"": [""Sftpc"", ""Krt8"", ""Trp63"", ""Ager"", ""Scgb1a1"", ""Foxj1"", ""Cd3d"", ""Lyz2"", ""Col1a1"", ""Pecam1"", ""Actb"", ""Epcam""], ""human_probe_hits"": [], ""n_mt_mouse_style"": 37, ""n_mt_human_style"": 0, ""n_duplicate_gene_symbols"": 0, ""gsm"": ""GSM8181595""}"
C:\Users\dream\Documents\GitHub\scRNA_seq\raw_data\GSE262927\GSE262927_RAW\GSM8181596_EEM-scRNA-172.h5,GSM8181596_EEM-scRNA-172.h5,GSE262927\GSE262927_RAW,.h5,28089833,26.8 MB,10x CellRanger HDF5 (v3 layout),"10x count matrix, cell-called by barcode count",GSE262927,EEM-scRNA-172,55361 genes x 6429 barcodes,yes (integer values),no,no (looks like raw counts),"MOUSE (12/12 title-case markers, 37 'mt-' genes)",,"{""hdf5_top_level_keys"": [""matrix""], ""n_genes"": 55361, ""n_barcodes"": 6429, ""data_dtype"": ""float64"", ""min_value"": 0.0, ""max_value_in_probe"": 3121.0, ""genome"": [""unknown""], ""feature_types"": {""Gene Expression"": 55361}, ""mouse_probe_hits"": [""Sftpc"", ""Krt8"", ""Trp63"", ""Ager"", ""Scgb1a1"", ""Foxj1"", ""Cd3d"", ""Lyz2"", ""Col1a1"", ""Pecam1"", ""Actb"", ""Epcam""], ""human_probe_hits"": [], ""n_mt_mouse_style"": 37, ""n_mt_human_style"": 0, ""n_duplicate_gene_symbols"": 0, ""gsm"": ""GSM8181596""}"
C:\Users\dream\Documents\GitHub\scRNA_seq\raw_data\GSE262927\GSE262927_RAW\GSM8181597_EEM-scRNA-179.h5,GSM8181597_EEM-scRNA-179.h5,GSE262927\GSE262927_RAW,.h5,29671744,28.3 MB,10x CellRanger HDF5 (v3 layout),"10x count matrix, cell-called by barcode count",GSE262927,EEM-scRNA-179,55361 genes x 7674 barcodes,yes (integer values),no,no (looks like raw counts),"MOUSE (12/12 title-case markers, 37 'mt-' genes)",,"{""hdf5_top_level_keys"": [""matrix""], ""n_genes"": 55361, ""n_barcodes"": 7674, ""data_dtype"": ""float64"", ""min_value"": 0.0, ""max_value_in_probe"": 40792.0, ""genome"": [""unknown""], ""feature_types"": {""Gene Expression"": 55361}, ""mouse_probe_hits"": [""Sftpc"", ""Krt8"", ""Trp63"", ""Ager"", ""Scgb1a1"", ""Foxj1"", ""Cd3d"", ""Lyz2"", ""Col1a1"", ""Pecam1"", ""Actb"", ""Epcam""], ""human_probe_hits"": [], ""n_mt_mouse_style"": 37, ""n_mt_human_style"": 0, ""n_duplicate_gene_symbols"": 0, ""gsm"": ""GSM8181597""}"
C:\Users\dream\Documents\GitHub\scRNA_seq\raw_data\GSE262927\GSE262927_RAW\GSM8181598_EEM-scRNA-180.h5,GSM8181598_EEM-scRNA-180.h5,GSE262927\GSE262927_RAW,.h5,27498569,26.2 MB,10x CellRanger HDF5 (v3 layout),"10x count matrix, cell-called by barcode count",GSE262927,EEM-scRNA-180,55361 genes x 7501 barcodes,yes (integer values),no,no (looks like raw counts),"MOUSE (12/12 title-case markers, 37 'mt-' genes)",,"{""hdf5_top_level_keys"": [""matrix""], ""n_genes"": 55361, ""n_barcodes"": 7501, ""data_dtype"": ""float64"", ""min_value"": 0.0, ""max_value_in_probe"": 1846.0, ""genome"": [""unknown""], ""feature_types"": {""Gene Expression"": 55361}, ""mouse_probe_hits"": [""Sftpc"", ""Krt8"", ""Trp63"", ""Ager"", ""Scgb1a1"", ""Foxj1"", ""Cd3d"", ""Lyz2"", ""Col1a1"", ""Pecam1"", ""Actb"", ""Epcam""], ""human_probe_hits"": [], ""n_mt_mouse_style"": 37, ""n_mt_human_style"": 0, ""n_duplicate_gene_symbols"": 0, ""gsm"": ""GSM8181598""}"
C:\Users\dream\Documents\GitHub\scRNA_seq\raw_data\GSE262927\GSE262927_RAW\GSM8181599_EEM-scRNA-181.h5,GSM8181599_EEM-scRNA-181.h5,GSE262927\GSE262927_RAW,.h5,31968562,30.5 MB,10x CellRanger HDF5 (v3 layout),"10x count matrix, cell-called by barcode count",GSE262927,EEM-scRNA-181,55361 genes x 8322 barcodes,yes (integer values),no,no (looks like raw counts),"MOUSE (12/12 title-case markers, 37 'mt-' genes)",,"{""hdf5_top_level_keys"": [""matrix""], ""n_genes"": 55361, ""n_barcodes"": 8322, ""data_dtype"": ""float64"", ""min_value"": 0.0, ""max_value_in_probe"": 2133.0, ""genome"": [""unknown""], ""feature_types"": {""Gene Expression"": 55361}, ""mouse_probe_hits"": [""Sftpc"", ""Krt8"", ""Trp63"", ""Ager"", ""Scgb1a1"", ""Foxj1"", ""Cd3d"", ""Lyz2"", ""Col1a1"", ""Pecam1"", ""Actb"", ""Epcam""], ""human_probe_hits"": [], ""n_mt_mouse_style"": 37, ""n_mt_human_style"": 0, ""n_duplicate_gene_symbols"": 0, ""gsm"": ""GSM8181599""}"
C:\Users\dream\Documents\GitHub\scRNA_seq\raw_data\GSE262927\GSE262927_RAW\GSM8181600_EEM-scRNA-182.h5,GSM8181600_EEM-scRNA-182.h5,GSE262927\GSE262927_RAW,.h5,32442045,30.9 MB,10x CellRanger HDF5 (v3 layout),"10x count matrix, cell-called by barcode count",GSE262927,EEM-scRNA-182,55361 genes x 7162 barcodes,yes (integer values),no,no (looks like raw counts),"MOUSE (12/12 title-case markers, 37 'mt-' genes)",,"{""hdf5_top_level_keys"": [""matrix""], ""n_genes"": 55361, ""n_barcodes"": 7162, ""data_dtype"": ""float64"", ""min_value"": 0.0, ""max_value_in_probe"": 3670.0, ""genome"": [""unknown""], ""feature_types"": {""Gene Expression"": 55361}, ""mouse_probe_hits"": [""Sftpc"", ""Krt8"", ""Trp63"", ""Ager"", ""Scgb1a1"", ""Foxj1"", ""Cd3d"", ""Lyz2"", ""Col1a1"", ""Pecam1"", ""Actb"", ""Epcam""], ""human_probe_hits"": [], ""n_mt_mouse_style"": 37, ""n_mt_human_style"": 0, ""n_duplicate_gene_symbols"": 0, ""gsm"": ""GSM8181600""}"
C:\Users\dream\Documents\GitHub\scRNA_seq\raw_data\GSE262927\GSE262927_RAW\GSM8181601_EEM-scRNA-236.h5,GSM8181601_EEM-scRNA-236.h5,GSE262927\GSE262927_RAW,.h5,19565673,18.7 MB,10x CellRanger HDF5 (v3 layout),"10x count matrix, cell-called by barcode count",GSE262927,EEM-scRNA-236,55361 genes x 5526 barcodes,yes (integer values),no,no (looks like raw counts),"MOUSE (12/12 title-case markers, 37 'mt-' genes)",,"{""hdf5_top_level_keys"": [""matrix""], ""n_genes"": 55361, ""n_barcodes"": 5526, ""data_dtype"": ""float64"", ""min_value"": 0.0, ""max_value_in_probe"": 3770.0, ""genome"": [""unknown""], ""feature_types"": {""Gene Expression"": 55361}, ""mouse_probe_hits"": [""Sftpc"", ""Krt8"", ""Trp63"", ""Ager"", ""Scgb1a1"", ""Foxj1"", ""Cd3d"", ""Lyz2"", ""Col1a1"", ""Pecam1"", ""Actb"", ""Epcam""], ""human_probe_hits"": [], ""n_mt_mouse_style"": 37, ""n_mt_human_style"": 0, ""n_duplicate_gene_symbols"": 0, ""gsm"": ""GSM8181601""}"
C:\Users\dream\Documents\GitHub\scRNA_seq\raw_data\GSE262927\GSE262927_RAW\GSM8181602_EEM-scRNA-237.h5,GSM8181602_EEM-scRNA-237.h5,GSE262927\GSE262927_RAW,.h5,29882410,28.5 MB,10x CellRanger HDF5 (v3 layout),"10x count matrix, cell-called by barcode count",GSE262927,EEM-scRNA-237,55361 genes x 7531 barcodes,yes (integer values),no,no (looks like raw counts),"MOUSE (12/12 title-case markers, 37 'mt-' genes)",,"{""hdf5_top_level_keys"": [""matrix""], ""n_genes"": 55361, ""n_barcodes"": 7531, ""data_dtype"": ""float64"", ""min_value"": 0.0, ""max_value_in_probe"": 12460.0, ""genome"": [""unknown""], ""feature_types"": {""Gene Expression"": 55361}, ""mouse_probe_hits"": [""Sftpc"", ""Krt8"", ""Trp63"", ""Ager"", ""Scgb1a1"", ""Foxj1"", ""Cd3d"", ""Lyz2"", ""Col1a1"", ""Pecam1"", ""Actb"", ""Epcam""], ""human_probe_hits"": [], ""n_mt_mouse_style"": 37, ""n_mt_human_style"": 0, ""n_duplicate_gene_symbols"": 0, ""gsm"": ""GSM8181602""}"
C:\Users\dream\Documents\GitHub\scRNA_seq\raw_data\GSE262927\GSE262927_RAW\GSM8181603_EEM-scRNA-238.h5,GSM8181603_EEM-scRNA-238.h5,GSE262927\GSE262927_RAW,.h5,23967041,22.9 MB,10x CellRanger HDF5 (v3 layout),"10x count matrix, cell-called by barcode count",GSE262927,EEM-scRNA-238,55361 genes x 7254 barcodes,yes (integer values),no,no (looks like raw counts),"MOUSE (12/12 title-case markers, 37 'mt-' genes)",,"{""hdf5_top_level_keys"": [""matrix""], ""n_genes"": 55361, ""n_barcodes"": 7254, ""data_dtype"": ""float64"", ""min_value"": 0.0, ""max_value_in_probe"": 4459.0, ""genome"": [""unknown""], ""feature_types"": {""Gene Expression"": 55361}, ""mouse_probe_hits"": [""Sftpc"", ""Krt8"", ""Trp63"", ""Ager"", ""Scgb1a1"", ""Foxj1"", ""Cd3d"", ""Lyz2"", ""Col1a1"", ""Pecam1"", ""Actb"", ""Epcam""], ""human_probe_hits"": [], ""n_mt_mouse_style"": 37, ""n_mt_human_style"": 0, ""n_duplicate_gene_symbols"": 0, ""gsm"": ""GSM8181603""}"
C:\Users\dream\Documents\GitHub\scRNA_seq\raw_data\GSE262927\GSE262927_RAW\GSM8181604_EEM-scRNA-239.h5,GSM8181604_EEM-scRNA-239.h5,GSE262927\GSE262927_RAW,.h5,34127842,32.5 MB,10x CellRanger HDF5 (v3 layout),"10x count matrix, cell-called by barcode count",GSE262927,EEM-scRNA-239,55361 genes x 8925 barcodes,yes (integer values),no,no (looks like raw counts),"MOUSE (12/12 title-case markers, 37 'mt-' genes)",,"{""hdf5_top_level_keys"": [""matrix""], ""n_genes"": 55361, ""n_barcodes"": 8925, ""data_dtype"": ""float64"", ""min_value"": 0.0, ""max_value_in_probe"": 3035.0, ""genome"": [""unknown""], ""feature_types"": {""Gene Expression"": 55361}, ""mouse_probe_hits"": [""Sftpc"", ""Krt8"", ""Trp63"", ""Ager"", ""Scgb1a1"", ""Foxj1"", ""Cd3d"", ""Lyz2"", ""Col1a1"", ""Pecam1"", ""Actb"", ""Epcam""], ""human_probe_hits"": [], ""n_mt_mouse_style"": 37, ""n_mt_human_style"": 0, ""n_duplicate_gene_symbols"": 0, ""gsm"": ""GSM8181604""}"
C:\Users\dream\Documents\GitHub\scRNA_seq\raw_data\GSE262927\GSE262927_RAW\GSM8181605_EEM-scRNA-249.h5,GSM8181605_EEM-scRNA-249.h5,GSE262927\GSE262927_RAW,.h5,26932855,25.7 MB,10x CellRanger HDF5 (v3 layout),"10x count matrix, cell-called by barcode count",GSE262927,EEM-scRNA-249,55361 genes x 7405 barcodes,yes (integer values),no,no (looks like raw counts),"MOUSE (12/12 title-case markers, 37 'mt-' genes)",,"{""hdf5_top_level_keys"": [""matrix""], ""n_genes"": 55361, ""n_barcodes"": 7405, ""data_dtype"": ""float64"", ""min_value"": 0.0, ""max_value_in_probe"": 4902.0, ""genome"": [""unknown""], ""feature_types"": {""Gene Expression"": 55361}, ""mouse_probe_hits"": [""Sftpc"", ""Krt8"", ""Trp63"", ""Ager"", ""Scgb1a1"", ""Foxj1"", ""Cd3d"", ""Lyz2"", ""Col1a1"", ""Pecam1"", ""Actb"", ""Epcam""], ""human_probe_hits"": [], ""n_mt_mouse_style"": 37, ""n_mt_human_style"": 0, ""n_duplicate_gene_symbols"": 0, ""gsm"": ""GSM8181605""}"
C:\Users\dream\Documents\GitHub\scRNA_seq\raw_data\GSE262927\GSE262927_RAW\GSM8181606_EEM-scRNA-250.h5,GSM8181606_EEM-scRNA-250.h5,GSE262927\GSE262927_RAW,.h5,34935727,33.3 MB,10x CellRanger HDF5 (v3 layout),"10x count matrix, cell-called by barcode count",GSE262927,EEM-scRNA-250,55361 genes x 10737 barcodes,yes (integer values),no,no (looks like raw counts),"MOUSE (12/12 title-case markers, 37 'mt-' genes)",,"{""hdf5_top_level_keys"": [""matrix""], ""n_genes"": 55361, ""n_barcodes"": 10737, ""data_dtype"": ""float64"", ""min_value"": 0.0, ""max_value_in_probe"": 7292.0, ""genome"": [""unknown""], ""feature_types"": {""Gene Expression"": 55361}, ""mouse_probe_hits"": [""Sftpc"", ""Krt8"", ""Trp63"", ""Ager"", ""Scgb1a1"", ""Foxj1"", ""Cd3d"", ""Lyz2"", ""Col1a1"", ""Pecam1"", ""Actb"", ""Epcam""], ""human_probe_hits"": [], ""n_mt_mouse_style"": 37, ""n_mt_human_style"": 0, ""n_duplicate_gene_symbols"": 0, ""gsm"": ""GSM8181606""}"
C:\Users\dream\Documents\GitHub\scRNA_seq\raw_data\GSE262927\GSE262927_RAW\GSM8181607_EEM-scRNA-251.h5,GSM8181607_EEM-scRNA-251.h5,GSE262927\GSE262927_RAW,.h5,25031145,23.9 MB,10x CellRanger HDF5 (v3 layout),"10x count matrix, cell-called by barcode count",GSE262927,EEM-scRNA-251,55361 genes x 7765 barcodes,yes (integer values),no,no (looks like raw counts),"MOUSE (12/12 title-case markers, 37 'mt-' genes)",,"{""hdf5_top_level_keys"": [""matrix""], ""n_genes"": 55361, ""n_barcodes"": 7765, ""data_dtype"": ""float64"", ""min_value"": 0.0, ""max_value_in_probe"": 2088.0, ""genome"": [""unknown""], ""feature_types"": {""Gene Expression"": 55361}, ""mouse_probe_hits"": [""Sftpc"", ""Krt8"", ""Trp63"", ""Ager"", ""Scgb1a1"", ""Foxj1"", ""Cd3d"", ""Lyz2"", ""Col1a1"", ""Pecam1"", ""Actb"", ""Epcam""], ""human_probe_hits"": [], ""n_mt_mouse_style"": 37, ""n_mt_human_style"": 0, ""n_duplicate_gene_symbols"": 0, ""gsm"": ""GSM8181607""}"
C:\Users\dream\Documents\GitHub\scRNA_seq\raw_data\GSE262927\GSE262927_RAW\GSM8181608_EEM-scRNA-288.h5,GSM8181608_EEM-scRNA-288.h5,GSE262927\GSE262927_RAW,.h5,18154747,17.3 MB,10x CellRanger HDF5 (v3 layout),"10x count matrix, cell-called by barcode count",GSE262927,EEM-scRNA-288,55361 genes x 3760 barcodes,yes (integer values),no,no (looks like raw counts),"MOUSE (12/12 title-case markers, 37 'mt-' genes)",,"{""hdf5_top_level_keys"": [""matrix""], ""n_genes"": 55361, ""n_barcodes"": 3760, ""data_dtype"": ""float64"", ""min_value"": 0.0, ""max_value_in_probe"": 4565.0, ""genome"": [""unknown""], ""feature_types"": {""Gene Expression"": 55361}, ""mouse_probe_hits"": [""Sftpc"", ""Krt8"", ""Trp63"", ""Ager"", ""Scgb1a1"", ""Foxj1"", ""Cd3d"", ""Lyz2"", ""Col1a1"", ""Pecam1"", ""Actb"", ""Epcam""], ""human_probe_hits"": [], ""n_mt_mouse_style"": 37, ""n_mt_human_style"": 0, ""n_duplicate_gene_symbols"": 0, ""gsm"": ""GSM8181608""}"
C:\Users\dream\Documents\GitHub\scRNA_seq\raw_data\GSE262927\GSE262927_RAW\GSM8181609_EEM-scRNA-289.h5,GSM8181609_EEM-scRNA-289.h5,GSE262927\GSE262927_RAW,.h5,20244122,19.3 MB,10x CellRanger HDF5 (v3 layout),"10x count matrix, cell-called by barcode count",GSE262927,EEM-scRNA-289,55361 genes x 5219 barcodes,yes (integer values),no,no (looks like raw counts),"MOUSE (12/12 title-case markers, 37 'mt-' genes)",,"{""hdf5_top_level_keys"": [""matrix""], ""n_genes"": 55361, ""n_barcodes"": 5219, ""data_dtype"": ""float64"", ""min_value"": 0.0, ""max_value_in_probe"": 3126.0, ""genome"": [""unknown""], ""feature_types"": {""Gene Expression"": 55361}, ""mouse_probe_hits"": [""Sftpc"", ""Krt8"", ""Trp63"", ""Ager"", ""Scgb1a1"", ""Foxj1"", ""Cd3d"", ""Lyz2"", ""Col1a1"", ""Pecam1"", ""Actb"", ""Epcam""], ""human_probe_hits"": [], ""n_mt_mouse_style"": 37, ""n_mt_human_style"": 0, ""n_duplicate_gene_symbols"": 0, ""gsm"": ""GSM8181609""}"
C:\Users\dream\Documents\GitHub\scRNA_seq\raw_data\GSE262927\GSE262927_RAW\GSM8181610_EEM-scRNA-290.h5,GSM8181610_EEM-scRNA-290.h5,GSE262927\GSE262927_RAW,.h5,21562882,20.6 MB,10x CellRanger HDF5 (v3 layout),"10x count matrix, cell-called by barcode count",GSE262927,EEM-scRNA-290,55361 genes x 4399 barcodes,yes (integer values),no,no (looks like raw counts),"MOUSE (12/12 title-case markers, 37 'mt-' genes)",,"{""hdf5_top_level_keys"": [""matrix""], ""n_genes"": 55361, ""n_barcodes"": 4399, ""data_dtype"": ""float64"", ""min_value"": 0.0, ""max_value_in_probe"": 2412.0, ""genome"": [""unknown""], ""feature_types"": {""Gene Expression"": 55361}, ""mouse_probe_hits"": [""Sftpc"", ""Krt8"", ""Trp63"", ""Ager"", ""Scgb1a1"", ""Foxj1"", ""Cd3d"", ""Lyz2"", ""Col1a1"", ""Pecam1"", ""Actb"", ""Epcam""], ""human_probe_hits"": [], ""n_mt_mouse_style"": 37, ""n_mt_human_style"": 0, ""n_duplicate_gene_symbols"": 0, ""gsm"": ""GSM8181610""}"
C:\Users\dream\Documents\GitHub\scRNA_seq\raw_data\GSE262927\GSE262927_RAW\GSM8181611_EEM-scRNA-291.h5,GSM8181611_EEM-scRNA-291.h5,GSE262927\GSE262927_RAW,.h5,22923031,21.9 MB,10x CellRanger HDF5 (v3 layout),"10x count matrix, cell-called by barcode count",GSE262927,EEM-scRNA-291,55361 genes x 5268 barcodes,yes (integer values),no,no (looks like raw counts),"MOUSE (12/12 title-case markers, 37 'mt-' genes)",,"{""hdf5_top_level_keys"": [""matrix""], ""n_genes"": 55361, ""n_barcodes"": 5268, ""data_dtype"": ""float64"", ""min_value"": 0.0, ""max_value_in_probe"": 17769.0, ""genome"": [""unknown""], ""feature_types"": {""Gene Expression"": 55361}, ""mouse_probe_hits"": [""Sftpc"", ""Krt8"", ""Trp63"", ""Ager"", ""Scgb1a1"", ""Foxj1"", ""Cd3d"", ""Lyz2"", ""Col1a1"", ""Pecam1"", ""Actb"", ""Epcam""], ""human_probe_hits"": [], ""n_mt_mouse_style"": 37, ""n_mt_human_style"": 0, ""n_duplicate_gene_symbols"": 0, ""gsm"": ""GSM8181611""}"
C:\Users\dream\Documents\GitHub\scRNA_seq\raw_data\GSE262927\GSE262927_RAW\GSM8181612_EEM-scRNA-292.h5,GSM8181612_EEM-scRNA-292.h5,GSE262927\GSE262927_RAW,.h5,19502294,18.6 MB,10x CellRanger HDF5 (v3 layout),"10x count matrix, cell-called by barcode count",GSE262927,EEM-scRNA-292,55361 genes x 3908 barcodes,yes (integer values),no,no (looks like raw counts),"MOUSE (12/12 title-case markers, 37 'mt-' genes)",,"{""hdf5_top_level_keys"": [""matrix""], ""n_genes"": 55361, ""n_barcodes"": 3908, ""data_dtype"": ""float64"", ""min_value"": 0.0, ""max_value_in_probe"": 30316.0, ""genome"": [""unknown""], ""feature_types"": {""Gene Expression"": 55361}, ""mouse_probe_hits"": [""Sftpc"", ""Krt8"", ""Trp63"", ""Ager"", ""Scgb1a1"", ""Foxj1"", ""Cd3d"", ""Lyz2"", ""Col1a1"", ""Pecam1"", ""Actb"", ""Epcam""], ""human_probe_hits"": [], ""n_mt_mouse_style"": 37, ""n_mt_human_style"": 0, ""n_duplicate_gene_symbols"": 0, ""gsm"": ""GSM8181612""}"
C:\Users\dream\Documents\GitHub\scRNA_seq\raw_data\GSE262927\GSE262927_RAW\GSM8181613_EEM-scRNA-310.h5,GSM8181613_EEM-scRNA-310.h5,GSE262927\GSE262927_RAW,.h5,22379416,21.3 MB,10x CellRanger HDF5 (v3 layout),"10x count matrix, cell-called by barcode count",GSE262927,EEM-scRNA-310,55361 genes x 6479 barcodes,yes (integer values),no,no (looks like raw counts),"MOUSE (12/12 title-case markers, 37 'mt-' genes)",,"{""hdf5_top_level_keys"": [""matrix""], ""n_genes"": 55361, ""n_barcodes"": 6479, ""data_dtype"": ""float64"", ""min_value"": 0.0, ""max_value_in_probe"": 30045.0, ""genome"": [""unknown""], ""feature_types"": {""Gene Expression"": 55361}, ""mouse_probe_hits"": [""Sftpc"", ""Krt8"", ""Trp63"", ""Ager"", ""Scgb1a1"", ""Foxj1"", ""Cd3d"", ""Lyz2"", ""Col1a1"", ""Pecam1"", ""Actb"", ""Epcam""], ""human_probe_hits"": [], ""n_mt_mouse_style"": 37, ""n_mt_human_style"": 0, ""n_duplicate_gene_symbols"": 0, ""gsm"": ""GSM8181613""}"
C:\Users\dream\Documents\GitHub\scRNA_seq\raw_data\GSE262927\GSE262927_RAW\GSM8181614_EEM-scRNA-311.h5,GSM8181614_EEM-scRNA-311.h5,GSE262927\GSE262927_RAW,.h5,21444205,20.5 MB,10x CellRanger HDF5 (v3 layout),"10x count matrix, cell-called by barcode count",GSE262927,EEM-scRNA-311,55361 genes x 5955 barcodes,yes (integer values),no,no (looks like raw counts),"MOUSE (12/12 title-case markers, 37 'mt-' genes)",,"{""hdf5_top_level_keys"": [""matrix""], ""n_genes"": 55361, ""n_barcodes"": 5955, ""data_dtype"": ""float64"", ""min_value"": 0.0, ""max_value_in_probe"": 7700.0, ""genome"": [""unknown""], ""feature_types"": {""Gene Expression"": 55361}, ""mouse_probe_hits"": [""Sftpc"", ""Krt8"", ""Trp63"", ""Ager"", ""Scgb1a1"", ""Foxj1"", ""Cd3d"", ""Lyz2"", ""Col1a1"", ""Pecam1"", ""Actb"", ""Epcam""], ""human_probe_hits"": [], ""n_mt_mouse_style"": 37, ""n_mt_human_style"": 0, ""n_duplicate_gene_symbols"": 0, ""gsm"": ""GSM8181614""}"
C:\Users\dream\Documents\GitHub\scRNA_seq\raw_data\GSE262927\GSE262927_RAW\GSM8181615_EEM-scRNA-312.h5,GSM8181615_EEM-scRNA-312.h5,GSE262927\GSE262927_RAW,.h5,18637756,17.8 MB,10x CellRanger HDF5 (v3 layout),"10x count matrix, cell-called by barcode count",GSE262927,EEM-scRNA-312,55361 genes x 4348 barcodes,yes (integer values),no,no (looks like raw counts),"MOUSE (12/12 title-case markers, 37 'mt-' genes)",,"{""hdf5_top_level_keys"": [""matrix""], ""n_genes"": 55361, ""n_barcodes"": 4348, ""data_dtype"": ""float64"", ""min_value"": 0.0, ""max_value_in_probe"": 4582.0, ""genome"": [""unknown""], ""feature_types"": {""Gene Expression"": 55361}, ""mouse_probe_hits"": [""Sftpc"", ""Krt8"", ""Trp63"", ""Ager"", ""Scgb1a1"", ""Foxj1"", ""Cd3d"", ""Lyz2"", ""Col1a1"", ""Pecam1"", ""Actb"", ""Epcam""], ""human_probe_hits"": [], ""n_mt_mouse_style"": 37, ""n_mt_human_style"": 0, ""n_duplicate_gene_symbols"": 0, ""gsm"": ""GSM8181615""}"
