accession,gene_short_name,tracking_id,gene_id,locus,FPKM,FPKM_lo,FPKM_hi,status
GSM2943015,Epcam,Epcam,Epcam,chr17:87635978-87651127,0,0,0,OK
GSM2943015,Gapdh,Gapdh,Gapdh,chr6:125161851-125165583,13.2832,7.99628,18.5701,OK
GSM2943015,Mgp,Mgp,Mgp,chr6:136872434-136875805,6132.45,5945.48,6319.41,OK
GSM2943015,Pdgfra,Pdgfra,Pdgfra,chr5:75152290-75198204,48.6267,44.5954,52.6579,OK
GSM2943015,Pecam1,Pecam1,Pecam1,chr11:106654217-106715281,0,0,0,OK
GSM2943015,Porcn,Porcn,Porcn,chrX:8193849-8206525,0,0,0,OK
GSM2943015,Ppia,Ppia,Ppia,chr11:6415869-6419810,339.042,301.467,376.617,OK
GSM2943015,Ptprc,Ptprc,Ptprc,chr1:138062860-138175305,0,0,0,OK
GSM2943015,Sftpc,Sftpc,Sftpc,chr14:70520941-70524081,125.054,103.607,146.5,OK
GSM2943015,Ubc,Ubc,Ubc,chr5:125385964-125390017,262.598,246.652,278.545,OK
GSM2943015,Wls,Wls,Wls,chr3:159839694-159935175,61.9983,54.6926,69.3041,OK
GSM2943015,Wnt1,Wnt1,Wnt1,chr15:98789856-98793830,0,0,0,OK
GSM2943015,Wnt10a,Wnt10a,Wnt10a,chr1:74792018-74804175,0,0,0,OK
GSM2943015,Wnt10b,Wnt10b,Wnt10b,chr15:98771751-98778150,0,0,0,OK
GSM2943015,Wnt11,Wnt11,Wnt11,chr7:98838844-98854747,0.82457,0,1.64914,OK
GSM2943015,Wnt16,Wnt16,Wnt16,chr6:22288226-22298522,0,0,0,OK
GSM2943015,Wnt2,Wnt2,Wnt2,chr6:17988939-18030445,0,0,0,OK
GSM2943015,Wnt2b,Wnt2b,Wnt2b,chr3:104944804-104961709,0,0,0,OK
GSM2943015,Wnt3,Wnt3,Wnt3,chr11:103774174-103818021,0,0,0,OK
GSM2943015,Wnt3a,Wnt3a,Wnt3a,chr11:59248041-59290751,0,0,0,OK
GSM2943015,Wnt4,Wnt4,Wnt4,chr4:137277634-137299501,0,0,0,OK
GSM2943015,Wnt5a,Wnt5a,Wnt5a,chr14:28505472-28525515,71.4727,64.902,78.0434,OK
GSM2943015,Wnt5b,Wnt5b,Wnt5b,chr6:119432530-119544347,0,0,0,OK
GSM2943015,Wnt6,Wnt6,Wnt6,chr1:74771891-74785319,0,0,0,OK
GSM2943015,Wnt7a,Wnt7a,Wnt7a,chr6:91363982-91411369,0,0,0,OK
GSM2943015,Wnt7b,Wnt7b,Wnt7b,chr15:85535436-85581821,0,0,0,OK
GSM2943015,Wnt8a,Wnt8a,Wnt8a,chr18:34542327-34548061,0,0,0,OK
GSM2943015,Wnt8b,Wnt8b,Wnt8b,chr19:44493471-44514273,0,0,0,OK
GSM2943015,Wnt9a,Wnt9a,Wnt9a,chr11:59306929-59333552,3.75691,2.15496,5.35887,OK
GSM2943015,Wnt9b,Wnt9b,Wnt9b,chr11:103727362-103749821,0,0,0,OK
GSM2943016,Actb,Actb,Actb,chr5:142903115-142906724,3330.9,3264.95,3396.85,OK
GSM2943016,Ager,Ager,Ager,chr17:34597861-34600932,0,0,0,OK
GSM2943016,Axin2,Axin2,Axin2,chr11:108920348-108950781,1.0741,0.314595,1.8336,OK
GSM2943016,Col1a1,Col1a1,Col1a1,chr11:94936269-94951856,143.358,135.027,151.689,OK
GSM2943016,Col1a2,Col1a2,Col1a2,chr6:4505696-4541543,427.516,413.797,441.235,OK
GSM2943016,Epcam,Epcam,Epcam,chr17:87635978-87651127,0,0,0,OK
GSM2943016,Gapdh,Gapdh,Gapdh,chr6:125161851-125165583,12.8124,7.54505,18.0797,OK
GSM2943016,Mgp,Mgp,Mgp,chr6:136872434-136875805,3041.01,2906.95,3175.08,OK
GSM2943016,Pdgfra,Pdgfra,Pdgfra,chr5:75152290-75198204,30.1811,26.9598,33.4024,OK
GSM2943016,Pecam1,Pecam1,Pecam1,chr11:106654217-106715281,0,0,0,OK
GSM2943016,Porcn,Porcn,Porcn,chrX:8193849-8206525,0,0,0,OK
GSM2943016,Ppia,Ppia,Ppia,chr11:6415869-6419810,104.395,83.1957,125.595,OK
GSM2943016,Ptprc,Ptprc,Ptprc,chr1:138062860-138175305,0,0,0,OK
GSM2943016,Sftpc,Sftpc,Sftpc,chr14:70520941-70524081,2.84869,0,6.13808,OK
GSM2943016,Ubc,Ubc,Ubc,chr5:125385964-125390017,1231.96,1196.96,1266.95,OK
GSM2943016,Wls,Wls,Wls,chr3:159839694-159935175,187.246,174.279,200.214,OK
GSM2943016,Wnt1,Wnt1,Wnt1,chr15:98789856-98793830,0,0,0,OK
GSM2943016,Wnt10a,Wnt10a,Wnt10a,chr1:74792018-74804175,0,0,0,OK
GSM2943016,Wnt10b,Wnt10b,Wnt10b,chr15:98771751-98778150,0,0,0,OK
GSM2943016,Wnt11,Wnt11,Wnt11,chr7:98838844-98854747,0,0,0,OK
GSM2943016,Wnt16,Wnt16,Wnt16,chr6:22288226-22298522,0,0,0,OK
GSM2943016,Wnt2,Wnt2,Wnt2,chr6:17988939-18030445,0,0,0,OK
GSM2943016,Wnt2b,Wnt2b,Wnt2b,chr3:104944804-104961709,0,0,0,OK
GSM2943016,Wnt3,Wnt3,Wnt3,chr11:103774174-103818021,0,0,0,OK
GSM2943016,Wnt3a,Wnt3a,Wnt3a,chr11:59248041-59290751,0,0,0,OK
GSM2943016,Wnt4,Wnt4,Wnt4,chr4:137277634-137299501,0,0,0,OK
GSM2943016,Wnt5a,Wnt5a,Wnt5a,chr14:28505472-28525515,30.7446,26.3779,35.1114,OK
GSM2943016,Wnt5b,Wnt5b,Wnt5b,chr6:119432530-119544347,0,0,0,OK
GSM2943016,Wnt6,Wnt6,Wnt6,chr1:74771891-74785319,0,0,0,OK
GSM2943016,Wnt7a,Wnt7a,Wnt7a,chr6:91363982-91411369,0,0,0,OK
GSM2943016,Wnt7b,Wnt7b,Wnt7b,chr15:85535436-85581821,0,0,0,OK
GSM2943016,Wnt8a,Wnt8a,Wnt8a,chr18:34542327-34548061,0,0,0,OK
GSM2943016,Wnt8b,Wnt8b,Wnt8b,chr19:44493471-44514273,0,0,0,OK
GSM2943016,Wnt9a,Wnt9a,Wnt9a,chr11:59306929-59333552,11.7374,8.86951,14.6053,OK
GSM2943016,Wnt9b,Wnt9b,Wnt9b,chr11:103727362-103749821,0,0,0,OK
GSM2943017,Actb,Actb,Actb,chr5:142903115-142906724,2504.42,2443.64,2565.21,OK
GSM2943017,Ager,Ager,Ager,chr17:34597861-34600932,0,0,0,OK
GSM2943017,Axin2,Axin2,Axin2,chr11:108920348-108950781,0,0,0,OK
GSM2943017,Col1a1,Col1a1,Col1a1,chr11:94936269-94951856,6.25783,4.40238,8.11327,OK
GSM2943017,Col1a2,Col1a2,Col1a2,chr6:4505696-4541543,39.4084,34.9676,43.8492,OK
GSM2943017,Epcam,Epcam,Epcam,chr17:87635978-87651127,0,0,0,OK
GSM2943017,Gapdh,Gapdh,Gapdh,chr6:125161851-125165583,6.23139,2.33867,10.1241,OK
GSM2943017,Mgp,Mgp,Mgp,chr6:136872434-136875805,1768,1661.02,1874.98,OK
GSM2943017,Pdgfra,Pdgfra,Pdgfra,chr5:75152290-75198204,207.743,198.751,216.735,OK
GSM2943017,Pecam1,Pecam1,Pecam1,chr11:106654217-106715281,0,0,0,OK
GSM2943017,Porcn,Porcn,Porcn,chrX:8193849-8206525,0,0,0,OK
GSM2943017,Ppia,Ppia,Ppia,chr11:6415869-6419810,97.0456,75.5462,118.545,OK
GSM2943017,Ptprc,Ptprc,Ptprc,chr1:138062860-138175305,0,0,0,OK
GSM2943017,Sftpc,Sftpc,Sftpc,chr14:70520941-70524081,12.6509,5.34692,19.955,OK
GSM2943017,Ubc,Ubc,Ubc,chr5:125385964-125390017,178.406,164.235,192.576,OK
GSM2943017,Wls,Wls,Wls,chr3:159839694-159935175,0.748445,0,1.73855,OK
GSM2943017,Wnt1,Wnt1,Wnt1,chr15:98789856-98793830,0,0,0,OK
GSM2943017,Wnt10a,Wnt10a,Wnt10a,chr1:74792018-74804175,0,0,0,OK
GSM2943017,Wnt10b,Wnt10b,Wnt10b,chr15:98771751-98778150,0,0,0,OK
GSM2943017,Wnt11,Wnt11,Wnt11,chr7:98838844-98854747,0,0,0,OK
GSM2943017,Wnt16,Wnt16,Wnt16,chr6:22288226-22298522,0,0,0,OK
GSM2943017,Wnt2,Wnt2,Wnt2,chr6:17988939-18030445,0,0,0,OK
GSM2943017,Wnt2b,Wnt2b,Wnt2b,chr3:104944804-104961709,0,0,0,OK
GSM2943017,Wnt3,Wnt3,Wnt3,chr11:103774174-103818021,0,0,0,OK
GSM2943017,Wnt3a,Wnt3a,Wnt3a,chr11:59248041-59290751,0,0,0,OK
GSM2943017,Wnt4,Wnt4,Wnt4,chr4:137277634-137299501,0,0,0,OK
GSM2943017,Wnt5a,Wnt5a,Wnt5a,chr14:28505472-28525515,7.54219,5.22262,9.86175,OK
GSM2943017,Wnt5b,Wnt5b,Wnt5b,chr6:119432530-119544347,0,0,0,OK
GSM2943017,Wnt6,Wnt6,Wnt6,chr1:74771891-74785319,0,0,0,OK
GSM2943017,Wnt7a,Wnt7a,Wnt7a,chr6:91363982-91411369,0,0,0,OK
GSM2943017,Wnt7b,Wnt7b,Wnt7b,chr15:85535436-85581821,0,0,0,OK
GSM2943017,Wnt8a,Wnt8a,Wnt8a,chr18:34542327-34548061,0,0,0,OK
GSM2943017,Wnt8b,Wnt8b,Wnt8b,chr19:44493471-44514273,0,0,0,OK
GSM2943017,Wnt9a,Wnt9a,Wnt9a,chr11:59306929-59333552,0,0,0,OK
GSM2943017,Wnt9b,Wnt9b,Wnt9b,chr11:103727362-103749821,0,0,0,OK
GSM2943018,Actb,Actb,Actb,chr5:142903115-142906724,3297.62,3214.03,3381.22,OK
GSM2943018,Ager,Ager,Ager,chr17:34597861-34600932,0,0,0,OK
GSM2943018,Axin2,Axin2,Axin2,chr11:108920348-108950781,0,0,0,OK
GSM2943018,Col1a1,Col1a1,Col1a1,chr11:94936269-94951856,110.606,101.304,119.908,OK
GSM2943018,Col1a2,Col1a2,Col1a2,chr6:4505696-4541543,335.989,320.53,351.448,OK
GSM2943018,Epcam,Epcam,Epcam,chr17:87635978-87651127,0,0,0,OK
GSM2943018,Gapdh,Gapdh,Gapdh,chr6:125161851-125165583,0.882567,0,2.6477,OK
GSM2943018,Mgp,Mgp,Mgp,chr6:136872434-136875805,941.623,845.457,1037.79,OK
GSM2943018,Pdgfra,Pdgfra,Pdgfra,chr5:75152290-75198204,0,0,0,OK
GSM2943018,Pecam1,Pecam1,Pecam1,chr11:106654217-106715281,0,0,0,OK
GSM2943018,Porcn,Porcn,Porcn,chrX:8193849-8206525,0,0,0,OK
GSM2943018,Ppia,Ppia,Ppia,chr11:6415869-6419810,115.033,86.46,143.606,OK
GSM2943018,Ptprc,Ptprc,Ptprc,chr1:138062860-138175305,0,0,0,OK
GSM2943018,Sftpc,Sftpc,Sftpc,chr14:70520941-70524081,6.24533,8.88178e-16,12.4907,OK
GSM2943018,Ubc,Ubc,Ubc,chr5:125385964-125390017,566.893,536.675,597.11,OK
GSM2943018,Wls,Wls,Wls,chr3:159839694-159935175,3.20873,0.960997,5.45647,OK
GSM2943018,Wnt1,Wnt1,Wnt1,chr15:98789856-98793830,0,0,0,OK
GSM2943018,Wnt10a,Wnt10a,Wnt10a,chr1:74792018-74804175,0,0,0,OK
GSM2943018,Wnt10b,Wnt10b,Wnt10b,chr15:98771751-98778150,0,0,0,OK
GSM2943018,Wnt11,Wnt11,Wnt11,chr7:98838844-98854747,0,0,0,OK
GSM2943018,Wnt16,Wnt16,Wnt16,chr6:22288226-22298522,0,0,0,OK
GSM2943018,Wnt2,Wnt2,Wnt2,chr6:17988939-18030445,0,0,0,OK
GSM2943018,Wnt2b,Wnt2b,Wnt2b,chr3:104944804-104961709,1.04684,0,2.09369,OK
GSM2943018,Wnt3,Wnt3,Wnt3,chr11:103774174-103818021,0,0,0,OK
GSM2943018,Wnt3a,Wnt3a,Wnt3a,chr11:59248041-59290751,0,0,0,OK
GSM2943018,Wnt4,Wnt4,Wnt4,chr4:137277634-137299501,0,0,0,OK
GSM2943018,Wnt5a,Wnt5a,Wnt5a,chr14:28505472-28525515,92.1941,82.5859,101.802,OK
GSM2943018,Wnt5b,Wnt5b,Wnt5b,chr6:119432530-119544347,0,0,0,OK
GSM2943018,Wnt6,Wnt6,Wnt6,chr1:74771891-74785319,1.91117,0,3.82234,OK
GSM2943018,Wnt7a,Wnt7a,Wnt7a,chr6:91363982-91411369,0,0,0,OK
GSM2943018,Wnt7b,Wnt7b,Wnt7b,chr15:85535436-85581821,0,0,0,OK
GSM2943018,Wnt8a,Wnt8a,Wnt8a,chr18:34542327-34548061,0,0,0,OK
GSM2943018,Wnt8b,Wnt8b,Wnt8b,chr19:44493471-44514273,0,0,0,OK
GSM2943018,Wnt9a,Wnt9a,Wnt9a,chr11:59306929-59333552,0,0,0,OK
GSM2943018,Wnt9b,Wnt9b,Wnt9b,chr11:103727362-103749821,0,0,0,OK
GSM2943019,Actb,Actb,Actb,chr5:142903115-142906724,4009.15,3897.41,4120.89,OK
GSM2943019,Ager,Ager,Ager,chr17:34597861-34600932,0,0,0,OK
GSM2943019,Axin2,Axin2,Axin2,chr11:108920348-108950781,0,0,0,OK
GSM2943019,Col1a1,Col1a1,Col1a1,chr11:94936269-94951856,40.8245,33.9727,47.6763,OK
GSM2943019,Col1a2,Col1a2,Col1a2,chr6:4505696-4541543,649.528,623.469,675.588,OK
GSM2943019,Epcam,Epcam,Epcam,chr17:87635978-87651127,0,0,0,OK
GSM2943019,Gapdh,Gapdh,Gapdh,chr6:125161851-125165583,8.21113,1.68559,14.7367,OK
GSM2943019,Mgp,Mgp,Mgp,chr6:136872434-136875805,6680.72,6370.41,6991.03,OK
GSM2943019,Pdgfra,Pdgfra,Pdgfra,chr5:75152290-75198204,25.7758,21.1835,30.3682,OK
GSM2943019,Pecam1,Pecam1,Pecam1,chr11:106654217-106715281,0,0,0,OK
GSM2943019,Porcn,Porcn,Porcn,chrX:8193849-8206525,0,0,0,OK
GSM2943019,Ppia,Ppia,Ppia,chr11:6415869-6419810,360.717,299.416,422.019,OK
GSM2943019,Ptprc,Ptprc,Ptprc,chr1:138062860-138175305,0,0,0,OK
GSM2943019,Sftpc,Sftpc,Sftpc,chr14:70520941-70524081,59.5981,36.2218,82.9743,OK
GSM2943019,Ubc,Ubc,Ubc,chr5:125385964-125390017,859.063,813.968,904.158,OK
GSM2943019,Wls,Wls,Wls,chr3:159839694-159935175,3.14387,0.383755,5.90398,OK
GSM2943019,Wnt1,Wnt1,Wnt1,chr15:98789856-98793830,0,0,0,OK
GSM2943019,Wnt10a,Wnt10a,Wnt10a,chr1:74792018-74804175,0,0,0,OK
GSM2943019,Wnt10b,Wnt10b,Wnt10b,chr15:98771751-98778150,0,0,0,OK
GSM2943019,Wnt11,Wnt11,Wnt11,chr7:98838844-98854747,0,0,0,OK
GSM2943019,Wnt16,Wnt16,Wnt16,chr6:22288226-22298522,0,0,0,OK
GSM2943019,Wnt2,Wnt2,Wnt2,chr6:17988939-18030445,0,0,0,OK
GSM2943019,Wnt2b,Wnt2b,Wnt2b,chr3:104944804-104961709,4.61598,1.95094,7.28102,OK
GSM2943019,Wnt3,Wnt3,Wnt3,chr11:103774174-103818021,0,0,0,OK
GSM2943019,Wnt3a,Wnt3a,Wnt3a,chr11:59248041-59290751,0,0,0,OK
GSM2943019,Wnt4,Wnt4,Wnt4,chr4:137277634-137299501,0,0,0,OK
GSM2943019,Wnt5a,Wnt5a,Wnt5a,chr14:28505472-28525515,1.83617,0.0796086,3.59272,OK
GSM2943019,Wnt5b,Wnt5b,Wnt5b,chr6:119432530-119544347,0,0,0,OK
GSM2943019,Wnt6,Wnt6,Wnt6,chr1:74771891-74785319,0,0,0,OK
GSM2943019,Wnt7a,Wnt7a,Wnt7a,chr6:91363982-91411369,0,0,0,OK
GSM2943019,Wnt7b,Wnt7b,Wnt7b,chr15:85535436-85581821,0,0,0,OK
GSM2943019,Wnt8a,Wnt8a,Wnt8a,chr18:34542327-34548061,0,0,0,OK
GSM2943019,Wnt8b,Wnt8b,Wnt8b,chr19:44493471-44514273,0,0,0,OK
GSM2943019,Wnt9a,Wnt9a,Wnt9a,chr11:59306929-59333552,0,0,0,OK
GSM2943019,Wnt9b,Wnt9b,Wnt9b,chr11:103727362-103749821,0,0,0,OK
GSM2943020,Actb,Actb,Actb,chr5:142903115-142906724,2930.67,2864.24,2997.1,OK
GSM2943020,Ager,Ager,Ager,chr17:34597861-34600932,0,0,0,OK
GSM2943020,Axin2,Axin2,Axin2,chr11:108920348-108950781,0,0,0,OK
GSM2943020,Col1a1,Col1a1,Col1a1,chr11:94936269-94951856,78.7005,72.0609,85.34,OK
GSM2943020,Col1a2,Col1a2,Col1a2,chr6:4505696-4541543,380.376,366.455,394.296,OK
GSM2943020,Epcam,Epcam,Epcam,chr17:87635978-87651127,0,0,0,OK
GSM2943020,Gapdh,Gapdh,Gapdh,chr6:125161851-125165583,4.61386,1.2255,8.00222,OK
GSM2943020,Mgp,Mgp,Mgp,chr6:136872434-136875805,7236.26,7016.17,7456.35,OK
GSM2943020,Pdgfra,Pdgfra,Pdgfra,chr5:75152290-75198204,27.8148,24.4903,31.1392,OK
GSM2943020,Pecam1,Pecam1,Pecam1,chr11:106654217-106715281,0,0,0,OK
GSM2943020,Porcn,Porcn,Porcn,chrX:8193849-8206525,0,0,0,OK
GSM2943020,Ppia,Ppia,Ppia,chr11:6415869-6419810,484.898,436.133,533.663,OK
GSM2943020,Ptprc,Ptprc,Ptprc,chr1:138062860-138175305,0,0,0,OK
GSM2943020,Sftpc,Sftpc,Sftpc,chr14:70520941-70524081,9.75535,3.25178,16.2589,OK
GSM2943020,Ubc,Ubc,Ubc,chr5:125385964-125390017,611.017,584.535,637.499,OK
GSM2943020,Wls,Wls,Wls,chr3:159839694-159935175,0,0,0,OK
GSM2943020,Wnt1,Wnt1,Wnt1,chr15:98789856-98793830,0,0,0,OK
GSM2943020,Wnt10a,Wnt10a,Wnt10a,chr1:74792018-74804175,0,0,0,OK
GSM2943020,Wnt10b,Wnt10b,Wnt10b,chr15:98771751-98778150,0,0,0,OK
GSM2943020,Wnt11,Wnt11,Wnt11,chr7:98838844-98854747,0,0,0,OK
GSM2943020,Wnt16,Wnt16,Wnt16,chr6:22288226-22298522,0,0,0,OK
GSM2943020,Wnt2,Wnt2,Wnt2,chr6:17988939-18030445,0,0,0,OK
GSM2943020,Wnt2b,Wnt2b,Wnt2b,chr3:104944804-104961709,0,0,0,OK
GSM2943020,Wnt3,Wnt3,Wnt3,chr11:103774174-103818021,0,0,0,OK
GSM2943020,Wnt3a,Wnt3a,Wnt3a,chr11:59248041-59290751,0,0,0,OK
GSM2943020,Wnt4,Wnt4,Wnt4,chr4:137277634-137299501,0,0,0,OK
GSM2943020,Wnt5a,Wnt5a,Wnt5a,chr14:28505472-28525515,0,0,0,OK
GSM2943020,Wnt5b,Wnt5b,Wnt5b,chr6:119432530-119544347,0,0,0,OK
GSM2943020,Wnt6,Wnt6,Wnt6,chr1:74771891-74785319,0,0,0,OK
GSM2943020,Wnt7a,Wnt7a,Wnt7a,chr6:91363982-91411369,0,0,0,OK
GSM2943020,Wnt7b,Wnt7b,Wnt7b,chr15:85535436-85581821,0,0,0,OK
GSM2943020,Wnt8a,Wnt8a,Wnt8a,chr18:34542327-34548061,0,0,0,OK
GSM2943020,Wnt8b,Wnt8b,Wnt8b,chr19:44493471-44514273,0,0,0,OK
GSM2943020,Wnt9a,Wnt9a,Wnt9a,chr11:59306929-59333552,0,0,0,OK
GSM2943020,Wnt9b,Wnt9b,Wnt9b,chr11:103727362-103749821,0,0,0,OK
GSM2943021,Actb,Actb,Actb,chr5:142903115-142906724,880.069,844.624,915.513,OK
GSM2943021,Ager,Ager,Ager,chr17:34597861-34600932,0,0,0,OK
GSM2943021,Axin2,Axin2,Axin2,chr11:108920348-108950781,0,0,0,OK
GSM2943021,Col1a1,Col1a1,Col1a1,chr11:94936269-94951856,10.4947,8.1332,12.8562,OK
GSM2943021,Col1a2,Col1a2,Col1a2,chr6:4505696-4541543,155.445,146.777,164.113,OK
GSM2943021,Epcam,Epcam,Epcam,chr17:87635978-87651127,15.2034,10.7681,19.6387,OK
GSM2943021,Gapdh,Gapdh,Gapdh,chr6:125161851-125165583,48.4838,37.7929,59.1747,OK
GSM2943021,Mgp,Mgp,Mgp,chr6:136872434-136875805,1146.11,1060.98,1231.25,OK
GSM2943021,Pdgfra,Pdgfra,Pdgfra,chr5:75152290-75198204,12.3024,10.1445,14.4603,OK
GSM2943021,Pecam1,Pecam1,Pecam1,chr11:106654217-106715281,0,0,0,OK
GSM2943021,Porcn,Porcn,Porcn,chrX:8193849-8206525,245.077,226.184,263.97,OK
GSM2943021,Ppia,Ppia,Ppia,chr11:6415869-6419810,103.394,81.4951,125.293,OK
GSM2943021,Ptprc,Ptprc,Ptprc,chr1:138062860-138175305,0,0,0,OK
GSM2943021,Sftpc,Sftpc,Sftpc,chr14:70520941-70524081,11.2811,4.47834,18.0839,OK
GSM2943021,Ubc,Ubc,Ubc,chr5:125385964-125390017,242.567,226.318,258.815,OK
GSM2943021,Wls,Wls,Wls,chr3:159839694-159935175,185.407,172.233,198.58,OK
GSM2943021,Wnt1,Wnt1,Wnt1,chr15:98789856-98793830,0,0,0,OK
GSM2943021,Wnt10a,Wnt10a,Wnt10a,chr1:74792018-74804175,0,0,0,OK
GSM2943021,Wnt10b,Wnt10b,Wnt10b,chr15:98771751-98778150,0,0,0,OK
GSM2943021,Wnt11,Wnt11,Wnt11,chr7:98838844-98854747,2.54958,1.01213,4.08703,OK
GSM2943021,Wnt16,Wnt16,Wnt16,chr6:22288226-22298522,0,0,0,OK
GSM2943021,Wnt2,Wnt2,Wnt2,chr6:17988939-18030445,0.628486,0,1.5173,OK
GSM2943021,Wnt2b,Wnt2b,Wnt2b,chr3:104944804-104961709,0,0,0,OK
GSM2943021,Wnt3,Wnt3,Wnt3,chr11:103774174-103818021,0,0,0,OK
GSM2943021,Wnt3a,Wnt3a,Wnt3a,chr11:59248041-59290751,0,0,0,OK
GSM2943021,Wnt4,Wnt4,Wnt4,chr4:137277634-137299501,4.1284,2.47704,5.77976,OK
GSM2943021,Wnt5a,Wnt5a,Wnt5a,chr14:28505472-28525515,7.62603,5.32343,9.92864,OK
GSM2943021,Wnt5b,Wnt5b,Wnt5b,chr6:119432530-119544347,0,0,0,OK
GSM2943021,Wnt6,Wnt6,Wnt6,chr1:74771891-74785319,0,0,0,OK
GSM2943021,Wnt7a,Wnt7a,Wnt7a,chr6:91363982-91411369,0,0,0,OK
GSM2943021,Wnt7b,Wnt7b,Wnt7b,chr15:85535436-85581821,0.943632,0,1.93545,OK
GSM2943021,Wnt8a,Wnt8a,Wnt8a,chr18:34542327-34548061,0,0,0,OK
GSM2943021,Wnt8b,Wnt8b,Wnt8b,chr19:44493471-44514273,0,0,0,OK
GSM2943021,Wnt9a,Wnt9a,Wnt9a,chr11:59306929-59333552,0,0,0,OK
GSM2943021,Wnt9b,Wnt9b,Wnt9b,chr11:103727362-103749821,0,0,0,OK
GSM2943022,Actb,Actb,Actb,chr5:142903115-142906724,1348.75,1308.41,1389.09,OK
GSM2943022,Ager,Ager,Ager,chr17:34597861-34600932,0,0,0,OK
GSM2943022,Axin2,Axin2,Axin2,chr11:108920348-108950781,0,0,0,OK
GSM2943022,Col1a1,Col1a1,Col1a1,chr11:94936269-94951856,229.947,219.801,240.093,OK
GSM2943022,Col1a2,Col1a2,Col1a2,chr6:4505696-4541543,549.93,534.967,564.893,OK
GSM2943022,Epcam,Epcam,Epcam,chr17:87635978-87651127,0,0,0,OK
GSM2943022,Gapdh,Gapdh,Gapdh,chr6:125161851-125165583,16.3421,10.6265,22.0578,OK
GSM2943022,Mgp,Mgp,Mgp,chr6:136872434-136875805,7239.28,7040.9,7437.66,OK
GSM2943022,Pdgfra,Pdgfra,Pdgfra,chr5:75152290-75198204,24.7517,21.9492,27.5543,OK
GSM2943022,Pecam1,Pecam1,Pecam1,chr11:106654217-106715281,0,0,0,OK
GSM2943022,Porcn,Porcn,Porcn,chrX:8193849-8206525,0,0,0,OK
GSM2943022,Ppia,Ppia,Ppia,chr11:6415869-6419810,39.4867,26.9738,51.9995,OK
GSM2943022,Ptprc,Ptprc,Ptprc,chr1:138062860-138175305,0,0,0,OK
GSM2943022,Sftpc,Sftpc,Sftpc,chr14:70520941-70524081,5.25048,0.963481,9.53748,OK
GSM2943022,Ubc,Ubc,Ubc,chr5:125385964-125390017,932.364,903.096,961.633,OK
GSM2943022,Wls,Wls,Wls,chr3:159839694-159935175,0.814054,0,1.71846,OK
GSM2943022,Wnt1,Wnt1,Wnt1,chr15:98789856-98793830,0,0,0,OK
GSM2943022,Wnt10a,Wnt10a,Wnt10a,chr1:74792018-74804175,0,0,0,OK
GSM2943022,Wnt10b,Wnt10b,Wnt10b,chr15:98771751-98778150,0,0,0,OK
GSM2943022,Wnt11,Wnt11,Wnt11,chr7:98838844-98854747,0,0,0,OK
GSM2943022,Wnt16,Wnt16,Wnt16,chr6:22288226-22298522,0,0,0,OK
GSM2943022,Wnt2,Wnt2,Wnt2,chr6:17988939-18030445,0,0,0,OK
GSM2943022,Wnt2b,Wnt2b,Wnt2b,chr3:104944804-104961709,0,0,0,OK
GSM2943022,Wnt3,Wnt3,Wnt3,chr11:103774174-103818021,0,0,0,OK
GSM2943022,Wnt3a,Wnt3a,Wnt3a,chr11:59248041-59290751,0,0,0,OK
GSM2943022,Wnt4,Wnt4,Wnt4,chr4:137277634-137299501,0,0,0,OK
GSM2943022,Wnt5a,Wnt5a,Wnt5a,chr14:28505472-28525515,119.854,111.454,128.254,OK
GSM2943022,Wnt5b,Wnt5b,Wnt5b,chr6:119432530-119544347,0,0,0,OK
GSM2943022,Wnt6,Wnt6,Wnt6,chr1:74771891-74785319,0,0,0,OK
GSM2943022,Wnt7a,Wnt7a,Wnt7a,chr6:91363982-91411369,0,0,0,OK
GSM2943022,Wnt7b,Wnt7b,Wnt7b,chr15:85535436-85581821,0,0,0,OK
GSM2943022,Wnt8a,Wnt8a,Wnt8a,chr18:34542327-34548061,0,0,0,OK
GSM2943022,Wnt8b,Wnt8b,Wnt8b,chr19:44493471-44514273,0,0,0,OK
GSM2943022,Wnt9a,Wnt9a,Wnt9a,chr11:59306929-59333552,0,0,0,OK
GSM2943022,Wnt9b,Wnt9b,Wnt9b,chr11:103727362-103749821,0,0,0,OK
GSM2943023,Actb,Actb,Actb,chr5:142903115-142906724,3067.54,3000.54,3134.55,OK
GSM2943023,Ager,Ager,Ager,chr17:34597861-34600932,0,0,0,OK
GSM2943023,Axin2,Axin2,Axin2,chr11:108920348-108950781,0,0,0,OK
GSM2943023,Col1a1,Col1a1,Col1a1,chr11:94936269-94951856,72.8096,66.511,79.1082,OK
GSM2943023,Col1a2,Col1a2,Col1a2,chr6:4505696-4541543,72.6046,66.6061,78.6031,OK
GSM2943023,Epcam,Epcam,Epcam,chr17:87635978-87651127,0,0,0,OK
GSM2943023,Gapdh,Gapdh,Gapdh,chr6:125161851-125165583,1.1582,0,2.83136,OK
GSM2943023,Mgp,Mgp,Mgp,chr6:136872434-136875805,9251.61,9006.71,9496.51,OK
GSM2943023,Pdgfra,Pdgfra,Pdgfra,chr5:75152290-75198204,134.819,127.61,142.028,OK
GSM2943023,Pecam1,Pecam1,Pecam1,chr11:106654217-106715281,0,0,0,OK
