pair,n_donors,median_rank,ligand,receptor,overall_rank,resource
FN1 to COL13A1,13,400.0,FN1,COL13A1,397,connectomedb2020
HSPG2 to COL13A1,13,401.0,HSPG2,COL13A1,398,connectomedb2020
PSEN1 to NOTCH3,14,402.0,PSEN1,NOTCH3,399,connectomedb2020
SEMA3F to NRP2,14,404.5,SEMA3F,NRP2,400,connectomedb2020
NECTIN3 to CADM1,15,412.0,NECTIN3,CADM1,401,connectomedb2020
NTN1 to UNC5B,13,412.0,NTN1,UNC5B,402,connectomedb2020
LAMA1 to ITGA2,20,421.0,LAMA1,ITGA2,403,connectomedb2020
DLL1 to NOTCH3,14,422.5,DLL1,NOTCH3,404,connectomedb2020
TNC to CNTN1,13,424.0,TNC,CNTN1,405,connectomedb2020
PTN to PLXNB2,15,430.0,PTN,PLXNB2,406,connectomedb2020
TIMP1 to CD63,26,1.5,TIMP1,CD63,1,italk
FGF14 to FGFR1,26,5.5,FGF14,FGFR1,2,italk
HSP90AA1 to EGFR,26,5.5,HSP90AA1,EGFR,3,italk
VIM to CD44,26,6.5,VIM,CD44,4,italk
CALM1 to CACNA1C,26,8.5,CALM1,CACNA1C,5,italk
CALM1 to EGFR,26,14.0,CALM1,EGFR,6,italk
SLIT3 to ROBO2,22,15.0,SLIT3,ROBO2,7,italk
ANXA1 to EGFR,26,15.0,ANXA1,EGFR,8,italk
UBA52 to EGFR,26,15.0,UBA52,EGFR,9,italk
C3 to LRP1,26,16.5,C3,LRP1,10,italk
CDH1 to EGFR,26,16.5,CDH1,EGFR,11,italk
MMP7 to CD44,24,16.5,MMP7,CD44,12,italk
UBA52 to TGFBR2,26,16.5,UBA52,TGFBR2,13,italk
PKM to CD44,26,16.5,PKM,CD44,14,italk
A2M to LRP1,18,17.0,A2M,LRP1,15,italk
APP to LRP1,26,17.5,APP,LRP1,16,italk
PSAP to LRP1,26,19.5,PSAP,LRP1,17,italk
HLA-A to APLP2,26,20.0,HLA-A,APLP2,18,italk
FN1 to CD44,26,21.0,FN1,CD44,19,italk
CNTN4 to PTPRG,26,21.5,CNTN4,PTPRG,20,italk
CALM1 to ABCA1,26,27.5,CALM1,ABCA1,21,italk
CALM1 to MYLK,24,29.5,CALM1,MYLK,22,italk
CDH1 to IGF1R,26,30.0,CDH1,IGF1R,23,italk
APP to CD74,26,31.0,APP,CD74,24,italk
SERPING1 to LRP1,26,31.5,SERPING1,LRP1,25,italk
CDH1 to PTPRM,26,32.5,CDH1,PTPRM,26,italk
SERPINA1 to LRP1,26,33.0,SERPINA1,LRP1,27,italk
HSP90B1 to LRP1,26,34.0,HSP90B1,LRP1,28,italk
MDK to LRP1,26,34.5,MDK,LRP1,29,italk
APOE to LRP1,26,36.0,APOE,LRP1,30,italk
C3 to CD81,26,37.0,C3,CD81,31,italk
COL1A2 to CD44,19,38.0,COL1A2,CD44,32,italk
RIMS1 to CACNA1C,25,44.0,RIMS1,CACNA1C,33,italk
FN1 to ITGA8,23,46.0,FN1,ITGA8,34,italk
SLIT2 to ROBO2,26,47.5,SLIT2,ROBO2,35,italk
CXCL8 to SDC2,26,49.5,CXCL8,SDC2,36,italk
COL1A1 to CD44,24,51.0,COL1A1,CD44,37,italk
HLA-B to CANX,26,51.5,HLA-B,CANX,38,italk
ANOS1 to FGFR1,26,53.0,ANOS1,FGFR1,39,italk
AREG to EGFR,26,53.5,AREG,EGFR,40,italk
APP to CAV1,26,56.0,APP,CAV1,41,italk
PSEN1 to CD44,26,56.0,PSEN1,CD44,42,italk
LIPH to LPAR1,26,58.5,LIPH,LPAR1,43,italk
LAMA2 to RPSA,26,58.5,LAMA2,RPSA,44,italk
COL6A2 to ITGB1,21,59.0,COL6A2,ITGB1,45,italk
SEMA3C to NRP1,26,60.0,SEMA3C,NRP1,46,italk
COL4A1 to ITGB1,25,63.0,COL4A1,ITGB1,47,italk
FN1 to ITGAV,26,64.5,FN1,ITGAV,48,italk
ADAM9 to ITGAV,26,65.5,ADAM9,ITGAV,49,italk
CALM1 to PTPRA,26,68.0,CALM1,PTPRA,50,italk
COL1A1 to DDR2,24,69.5,COL1A1,DDR2,51,italk
ADAM9 to ITGB1,26,69.5,ADAM9,ITGB1,52,italk
FN1 to ITGB1,26,69.5,FN1,ITGB1,53,italk
COL6A2 to ITGA1,21,70.0,COL6A2,ITGA1,54,italk
FN1 to SDC2,26,70.5,FN1,SDC2,55,italk
MDK to ITGB1,26,73.5,MDK,ITGB1,56,italk
NID1 to ITGB1,19,74.0,NID1,ITGB1,57,italk
NPNT to ITGA8,23,77.0,NPNT,ITGA8,58,italk
GAS6 to AXL,26,80.0,GAS6,AXL,59,italk
LGALS3BP to ITGB1,26,82.5,LGALS3BP,ITGB1,60,italk
C1orf194 to PLSCR4,25,83.0,C1orf194,PLSCR4,61,italk
TFPI to LRP1,26,83.5,TFPI,LRP1,62,italk
COL1A2 to ITGAV,19,84.0,COL1A2,ITGAV,63,italk
LTF to LRP1,22,85.5,LTF,LRP1,64,italk
COL1A2 to ITGB1,19,86.0,COL1A2,ITGB1,65,italk
LAMB3 to ITGB1,26,86.5,LAMB3,ITGB1,66,italk
LAMB2 to RPSA,25,87.0,LAMB2,RPSA,67,italk
MMP7 to CD151,24,87.0,MMP7,CD151,68,italk
TNC to EGFR,26,89.0,TNC,EGFR,69,italk
NID1 to ITGAV,19,91.0,NID1,ITGAV,70,italk
COL4A1 to ITGAV,25,93.0,COL4A1,ITGAV,71,italk
CGN to TGFBR2,26,93.5,CGN,TGFBR2,72,italk
ADAM10 to AXL,26,94.5,ADAM10,AXL,73,italk
THBS1 to LRP1,26,94.5,THBS1,LRP1,74,italk
TGFB2 to TGFBR3,26,95.0,TGFB2,TGFBR3,75,italk
NTN1 to UNC5C,26,96.0,NTN1,UNC5C,76,italk
LAMC1 to ITGB1,26,96.5,LAMC1,ITGB1,77,italk
FN1 to PLAUR,26,97.0,FN1,PLAUR,78,italk
HSPG2 to PTPRS,26,97.5,HSPG2,PTPRS,79,italk
LRPAP1 to LRP1,26,98.5,LRPAP1,LRP1,80,italk
COL4A1 to ITGA1,25,100.0,COL4A1,ITGA1,81,italk
SERPINE1 to LRP1,22,100.0,SERPINE1,LRP1,82,italk
C3 to CD46,26,100.5,C3,CD46,83,italk
TNC to ITGA8,23,101.0,TNC,ITGA8,84,italk
LAMC2 to ITGB1,26,101.0,LAMC2,ITGB1,85,italk
ADAM9 to ITGB5,26,103.5,ADAM9,ITGB5,86,italk
ANOS1 to SDC2,26,104.0,ANOS1,SDC2,87,italk
EFEMP1 to EGFR,26,104.0,EFEMP1,EGFR,88,italk
LAMB3 to CD151,26,104.5,LAMB3,CD151,89,italk
LAMC1 to ITGAV,26,105.0,LAMC1,ITGAV,90,italk
HBEGF to CD44,26,109.0,HBEGF,CD44,91,italk
TNC to ITGAV,26,110.0,TNC,ITGAV,92,italk
CALM1 to INSR,26,110.5,CALM1,INSR,93,italk
ADAM17 to ITGB1,26,111.5,ADAM17,ITGB1,94,italk
B2M to TFRC,26,112.0,B2M,TFRC,95,italk
COL3A1 to DDR2,20,112.5,COL3A1,DDR2,96,italk
NPNT to ITGB1,26,113.5,NPNT,ITGB1,97,italk
TGFB1 to TGFBR3,26,115.0,TGFB1,TGFBR3,98,italk
LAMC2 to CD151,26,117.0,LAMC2,CD151,99,italk
VEGFA to ITGB1,25,117.0,VEGFA,ITGB1,100,italk
CALM1 to PDE1A,23,117.0,CALM1,PDE1A,101,italk
COL1A1 to ITGB1,24,117.5,COL1A1,ITGB1,102,italk
LAMA3 to SDC2,26,117.5,LAMA3,SDC2,103,italk
COL1A1 to ITGAV,24,117.5,COL1A1,ITGAV,104,italk
FGF13 to FGFR1,26,117.5,FGF13,FGFR1,105,italk
SLIT2 to ROBO1,26,118.5,SLIT2,ROBO1,106,italk
COL8A1 to ITGA1,26,119.0,COL8A1,ITGA1,107,italk
PLAU to LRP1,24,119.0,PLAU,LRP1,108,italk
VEGFA to EGFR,25,120.0,VEGFA,EGFR,109,italk
LAMC1 to ITGA1,26,120.5,LAMC1,ITGA1,110,italk
TGFB2 to TGFBR2,26,121.5,TGFB2,TGFBR2,111,italk
COL1A2 to ITGA1,19,122.0,COL1A2,ITGA1,112,italk
TFPI to F3,26,123.0,TFPI,F3,113,italk
NRG4 to EGFR,26,123.5,NRG4,EGFR,114,italk
VEGFA to ITGAV,25,124.0,VEGFA,ITGAV,115,italk
MFGE8 to ITGAV,26,124.0,MFGE8,ITGAV,116,italk
TNC to ITGB1,26,124.5,TNC,ITGB1,117,italk
LTBP1 to ITGB5,26,124.5,LTBP1,ITGB5,118,italk
NAMPT to INSR,26,124.5,NAMPT,INSR,119,italk
VEGFA to NRP1,25,125.0,VEGFA,NRP1,120,italk
ADAM12 to ITGB1,26,125.5,ADAM12,ITGB1,121,italk
COL4A5 to ITGAV,26,126.0,COL4A5,ITGAV,122,italk
COL6A1 to ITGA1,20,126.5,COL6A1,ITGA1,123,italk
HSPG2 to ITGB1,26,127.0,HSPG2,ITGB1,124,italk
TGM2 to ITGB1,24,127.0,TGM2,ITGB1,125,italk
LIF to IL6ST,20,130.0,LIF,IL6ST,126,italk
COL4A5 to ITGB1,26,130.5,COL4A5,ITGB1,127,italk
GNAI2 to EGFR,26,131.0,GNAI2,EGFR,128,italk
LAMA2 to ITGB1,26,131.0,LAMA2,ITGB1,129,italk
COL3A1 to ITGB1,20,131.5,COL3A1,ITGB1,130,italk
AFDN to NECTIN2,26,132.0,AFDN,NECTIN2,131,italk
COL6A1 to ITGB1,20,135.5,COL6A1,ITGB1,132,italk
C1QB to LRP1,26,135.5,C1QB,LRP1,133,italk
SERPINE1 to ITGAV,22,136.0,SERPINE1,ITGAV,134,italk
COL4A1 to CD47,25,137.0,COL4A1,CD47,135,italk
SORBS1 to ITGA1,26,138.0,SORBS1,ITGA1,136,italk
SEMA3B to NRP1,25,138.0,SEMA3B,NRP1,137,italk
TIMP2 to ITGB1,26,139.0,TIMP2,ITGB1,138,italk
COL5A2 to ITGB1,23,139.0,COL5A2,ITGB1,139,italk
HBEGF to EGFR,26,139.0,HBEGF,EGFR,140,italk
PROS1 to AXL,26,141.0,PROS1,AXL,141,italk
LAMA2 to ITGA1,26,141.0,LAMA2,ITGA1,142,italk
EDIL3 to ITGAV,25,142.0,EDIL3,ITGAV,143,italk
LAMA4 to ITGAV,24,142.5,LAMA4,ITGAV,144,italk
SORBS1 to ITGB5,26,144.0,SORBS1,ITGB5,145,italk
LAMA5 to ITGB1,26,144.5,LAMA5,ITGB1,146,italk
THBS1 to ITGB1,26,145.0,THBS1,ITGB1,147,italk
COL1A1 to ITGA1,24,147.0,COL1A1,ITGA1,148,italk
COL4A5 to ITGA1,26,147.0,COL4A5,ITGA1,149,italk
CALR to LRP1,26,148.0,CALR,LRP1,150,italk
FGF13 to EGFR,26,149.5,FGF13,EGFR,151,italk
TGFB1 to TGFBR2,26,149.5,TGFB1,TGFBR2,152,italk
PTGS2 to CAV1,26,151.0,PTGS2,CAV1,153,italk
COL4A4 to ITGB1,23,151.0,COL4A4,ITGB1,154,italk
TGFB1 to SDC2,26,151.0,TGFB1,SDC2,155,italk
GNAI2 to IGF1R,26,151.0,GNAI2,IGF1R,156,italk
C4BPA to LRP1,22,152.0,C4BPA,LRP1,157,italk
LAMA4 to ITGB1,24,153.0,LAMA4,ITGB1,158,italk
COL4A4 to ITGAV,23,154.0,COL4A4,ITGAV,159,italk
COL18A1 to ITGB1,24,154.5,COL18A1,ITGB1,160,italk
CALM3 to EGFR,26,155.5,CALM3,EGFR,161,italk
COL5A2 to ITGA1,23,156.0,COL5A2,ITGA1,162,italk
COL4A3 to ITGAV,25,160.0,COL4A3,ITGAV,163,italk
UBA52 to TGFBR1,26,163.0,UBA52,TGFBR1,164,italk
LAMB1 to ITGB1,21,164.0,LAMB1,ITGB1,165,italk
ANGPT1 to ITGB1,14,165.0,ANGPT1,ITGB1,166,italk
PSEN1 to NOTCH2,26,165.5,PSEN1,NOTCH2,167,italk
COL4A3 to ITGB1,25,166.0,COL4A3,ITGB1,168,italk
DCN to EGFR,24,168.0,DCN,EGFR,169,italk
TGFB1 to ITGAV,26,168.0,TGFB1,ITGAV,170,italk
GNAI2 to CAV1,26,168.5,GNAI2,CAV1,171,italk
FN1 to ITGA5,24,170.0,FN1,ITGA5,172,italk
VCAN to CD44,19,170.0,VCAN,CD44,173,italk
TGFB1 to CAV1,26,170.5,TGFB1,CAV1,174,italk
PLAU to MRC2,24,173.5,PLAU,MRC2,175,italk
SORBS1 to INSR,26,174.5,SORBS1,INSR,176,italk
LAMB1 to ITGAV,21,176.0,LAMB1,ITGAV,177,italk
JAG1 to NOTCH2,26,177.0,JAG1,NOTCH2,178,italk
SPP1 to CD44,19,177.0,SPP1,CD44,179,italk
LAMB1 to ITGA1,21,178.0,LAMB1,ITGA1,180,italk
CALR to ITGAV,26,179.5,CALR,ITGAV,181,italk
PLAU to ITGAV,24,180.0,PLAU,ITGAV,182,italk
SEMA3A to NRP1,26,183.0,SEMA3A,NRP1,183,italk
HBEGF to CD9,26,183.5,HBEGF,CD9,184,italk
MFGE8 to PDGFRB,26,183.5,MFGE8,PDGFRB,185,italk
SERPINE1 to PLAUR,22,185.0,SERPINE1,PLAUR,186,italk
PLAU to PLAUR,24,186.0,PLAU,PLAUR,187,italk
COL4A5 to CD47,26,187.5,COL4A5,CD47,188,italk
PLAU to ITGB1,24,188.5,PLAU,ITGB1,189,italk
AZGP1 to ITGAV,21,190.0,AZGP1,ITGAV,190,italk
SEMA3E to NRP1,26,190.5,SEMA3E,NRP1,191,italk
C4BPA to BMPR2,22,191.5,C4BPA,BMPR2,192,italk
ARF1 to INSR,26,192.0,ARF1,INSR,193,italk
COL4A4 to ITGA1,23,192.0,COL4A4,ITGA1,194,italk
EDIL3 to ITGB5,25,193.0,EDIL3,ITGB5,195,italk
CALM3 to MYLK,24,193.0,CALM3,MYLK,196,italk
THBS1 to CD47,26,198.5,THBS1,CD47,197,italk
COL4A4 to CD47,23,200.0,COL4A4,CD47,198,italk
FN1 to ITGA9,26,202.5,FN1,ITGA9,199,italk
FARP2 to PLXNA2,25,204.0,FARP2,PLXNA2,200,italk
COL5A1 to ITGB1,18,204.5,COL5A1,ITGB1,201,italk
CALM3 to ABCA1,26,208.5,CALM3,ABCA1,202,italk
EFNA5 to EPHA3,22,210.0,EFNA5,EPHA3,203,italk
CDH1 to ITGAE,26,211.0,CDH1,ITGAE,204,italk
ITGB3BP to ITGB5,26,212.0,ITGB3BP,ITGB5,205,italk
COL4A3 to ITGA1,25,213.0,COL4A3,ITGA1,206,italk
TGFB2 to ENG,26,215.5,TGFB2,ENG,207,italk
PDGFC to PDGFRB,26,216.0,PDGFC,PDGFRB,208,italk
SPP1 to ITGAV,19,217.0,SPP1,ITGAV,209,italk
TGFB1 to ENG,26,218.0,TGFB1,ENG,210,italk
SERPINE1 to ITGB5,22,218.5,SERPINE1,ITGB5,211,italk
COL4A3 to CD47,25,222.0,COL4A3,CD47,212,italk
FBLN1 to ITGB1,24,224.5,FBLN1,ITGB1,213,italk
DUSP18 to RPSA,24,224.5,DUSP18,RPSA,214,italk
ADAM17 to ITGA5,24,226.0,ADAM17,ITGA5,215,italk
CALM1 to FAS,24,226.0,CALM1,FAS,216,italk
GNAS to ADCY9,26,227.0,GNAS,ADCY9,217,italk
VCAN to EGFR,19,227.0,VCAN,EGFR,218,italk
PDAP1 to PDGFRB,26,229.0,PDAP1,PDGFRB,219,italk
TNFSF10 to TNFRSF10B,26,229.0,TNFSF10,TNFRSF10B,220,italk
PDGFA to PDGFRB,25,232.0,PDGFA,PDGFRB,221,italk
NTN1 to NEO1,25,235.0,NTN1,NEO1,222,italk
DLL1 to NOTCH2,25,236.0,DLL1,NOTCH2,223,italk
ADAM15 to ITGAV,26,236.5,ADAM15,ITGAV,224,italk
SPP1 to ITGB1,19,239.0,SPP1,ITGB1,225,italk
PLAU to ITGB5,24,239.5,PLAU,ITGB5,226,italk
AGRN to MUSK,25,240.0,AGRN,MUSK,227,italk
ADAM15 to ITGB1,26,240.5,ADAM15,ITGB1,228,italk
NRG1 to ERBB4,21,241.0,NRG1,ERBB4,229,italk
FBN1 to ITGAV,19,242.0,FBN1,ITGAV,230,italk
COL5A1 to ITGA1,18,243.0,COL5A1,ITGA1,231,italk
FBN1 to ITGB1,19,245.0,FBN1,ITGB1,232,italk
PLAU to IGF2R,24,245.5,PLAU,IGF2R,233,italk
VCAN to ITGB1,19,246.0,VCAN,ITGB1,234,italk
CGN to TGFBR1,26,246.0,CGN,TGFBR1,235,italk
COL14A1 to CD44,21,250.0,COL14A1,CD44,236,italk
CALM3 to INSR,26,250.5,CALM3,INSR,237,italk
TGFB2 to TGFBR1,26,251.0,TGFB2,TGFBR1,238,italk
BMP2 to BMPR2,26,251.5,BMP2,BMPR2,239,italk
OLFM2 to ROBO2,21,253.0,OLFM2,ROBO2,240,italk
VEGFA to ITGA9,25,253.0,VEGFA,ITGA9,241,italk
TNC to ITGA5,24,253.5,TNC,ITGA5,242,italk
TNC to ITGA9,26,254.0,TNC,ITGA9,243,italk
GNAI2 to EDNRA,23,254.0,GNAI2,EDNRA,244,italk
ADAM10 to EPHA3,22,254.0,ADAM10,EPHA3,245,italk
ADAM17 to ERBB4,21,255.0,ADAM17,ERBB4,246,italk
VEGFB to NRP1,25,255.0,VEGFB,NRP1,247,italk
GPC3 to IGF1R,26,257.5,GPC3,IGF1R,248,italk
LTBP3 to ITGB5,26,258.0,LTBP3,ITGB5,249,italk
TGFB1 to TGFBR1,26,258.0,TGFB1,TGFBR1,250,italk
APOE to LDLR,23,260.0,APOE,LDLR,251,italk
GPC3 to CD81,26,260.5,GPC3,CD81,252,italk
ICAM1 to CAV1,25,261.0,ICAM1,CAV1,253,italk
CD55 to ADGRE5,22,263.0,CD55,ADGRE5,254,italk
FN1 to NT5E,23,263.0,FN1,NT5E,255,italk
ICAM1 to EGFR,25,264.0,ICAM1,EGFR,256,italk
SEMA3A to PLXNA2,25,264.0,SEMA3A,PLXNA2,257,italk
COL1A1 to ITGA5,23,264.0,COL1A1,ITGA5,258,italk
TGFA to EGFR,24,264.5,TGFA,EGFR,259,italk
HRAS to CAV1,25,265.0,HRAS,CAV1,260,italk
CALM3 to PDE1A,23,265.0,CALM3,PDE1A,261,italk
EREG to EGFR,22,266.0,EREG,EGFR,262,italk
EDN1 to EDNRA,22,266.5,EDN1,EDNRA,263,italk
WNT5A to ROR1,15,267.0,WNT5A,ROR1,264,italk
HRAS to SDC2,25,267.0,HRAS,SDC2,265,italk
SEMA4B to DCBLD2,25,268.0,SEMA4B,DCBLD2,266,italk
DUSP18 to ITGB1,24,268.5,DUSP18,ITGB1,267,italk
SEMA3C to NRP2,21,271.0,SEMA3C,NRP2,268,italk
EFEMP2 to PLSCR4,24,273.5,EFEMP2,PLSCR4,269,italk
EFNA1 to EPHA3,22,274.5,EFNA1,EPHA3,270,italk
FN1 to ITGB8,24,275.0,FN1,ITGB8,271,italk
TGFB1 to ACVRL1,23,275.0,TGFB1,ACVRL1,272,italk
BMP2 to BMPR1A,26,276.5,BMP2,BMPR1A,273,italk
AFDN to NRXN3,23,277.0,AFDN,NRXN3,274,italk
ZP3 to EGFR,25,278.0,ZP3,EGFR,275,italk
COL4A1 to ITGB8,23,279.0,COL4A1,ITGB8,276,italk
ADAM12 to ITGA9,26,280.0,ADAM12,ITGA9,277,italk
DUSP18 to CD151,24,280.5,DUSP18,CD151,278,italk
WNT5A to ROR2,15,283.0,WNT5A,ROR2,279,italk
SCGB3A1 to MARCO,19,284.0,SCGB3A1,MARCO,280,italk
HBEGF to ERBB4,21,285.0,HBEGF,ERBB4,281,italk
COL18A1 to ITGA5,22,285.0,COL18A1,ITGA5,282,italk
RTN4 to LINGO1,18,285.5,RTN4,LINGO1,283,italk
BMP2 to ACVR2A,26,286.5,BMP2,ACVR2A,284,italk
AFDN to EPHB2,23,287.0,AFDN,EPHB2,285,italk
HBEGF to CD82,23,288.0,HBEGF,CD82,286,italk
LRP1B to PLAUR,26,288.5,LRP1B,PLAUR,287,italk
GNAI2 to ADCY9,26,290.0,GNAI2,ADCY9,288,italk
CP to SLC40A1,26,290.5,CP,SLC40A1,289,italk
LPL to CD44,24,291.0,LPL,CD44,290,italk
EFNB2 to EPHA3,22,291.0,EFNB2,EPHA3,291,italk
SPINK1 to EGFR,14,291.5,SPINK1,EGFR,292,italk
VEGFA to SIRPA,24,292.0,VEGFA,SIRPA,293,italk
TGFB1 to ITGB8,24,292.0,TGFB1,ITGB8,294,italk
SCGB3A2 to MARCO,19,293.0,SCGB3A2,MARCO,295,italk
ANGPT1 to ITGA5,14,293.5,ANGPT1,ITGA5,296,italk
PIP to NPTN,25,294.0,PIP,NPTN,297,italk
TGM2 to ITGA9,24,296.5,TGM2,ITGA9,298,italk
MMP2 to SDC2,17,297.0,MMP2,SDC2,299,italk
MMP7 to ERBB4,19,298.0,MMP7,ERBB4,300,italk
RPS19 to C5AR1,24,298.5,RPS19,C5AR1,301,italk
AFDN to NECTIN3,24,299.5,AFDN,NECTIN3,302,italk
PSEN1 to NCSTN,24,302.5,PSEN1,NCSTN,303,italk
BMP2 to ENG,26,304.0,BMP2,ENG,304,italk
LAMC1 to ITGA2,21,305.0,LAMC1,ITGA2,305,italk
LPL to LRP1,24,306.5,LPL,LRP1,306,italk
APOD to LEPR,23,307.0,APOD,LEPR,307,italk
PDGFD to PDGFRB,15,308.0,PDGFD,PDGFRB,308,italk
LAMC2 to ITGA2,21,310.0,LAMC2,ITGA2,309,italk
HRAS to INSR,25,310.0,HRAS,INSR,310,italk
GPI to AMFR,26,310.5,GPI,AMFR,311,italk
DUSP18 to ITGA1,24,312.5,DUSP18,ITGA1,312,italk
NRG4 to ERBB4,21,313.0,NRG4,ERBB4,313,italk
NRG3 to ERBB4,16,314.5,NRG3,ERBB4,314,italk
ADAM15 to ITGA9,26,314.5,ADAM15,ITGA9,315,italk
ADAM15 to ITGA5,24,315.5,ADAM15,ITGA5,316,italk
UBA52 to BMPR1B,16,315.5,UBA52,BMPR1B,317,italk
LRPAP1 to LDLR,23,316.0,LRPAP1,LDLR,318,italk
COL6A1 to ITGA2,17,316.0,COL6A1,ITGA2,319,italk
TNC to NT5E,23,316.0,TNC,NT5E,320,italk
INHBB to ACVR2A,25,317.0,INHBB,ACVR2A,321,italk
SERPINE2 to LRP1,15,319.0,SERPINE2,LRP1,322,italk
IL6 to IL6ST,21,319.0,IL6,IL6ST,323,italk
VEGFA to NRP2,20,320.0,VEGFA,NRP2,324,italk
PLAU to ITGA5,22,320.0,PLAU,ITGA5,325,italk
FARP2 to PLXNA4,22,322.5,FARP2,PLXNA4,326,italk
EFNB2 to EPHB2,23,323.0,EFNB2,EPHB2,327,italk
THBS1 to SDC4,23,323.0,THBS1,SDC4,328,italk
PLAT to LRP1,20,323.5,PLAT,LRP1,329,italk
TFPI to SDC4,23,324.0,TFPI,SDC4,330,italk
SPP1 to ITGA5,18,324.0,SPP1,ITGA5,331,italk
BMP2 to BMPR1B,16,325.0,BMP2,BMPR1B,332,italk
RIMS2 to ABCA1,21,325.0,RIMS2,ABCA1,333,italk
ASIP to ATRN,19,326.0,ASIP,ATRN,334,italk
NLGN1 to NRXN3,23,328.0,NLGN1,NRXN3,335,italk
SFTPD to LY96,23,330.0,SFTPD,LY96,336,italk
PTN to PTPRS,18,330.5,PTN,PTPRS,337,italk
SPP1 to ITGA9,19,331.0,SPP1,ITGA9,338,italk
LIN7C to ABCA1,21,331.0,LIN7C,ABCA1,339,italk
FBN1 to ITGA5,18,332.5,FBN1,ITGA5,340,italk
TNC to SDC4,23,333.0,TNC,SDC4,341,italk
HMGB1 to THBD,21,334.0,HMGB1,THBD,342,italk
ADAM12 to SDC4,23,336.0,ADAM12,SDC4,343,italk
SEMA3B to NRP2,20,336.5,SEMA3B,NRP2,344,italk
UBA52 to ACVR1,23,337.0,UBA52,ACVR1,345,italk
BMP7 to BMPR2,18,337.0,BMP7,BMPR2,346,italk
FGF18 to FGFR1,17,337.0,FGF18,FGFR1,347,italk
IL1RN to IL1R1,17,339.0,IL1RN,IL1R1,348,italk
COL7A1 to ITGB1,21,339.0,COL7A1,ITGB1,349,italk
JAG2 to NOTCH2,18,339.0,JAG2,NOTCH2,350,italk
GNAI2 to PTPRU,23,340.0,GNAI2,PTPRU,351,italk
SLPI to CD4,23,340.0,SLPI,CD4,352,italk
COL4A6 to ITGB1,22,341.0,COL4A6,ITGB1,353,italk
EFNA5 to EPHB2,23,342.0,EFNA5,EPHB2,354,italk
FGF2 to CD44,16,342.0,FGF2,CD44,355,italk
BGN to LY96,15,342.0,BGN,LY96,356,italk
SLIT2 to GPC1,20,342.5,SLIT2,GPC1,357,italk
NLGN1 to NRXN2,13,343.0,NLGN1,NRXN2,358,italk
FGF2 to FGFR1,16,343.0,FGF2,FGFR1,359,italk
FGF2 to NRP1,16,343.5,FGF2,NRP1,360,italk
HLA-DRB1 to CD4,23,345.0,HLA-DRB1,CD4,361,italk
FGF2 to SDC2,16,345.0,FGF2,SDC2,362,italk
GNAI2 to C5AR1,24,345.5,GNAI2,C5AR1,363,italk
APP to NCSTN,24,345.5,APP,NCSTN,364,italk
MELTF to TFRC,18,346.5,MELTF,TFRC,365,italk
TGM2 to SDC4,21,347.0,TGM2,SDC4,366,italk
COL4A6 to ITGAV,22,348.5,COL4A6,ITGAV,367,italk
TGFB2 to ACVR1,23,349.0,TGFB2,ACVR1,368,italk
APP to GPC1,20,350.0,APP,GPC1,369,italk
C4BPA to CD40,18,350.5,C4BPA,CD40,370,italk
IL15 to IL15RA,24,350.5,IL15,IL15RA,371,italk
GNAI2 to F2R,20,351.0,GNAI2,F2R,372,italk
GNAS to PTGIR,20,351.5,GNAS,PTGIR,373,italk
INHBB to ACVR1B,23,352.0,INHBB,ACVR1B,374,italk
WNT5A to RYK,15,352.0,WNT5A,RYK,375,italk
LIF to LIFR,18,353.0,LIF,LIFR,376,italk
FN1 to ITGA2,21,353.0,FN1,ITGA2,377,italk
SEMA6D to TYROBP,24,353.0,SEMA6D,TYROBP,378,italk
DCN to ERBB4,19,353.0,DCN,ERBB4,379,italk
ASIP to MGRN1,19,353.0,ASIP,MGRN1,380,italk
FN1 to C5AR1,24,353.5,FN1,C5AR1,381,italk
SEMA3F to NRP1,17,354.0,SEMA3F,NRP1,382,italk
NRG1 to GPC1,20,354.5,NRG1,GPC1,383,italk
LTF to TFRC,22,355.5,LTF,TFRC,384,italk
BMP7 to BMPR1A,18,355.5,BMP7,BMPR1A,385,italk
BMP7 to ACVR2A,18,356.0,BMP7,ACVR2A,386,italk
IL16 to CD4,23,357.0,IL16,CD4,387,italk
IL6 to F3,21,359.0,IL6,F3,388,italk
LAMA1 to ITGB1,25,359.0,LAMA1,ITGB1,389,italk
NUCB2 to ERAP1,24,359.0,NUCB2,ERAP1,390,italk
COL4A5 to ITGA2,21,359.0,COL4A5,ITGA2,391,italk
SEMA6A to PLXNA2,23,359.0,SEMA6A,PLXNA2,392,italk
EDN2 to EDNRA,13,362.0,EDN2,EDNRA,393,italk
IL18 to IL1RAPL1,22,362.0,IL18,IL1RAPL1,394,italk
HRAS to AGTR1,17,363.0,HRAS,AGTR1,395,italk
ADM to RAMP2,15,364.0,ADM,RAMP2,396,italk
OMG to LINGO1,18,364.5,OMG,LINGO1,397,italk
GNAI2 to S1PR3,14,365.5,GNAI2,S1PR3,398,italk
MMP1 to CD44,14,366.0,MMP1,CD44,399,italk
LAMA5 to ITGA2,21,366.0,LAMA5,ITGA2,400,italk
LAMA1 to ITGA1,25,368.0,LAMA1,ITGA1,401,italk
COL6A2 to ITGA2,18,368.0,COL6A2,ITGA2,402,italk
