assembly	gene	gene_group	chrom	strand	tss	gsm	state	replicate	mark	offset_bp	start	end	mean_CPM	covered_fraction
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	50.0	36497107	36497207	0.0	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	150.0	36497207	36497307	0.0	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	250.0	36497307	36497407	0.0	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	350.0	36497407	36497507	0.0	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	450.0	36497507	36497607	0.0	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	550.0	36497607	36497707	0.0	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	650.0	36497707	36497807	0.0	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	750.0	36497807	36497907	0.04315464399755001	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	850.0	36497907	36498007	0.03785495087504387	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	950.0	36498007	36498107	0.051482733190059665	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	1050.0	36498107	36498207	0.0	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	1150.0	36498207	36498307	0.0	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	1250.0	36498307	36498407	0.0	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	1350.0	36498407	36498507	0.0	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	1450.0	36498507	36498607	0.0	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	1550.0	36498607	36498707	0.0	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	1650.0	36498707	36498807	0.0	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	1750.0	36498807	36498907	0.0	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	1850.0	36498907	36499007	0.0	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	1950.0	36499007	36499107	0.11886469103395939	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	2050.0	36499107	36499207	0.2188013868033886	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	2150.0	36499207	36499307	0.26498450338840485	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	2250.0	36499307	36499407	0.15444810286164284	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	2350.0	36499407	36499507	0.06208211943507194	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	2450.0	36499507	36499607	0.018927475437521935	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	2550.0	36499607	36499707	0.11356494948267937	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	2650.0	36499707	36499807	0.056782426312565804	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	2750.0	36499807	36499907	0.07570990175008774	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	2850.0	36499907	36500007	0.23242918655276298	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	2950.0	36500007	36500107	0.04618307493627071	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	3050.0	36500107	36500207	0.0	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	3150.0	36500207	36500307	0.04845435068011284	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	3250.0	36500307	36500407	0.24075729705393314	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	3350.0	36500407	36500507	0.03255525775253773	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	3450.0	36500507	36500607	0.03482657514512539	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	3550.0	36500607	36500707	0.15444837294518948	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	3650.0	36500707	36500807	0.04845435068011284	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	3750.0	36500807	36500907	0.14612029053270817	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	3850.0	36500907	36501007	0.013627782315015793	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	3950.0	36501007	36501107	0.04012620620429516	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	4050.0	36501107	36501207	0.36794967859983446	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	4150.0	36501207	36501307	0.08933771893382073	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	4250.0	36501307	36501407	0.18397527918219567	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	4350.0	36501407	36501507	0.0	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	4450.0	36501507	36501607	0.0	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	4550.0	36501607	36501707	0.1052368738502264	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	4650.0	36501707	36501807	0.08933771893382073	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	4750.0	36501807	36501907	0.013627782315015793	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	4850.0	36501907	36502007	0.0	1.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	4950.0	36502007	36502107	0.0	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-4950.0	22426327	22426427	0.014025210067629815	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-4850.0	22426427	22426527	0.12260744236409664	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-4750.0	22426527	22426627	0.05745810218155384	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-4650.0	22426627	22426727	0.0321222461014986	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-4550.0	22426727	22426827	0.0	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-4450.0	22426827	22426927	0.03483680211007595	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-4350.0	22426927	22427027	0.02262130007147789	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-4250.0	22427027	22427127	0.03302709810435772	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-4150.0	22427127	22427227	0.01221550203859806	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-4050.0	22427227	22427327	0.02262130007147789	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-3950.0	22427327	22427427	0.03302709810435772	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-3850.0	22427427	22427527	0.01221550203859806	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-3750.0	22427527	22427627	0.03302709810435772	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-3650.0	22427627	22427727	0.0	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-3550.0	22427727	22427827	0.01221550203859806	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-3450.0	22427827	22427927	0.15065780617296695	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-3350.0	22427927	22428027	0.12079779095947743	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-3250.0	22428027	22428127	0.05745810218155384	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-3150.0	22428127	22428227	0.08958039857447148	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-3050.0	22428227	22428327	0.10270080290734768	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-2950.0	22428327	22428427	0.05474354617297649	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-2850.0	22428427	22428527	0.08279384963214398	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-2750.0	22428527	22428627	0.1791605518758297	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-2650.0	22428627	22428727	0.04524260014295578	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-2550.0	22428727	22428827	0.06605419620871544	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-2450.0	22428827	22428927	0.06786390021443367	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-2350.0	22428927	22429027	0.0	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-2250.0	22429027	22429127	0.03574165411293507	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-2150.0	22429127	22429227	0.10179590061306953	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-2050.0	22429227	22429327	0.09048525057733059	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-1950.0	22429327	22429427	0.09139010660350323	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-1850.0	22429427	22429527	0.053838740438222885	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-1750.0	22429527	22429627	0.0009048520028591155	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-1650.0	22429627	22429727	0.09319974638521672	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-1550.0	22429727	22429827	0.1452287023514509	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-1450.0	22429827	22429927	0.11401125580072403	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-1350.0	22429927	22430027	0.09998624287545681	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-1250.0	22430027	22430127	0.06786390021443367	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-1150.0	22430127	22430227	0.05745810218155384	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-1050.0	22430227	22430327	0.10179590061306953	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-950.0	22430327	22430427	0.06695904821157456	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-850.0	22430427	22430527	0.08007940225303173	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-750.0	22430527	22430627	0.13844235628843307	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-650.0	22430627	22430727	0.37144180163741114	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-550.0	22430727	22430827	0.1949955603480339	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-450.0	22430827	22430927	0.29769639372825624	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-350.0	22430927	22431027	0.35470193326473237	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-250.0	22431027	22431127	0.06786390021443367	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-150.0	22431127	22431227	0.07917455025017262	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	-50.0	22431227	22431327	0.05474354617297649	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	50.0	22431327	22431427	0.0	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	150.0	22431427	22431527	0.03483680211007595	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	250.0	22431527	22431627	0.01040579803287983	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	350.0	22431627	22431727	0.0	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	450.0	22431727	22431827	0.0	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	550.0	22431827	22431927	0.0	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	650.0	22431927	22432027	0.0	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	750.0	22432027	22432127	0.0	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	850.0	22432127	22432227	0.0	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	950.0	22432227	22432327	0.023526152074337007	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	1050.0	22432327	22432427	0.04433774814009667	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	1150.0	22432427	22432527	0.02443100407719612	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	1250.0	22432527	22432627	0.043432896137237546	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	1350.0	22432627	22432727	0.0	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	1450.0	22432727	22432827	0.03483680211007595	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	1550.0	22432827	22432927	0.011310650035738945	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	1650.0	22432927	22433027	0.04524260014295578	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	1750.0	22433027	22433127	0.10179595090448856	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	1850.0	22433127	22433227	0.056553250178694725	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	1950.0	22433227	22433327	0.04614745214581489	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	2050.0	22433327	22433427	0.06605419620871544	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	2150.0	22433427	22433527	0.0	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	2250.0	22433527	22433627	0.047052304148674014	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	2350.0	22433627	22433727	0.02262130007147789	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	2450.0	22433727	22433827	0.18277999222278596	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	2550.0	22433827	22433927	0.09998605377972127	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	2650.0	22433927	22434027	0.03302709810435772	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	2750.0	22434027	22434127	0.08007940225303173	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	2850.0	22434127	22434227	0.06605419620871544	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	2950.0	22434227	22434327	0.036646560430526734	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	3050.0	22434327	22434427	0.09998624287545681	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	3150.0	22434427	22434527	0.056553250178694725	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	3250.0	22434527	22434627	0.02262130007147789	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	3350.0	22434627	22434727	0.06695904821157456	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	3450.0	22434727	22434827	0.036646510139107705	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	3550.0	22434827	22434927	0.09998629316687584	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	3650.0	22434927	22435027	0.033931950107216835	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	3750.0	22435027	22435127	0.056553250178694725	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	3850.0	22435127	22435227	0.05745810218155384	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	3950.0	22435227	22435327	0.11491629689931869	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	4050.0	22435327	22435427	0.1443236007541418	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	4150.0	22435427	22435527	0.02262130007147789	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	4250.0	22435527	22435627	0.033931950107216835	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	4350.0	22435627	22435727	0.06876875221729278	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	4450.0	22435727	22435827	0.05474354617297649	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	4550.0	22435827	22435927	0.0	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	4650.0	22435927	22436027	0.01221550203859806	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	4750.0	22436027	22436127	0.03483680211007595	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	4850.0	22436127	22436227	0.0782696982473135	1.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	4950.0	22436227	22436327	0.05564839817583561	1.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	4950.0	32032443	32032543	0.011310650035738945	1.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	4850.0	32032543	32032643	0.025788282081484794	1.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	4750.0	32032643	32032743	0.0	1.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	4650.0	32032743	32032843	0.019454318061470986	1.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	4550.0	32032843	32032943	0.014477632045745849	1.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	4450.0	32032943	32033043	0.0	1.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	4350.0	32033043	32033143	0.008143668025732041	1.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	4250.0	32033143	32033243	0.03709893211722374	1.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	4150.0	32033243	32033343	0.0	1.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	4050.0	32033343	32033443	0.008143668025732041	1.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	3950.0	32033443	32033543	0.025788282081484794	1.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	3850.0	32033543	32033643	0.06967364042997361	1.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	3750.0	32033643	32033743	0.05157657824456692	1.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	3650.0	32033743	32033843	0.025788282081484794	1.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	3550.0	32033843	32033943	0.0	1.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	3450.0	32033943	32034043	0.0	1.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	3350.0	32034043	32034143	0.05338626816868782	1.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	3250.0	32034143	32034243	0.025788282081484794	1.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	3150.0	32034243	32034343	0.008143668025732041	1.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	3050.0	32034343	32034443	0.056553250178694725	1.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	2950.0	32034443	32034543	0.025788282081484794	1.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	2850.0	32034543	32034643	0.019454318061470986	1.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	2750.0	32034643	32034743	0.014477632045745849	1.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	2650.0	32034743	32034843	0.03076496809720993	1.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	2550.0	32034843	32034943	0.033931950107216835	1.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	2450.0	32034943	32035043	0.0954619225114584	1.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	2350.0	32035043	32035143	0.09365224666893482	1.0
