assembly	gene	gene_group	chrom	strand	tss	gsm	state	replicate	mark	window	start	end	mean_CPM	covered_fraction	H3_mean_CPM	H3_covered_fraction	ratio_eligible	log2_mark_over_H3
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796441	iAT1	CUT2	H3K27ac	promoter	36496107	36498107	0.30760278846137223	1.0	0.016476942233741285	1.0	True	4.2225481422981925
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796441	iAT1	CUT2	H3K27ac	broad_promoter	36492107	36502107	0.42365810832288114	1.0	0.03064904937669635	1.0	True	3.788986248321118
T2T-CHM13v2.0	SFN	transition_stress	chr1	+	26701223	GSM8796441	iAT1	CUT2	H3K27ac	promoter	26700223	26702223	0.21751751722581686	1.0	0.05061235204339028	1.0	True	2.10357016390738
T2T-CHM13v2.0	SFN	transition_stress	chr1	+	26701223	GSM8796441	iAT1	CUT2	H3K27ac	broad_promoter	26696223	26706223	0.29066619527563453	1.0	0.05867277694866061	1.0	True	2.308600113915483
T2T-CHM13v2.0	ITGB6	transition_stress	chr2	-	160657753	GSM8796441	iAT1	CUT2	H3K27ac	promoter	160656753	160658753	0.3225207679187879	1.0	0.010876723408699036	1.0	True	4.890076144130802
T2T-CHM13v2.0	ITGB6	transition_stress	chr2	-	160657753	GSM8796441	iAT1	CUT2	H3K27ac	broad_promoter	160652753	160662753	0.13645244696643202	1.0	0.011491775177419186	1.0	True	3.56972468752001
T2T-CHM13v2.0	KRT17	transition_stress	chr17	-	42480027	GSM8796441	iAT1	CUT2	H3K27ac	promoter	42479027	42481027	0.09455477776750922	1.0	0.03557594780623913	1.0	True	1.4102481648800207
T2T-CHM13v2.0	KRT17	transition_stress	chr17	-	42480027	GSM8796441	iAT1	CUT2	H3K27ac	broad_promoter	42475027	42485027	0.032366134754382075	1.0	0.035932032223790884	1.0	True	-0.15078544724142462
T2T-CHM13v2.0	TP63	transition_stress	chr3	+	192413469	GSM8796441	iAT1	CUT2	H3K27ac	promoter	192412469	192414469	0.004965055449865759	1.0	0.05129216859489679	1.0	True	-3.3688568336712166
T2T-CHM13v2.0	TP63	transition_stress	chr3	+	192413469	GSM8796441	iAT1	CUT2	H3K27ac	broad_promoter	192408469	192418469	0.002015973790548742	1.0	0.017318592574447393	1.0	True	-3.102772903951724
T2T-CHM13v2.0	COL1A1	transition_stress	chr17	-	51068679	GSM8796441	iAT1	CUT2	H3K27ac	promoter	51067679	51069679	0.2816141210179776	1.0	0.07830590802431106	1.0	True	1.8465266118632095
T2T-CHM13v2.0	COL1A1	transition_stress	chr17	-	51068679	GSM8796441	iAT1	CUT2	H3K27ac	broad_promoter	51063679	51073679	0.2329311521537602	1.0	0.06065713441967964	1.0	True	1.941154349618951
T2T-CHM13v2.0	ATF3	regulators	chr1	+	211810344	GSM8796441	iAT1	CUT2	H3K27ac	promoter	211809344	211811344	0.03708235843107104	1.0	0.028130568124353886	1.0	True	0.3985943124314327
T2T-CHM13v2.0	ATF3	regulators	chr1	+	211810344	GSM8796441	iAT1	CUT2	H3K27ac	broad_promoter	211805344	211815344	0.06749010769743473	1.0	0.02955813691690564	1.0	True	1.191120718280371
T2T-CHM13v2.0	HNF1B	regulators	chr17	-	38732031	GSM8796441	iAT1	CUT2	H3K27ac	promoter	38731031	38733031	1.9113713943362236	1.0	0.04420286066457629	1.0	True	5.434324583059254
T2T-CHM13v2.0	HNF1B	regulators	chr17	-	38732031	GSM8796441	iAT1	CUT2	H3K27ac	broad_promoter	38727031	38737031	0.7617401104014366	1.0	0.019260859526693822	1.0	True	5.305554873853909
T2T-CHM13v2.0	TP53	regulators	chr17	-	7591593	GSM8796441	iAT1	CUT2	H3K27ac	promoter	7590593	7592593	2.1095241784751417	1.0	0.07625033818930388	1.0	True	4.79003007669787
T2T-CHM13v2.0	TP53	regulators	chr17	-	7591593	GSM8796441	iAT1	CUT2	H3K27ac	broad_promoter	7586593	7596593	0.7212731410916895	1.0	0.029156736711412667	1.0	True	4.628644537369036
T2T-CHM13v2.0	CEBPA	regulators	chr19	-	35822305	GSM8796441	iAT1	CUT2	H3K27ac	promoter	35821305	35823305	0.6083626314252615	1.0	0.1190450614131987	1.0	True	2.3534237668615083
T2T-CHM13v2.0	CEBPA	regulators	chr19	-	35822305	GSM8796441	iAT1	CUT2	H3K27ac	broad_promoter	35817305	35827305	0.1635010517947376	1.0	0.05658485125005245	1.0	True	1.5308121412655158
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796443	iAT2	CUT1	H3	promoter	22430327	22432327	0.07578563772886991	1.0	0.07578563772886991	1.0	True	0.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796443	iAT2	CUT1	H3	broad_promoter	22426327	22436327	0.05791810343042016	1.0	0.05791810343042016	1.0	True	0.0
T2T-CHM13v2.0	ABCA3	AT2	chr16	-	2363112	GSM8796443	iAT2	CUT1	H3	promoter	2362112	2364112	0.2995463035516441	1.0	0.2995463035516441	1.0	True	0.0
T2T-CHM13v2.0	ABCA3	AT2	chr16	-	2363112	GSM8796443	iAT2	CUT1	H3	broad_promoter	2358112	2368112	0.07684557165950537	1.0	0.07684557165950537	1.0	True	0.0
T2T-CHM13v2.0	NKX2-1	AT2	chr14	-	30709515	GSM8796443	iAT2	CUT1	H3	promoter	30708515	30710515	0.08138816161081194	1.0	0.08138816161081194	1.0	True	0.0
T2T-CHM13v2.0	NKX2-1	AT2	chr14	-	30709515	GSM8796443	iAT2	CUT1	H3	broad_promoter	30704515	30714515	0.03611363549157977	1.0	0.03611363549157977	1.0	True	0.0
T2T-CHM13v2.0	ETV5	AT2	chr3	-	188924867	GSM8796443	iAT2	CUT1	H3	promoter	188923867	188925867	0.15520529514178633	1.0	0.15520529514178633	1.0	True	0.0
T2T-CHM13v2.0	ETV5	AT2	chr3	-	188924867	GSM8796443	iAT2	CUT1	H3	broad_promoter	188919867	188929867	0.058925023498386145	1.0	0.058925023498386145	1.0	True	0.0
T2T-CHM13v2.0	SFTPB	AT2	chr2	-	85670796	GSM8796443	iAT2	CUT1	H3	promoter	85669796	85671796	0.12492131972685457	1.0	0.12492131972685457	1.0	True	0.0
T2T-CHM13v2.0	SFTPB	AT2	chr2	-	85670796	GSM8796443	iAT2	CUT1	H3	broad_promoter	85665796	85675796	0.0494612912401557	1.0	0.0494612912401557	1.0	True	0.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796443	iAT2	CUT1	H3	promoter	32036443	32038443	0.01514198761433363	1.0	0.01514198761433363	1.0	True	0.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796443	iAT2	CUT1	H3	broad_promoter	32032443	32042443	0.026445479745417833	1.0	0.026445479745417833	1.0	True	0.0
T2T-CHM13v2.0	PDPN	AT1	chr1	+	13025716	GSM8796443	iAT2	CUT1	H3	promoter	13024716	13026716	0.05867518242448568	1.0	0.05867518242448568	1.0	True	0.0
T2T-CHM13v2.0	PDPN	AT1	chr1	+	13025716	GSM8796443	iAT2	CUT1	H3	broad_promoter	13020716	13030716	0.032176718674600126	1.0	0.032176718674600126	1.0	True	0.0
T2T-CHM13v2.0	HOPX	AT1	chr4	-	60169528	GSM8796443	iAT2	CUT1	H3	promoter	60168528	60170528	0.058675207756459714	1.0	0.058675207756459714	1.0	True	0.0
T2T-CHM13v2.0	HOPX	AT1	chr4	-	60169528	GSM8796443	iAT2	CUT1	H3	broad_promoter	60164528	60174528	0.029526871498674154	1.0	0.029526871498674154	1.0	True	0.0
T2T-CHM13v2.0	CAV1	AT1	chr7	+	117840040	GSM8796443	iAT2	CUT1	H3	promoter	117839040	117841040	0.1097793716005981	1.0	0.1097793716005981	1.0	True	0.0
T2T-CHM13v2.0	CAV1	AT1	chr7	+	117840040	GSM8796443	iAT2	CUT1	H3	broad_promoter	117835040	117845040	0.051861285623162987	1.0	0.051861285623162987	1.0	True	0.0
T2T-CHM13v2.0	AQP5	AT1	chr12	+	49924862	GSM8796443	iAT2	CUT1	H3	promoter	49923862	49925862	0.105993911344558	1.0	0.105993911344558	1.0	True	0.0
T2T-CHM13v2.0	AQP5	AT1	chr12	+	49924862	GSM8796443	iAT2	CUT1	H3	broad_promoter	49919862	49929862	0.07599005390480161	1.0	0.07599005390480161	1.0	True	0.0
T2T-CHM13v2.0	KRT8	transition_stress	chr12	-	52914418	GSM8796443	iAT2	CUT1	H3	promoter	52913418	52915418	0.08097177375480533	1.0	0.08097177375480533	1.0	True	0.0
T2T-CHM13v2.0	KRT8	transition_stress	chr12	-	52914418	GSM8796443	iAT2	CUT1	H3	broad_promoter	52909418	52919418	0.05834962470605969	1.0	0.05834962470605969	1.0	True	0.0
T2T-CHM13v2.0	CLDN4	transition_stress	chr7	+	75031890	GSM8796443	iAT2	CUT1	H3	promoter	75030890	75032890	0.050157778337597846	1.0	0.050157778337597846	1.0	True	0.0
T2T-CHM13v2.0	CLDN4	transition_stress	chr7	+	75031890	GSM8796443	iAT2	CUT1	H3	broad_promoter	75026890	75036890	0.06548906903713941	1.0	0.06548906903713941	1.0	True	0.0
T2T-CHM13v2.0	KRT19	transition_stress	chr17	-	42383868	GSM8796443	iAT2	CUT1	H3	promoter	42382868	42384868	0.07018309774249792	1.0	0.07018309774249792	1.0	True	0.0
T2T-CHM13v2.0	KRT19	transition_stress	chr17	-	42383868	GSM8796443	iAT2	CUT1	H3	broad_promoter	42378868	42388868	0.03406947376206517	1.0	0.03406947376206517	1.0	True	0.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	promoter	36496107	36498107	0.014876995693892241	1.0	0.014876995693892241	1.0	True	0.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796443	iAT2	CUT1	H3	broad_promoter	36492107	36502107	0.040262523813545704	1.0	0.040262523813545704	1.0	True	0.0
T2T-CHM13v2.0	SFN	transition_stress	chr1	+	26701223	GSM8796443	iAT2	CUT1	H3	promoter	26700223	26702223	0.056782462447881696	1.0	0.056782462447881696	1.0	True	0.0
T2T-CHM13v2.0	SFN	transition_stress	chr1	+	26701223	GSM8796443	iAT2	CUT1	H3	broad_promoter	26696223	26706223	0.060348368922621014	1.0	0.060348368922621014	1.0	True	0.0
T2T-CHM13v2.0	ITGB6	transition_stress	chr2	-	160657753	GSM8796443	iAT2	CUT1	H3	promoter	160656753	160658753	0.018813910584896804	1.0	0.018813910584896804	1.0	True	0.0
T2T-CHM13v2.0	ITGB6	transition_stress	chr2	-	160657753	GSM8796443	iAT2	CUT1	H3	broad_promoter	160652753	160662753	0.01987385453656316	1.0	0.01987385453656316	1.0	True	0.0
T2T-CHM13v2.0	KRT17	transition_stress	chr17	-	42480027	GSM8796443	iAT2	CUT1	H3	promoter	42479027	42481027	0.06348280598595739	1.0	0.06348280598595739	1.0	True	0.0
T2T-CHM13v2.0	KRT17	transition_stress	chr17	-	42480027	GSM8796443	iAT2	CUT1	H3	broad_promoter	42475027	42485027	0.06342223578840495	1.0	0.06342223578840495	1.0	True	0.0
T2T-CHM13v2.0	TP63	transition_stress	chr3	+	192413469	GSM8796443	iAT2	CUT1	H3	promoter	192412469	192414469	0.028391234949231146	1.0	0.028391234949231146	1.0	True	0.0
T2T-CHM13v2.0	TP63	transition_stress	chr3	+	192413469	GSM8796443	iAT2	CUT1	H3	broad_promoter	192408469	192418469	0.014952715039253234	1.0	0.014952715039253234	1.0	True	0.0
T2T-CHM13v2.0	COL1A1	transition_stress	chr17	-	51068679	GSM8796443	iAT2	CUT1	H3	promoter	51067679	51069679	0.11988661115244031	1.0	0.11988661115244031	1.0	True	0.0
T2T-CHM13v2.0	COL1A1	transition_stress	chr17	-	51068679	GSM8796443	iAT2	CUT1	H3	broad_promoter	51063679	51073679	0.09738564659804105	1.0	0.09738564659804105	1.0	True	0.0
T2T-CHM13v2.0	ATF3	regulators	chr1	+	211810344	GSM8796443	iAT2	CUT1	H3	promoter	211809344	211811344	0.030283982492983343	1.0	0.030283982492983343	1.0	True	0.0
T2T-CHM13v2.0	ATF3	regulators	chr1	+	211810344	GSM8796443	iAT2	CUT1	H3	broad_promoter	211805344	211815344	0.01476343858987093	1.0	0.01476343858987093	1.0	True	0.0
T2T-CHM13v2.0	HNF1B	regulators	chr17	-	38732031	GSM8796443	iAT2	CUT1	H3	promoter	38731031	38733031	0.027671983618289233	1.0	0.027671983618289233	1.0	True	0.0
T2T-CHM13v2.0	HNF1B	regulators	chr17	-	38732031	GSM8796443	iAT2	CUT1	H3	broad_promoter	38727031	38737031	0.01457416383549571	1.0	0.01457416383549571	1.0	True	0.0
T2T-CHM13v2.0	TP53	regulators	chr17	-	7591593	GSM8796443	iAT2	CUT1	H3	promoter	7590593	7592593	0.10977933052927255	1.0	0.10977933052927255	1.0	True	0.0
T2T-CHM13v2.0	TP53	regulators	chr17	-	7591593	GSM8796443	iAT2	CUT1	H3	broad_promoter	7586593	7596593	0.05115718471035361	1.0	0.05115718471035361	1.0	True	0.0
T2T-CHM13v2.0	CEBPA	regulators	chr19	-	35822305	GSM8796443	iAT2	CUT1	H3	promoter	35821305	35823305	0.1994955961406231	1.0	0.1994955961406231	1.0	True	0.0
T2T-CHM13v2.0	CEBPA	regulators	chr19	-	35822305	GSM8796443	iAT2	CUT1	H3	broad_promoter	35817305	35827305	0.08248594706505537	1.0	0.08248594706505537	1.0	True	0.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	promoter	22430327	22432327	0.08874336222931743	1.0	0.08874336222931743	1.0	True	0.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796442	iATCs	CUT1	H3	broad_promoter	22426327	22436327	0.0648100259900093	1.0	0.0648100259900093	1.0	True	0.0
T2T-CHM13v2.0	ABCA3	AT2	chr16	-	2363112	GSM8796442	iATCs	CUT1	H3	promoter	2362112	2364112	0.5089793059974909	1.0	0.5089793059974909	1.0	True	0.0
T2T-CHM13v2.0	ABCA3	AT2	chr16	-	2363112	GSM8796442	iATCs	CUT1	H3	broad_promoter	2358112	2368112	0.13873192241340876	1.0	0.13873192241340876	1.0	True	0.0
T2T-CHM13v2.0	NKX2-1	AT2	chr14	-	30709515	GSM8796442	iATCs	CUT1	H3	promoter	30708515	30710515	0.0740847397595644	1.0	0.0740847397595644	1.0	True	0.0
T2T-CHM13v2.0	NKX2-1	AT2	chr14	-	30709515	GSM8796442	iATCs	CUT1	H3	broad_promoter	30704515	30714515	0.04945015960931778	1.0	0.04945015960931778	1.0	True	0.0
T2T-CHM13v2.0	ETV5	AT2	chr3	-	188924867	GSM8796442	iATCs	CUT1	H3	promoter	188923867	188925867	0.302559847664088	1.0	0.302559847664088	1.0	True	0.0
T2T-CHM13v2.0	ETV5	AT2	chr3	-	188924867	GSM8796442	iATCs	CUT1	H3	broad_promoter	188919867	188929867	0.09926678128093482	1.0	0.09926678128093482	1.0	True	0.0
T2T-CHM13v2.0	SFTPB	AT2	chr2	-	85670796	GSM8796442	iATCs	CUT1	H3	promoter	85669796	85671796	0.06408615607768298	1.0	0.06408615607768298	1.0	True	0.0
T2T-CHM13v2.0	SFTPB	AT2	chr2	-	85670796	GSM8796442	iATCs	CUT1	H3	broad_promoter	85665796	85675796	0.07091778017580509	1.0	0.07091778017580509	1.0	True	0.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	promoter	32036443	32038443	0.033275933511555195	1.0	0.033275933511555195	1.0	True	0.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796442	iATCs	CUT1	H3	broad_promoter	32032443	32042443	0.03562855370342732	1.0	0.03562855370342732	1.0	True	0.0
T2T-CHM13v2.0	PDPN	AT1	chr1	+	13025716	GSM8796442	iATCs	CUT1	H3	promoter	13024716	13026716	0.08292969351261854	1.0	0.08292969351261854	1.0	True	0.0
T2T-CHM13v2.0	PDPN	AT1	chr1	+	13025716	GSM8796442	iATCs	CUT1	H3	broad_promoter	13020716	13030716	0.04090384028404951	1.0	0.04090384028404951	1.0	True	0.0
T2T-CHM13v2.0	HOPX	AT1	chr4	-	60169528	GSM8796442	iATCs	CUT1	H3	promoter	60168528	60170528	0.059878608763217926	1.0	0.059878608763217926	1.0	True	0.0
T2T-CHM13v2.0	HOPX	AT1	chr4	-	60169528	GSM8796442	iATCs	CUT1	H3	broad_promoter	60164528	60174528	0.033579064792394635	1.0	0.033579064792394635	1.0	True	0.0
T2T-CHM13v2.0	CAV1	AT1	chr7	+	117840040	GSM8796442	iATCs	CUT1	H3	promoter	117839040	117841040	0.08121047470718622	1.0	0.08121047470718622	1.0	True	0.0
T2T-CHM13v2.0	CAV1	AT1	chr7	+	117840040	GSM8796442	iATCs	CUT1	H3	broad_promoter	117835040	117845040	0.05101103471592069	1.0	0.05101103471592069	1.0	True	0.0
T2T-CHM13v2.0	AQP5	AT1	chr12	+	49924862	GSM8796442	iATCs	CUT1	H3	promoter	49923862	49925862	0.1224265122115612	1.0	0.1224265122115612	1.0	True	0.0
T2T-CHM13v2.0	AQP5	AT1	chr12	+	49924862	GSM8796442	iATCs	CUT1	H3	broad_promoter	49919862	49929862	0.09257994371801614	1.0	0.09257994371801614	1.0	True	0.0
T2T-CHM13v2.0	KRT8	transition_stress	chr12	-	52914418	GSM8796442	iATCs	CUT1	H3	promoter	52913418	52915418	0.0717321455590427	1.0	0.0717321455590427	1.0	True	0.0
T2T-CHM13v2.0	KRT8	transition_stress	chr12	-	52914418	GSM8796442	iATCs	CUT1	H3	broad_promoter	52909418	52919418	0.059254228994995356	1.0	0.059254228994995356	1.0	True	0.0
T2T-CHM13v2.0	CLDN4	transition_stress	chr7	+	75031890	GSM8796442	iATCs	CUT1	H3	promoter	75030890	75032890	0.12385162562131882	1.0	0.12385162562131882	1.0	True	0.0
T2T-CHM13v2.0	CLDN4	transition_stress	chr7	+	75031890	GSM8796442	iATCs	CUT1	H3	broad_promoter	75026890	75036890	0.08709200875833631	1.0	0.08709200875833631	1.0	True	0.0
T2T-CHM13v2.0	KRT19	transition_stress	chr17	-	42383868	GSM8796442	iATCs	CUT1	H3	promoter	42382868	42384868	0.1191689766459167	1.0	0.1191689766459167	1.0	True	0.0
T2T-CHM13v2.0	KRT19	transition_stress	chr17	-	42383868	GSM8796442	iATCs	CUT1	H3	broad_promoter	42378868	42388868	0.04996140192225575	1.0	0.04996140192225575	1.0	True	0.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796442	iATCs	CUT1	H3	promoter	36496107	36498107	0.014703845046460629	1.0	0.014703845046460629	1.0	True	0.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796442	iATCs	CUT1	H3	broad_promoter	36492107	36502107	0.0751027019135654	1.0	0.0751027019135654	1.0	True	0.0
T2T-CHM13v2.0	SFN	transition_stress	chr1	+	26701223	GSM8796442	iATCs	CUT1	H3	promoter	26700223	26702223	0.10910252790153027	1.0	0.10910252790153027	1.0	True	0.0
T2T-CHM13v2.0	SFN	transition_stress	chr1	+	26701223	GSM8796442	iATCs	CUT1	H3	broad_promoter	26696223	26706223	0.1043791969411075	1.0	0.1043791969411075	1.0	True	0.0
T2T-CHM13v2.0	ITGB6	transition_stress	chr2	-	160657753	GSM8796442	iATCs	CUT1	H3	promoter	160656753	160658753	0.02198788606747985	1.0	0.02198788606747985	1.0	True	0.0
T2T-CHM13v2.0	ITGB6	transition_stress	chr2	-	160657753	GSM8796442	iATCs	CUT1	H3	broad_promoter	160652753	160662753	0.019440742263942958	1.0	0.019440742263942958	1.0	True	0.0
T2T-CHM13v2.0	KRT17	transition_stress	chr17	-	42480027	GSM8796442	iATCs	CUT1	H3	promoter	42479027	42481027	0.12125016856193542	1.0	0.12125016856193542	1.0	True	0.0
T2T-CHM13v2.0	KRT17	transition_stress	chr17	-	42480027	GSM8796442	iATCs	CUT1	H3	broad_promoter	42475027	42485027	0.08007940882816911	1.0	0.08007940882816911	1.0	True	0.0
T2T-CHM13v2.0	TP63	transition_stress	chr3	+	192413469	GSM8796442	iATCs	CUT1	H3	promoter	192412469	192414469	0.050038323208689686	1.0	0.050038323208689686	1.0	True	0.0
T2T-CHM13v2.0	TP63	transition_stress	chr3	+	192413469	GSM8796442	iATCs	CUT1	H3	broad_promoter	192408469	192418469	0.023499007464200257	1.0	0.023499007464200257	1.0	True	0.0
T2T-CHM13v2.0	COL1A1	transition_stress	chr17	-	51068679	GSM8796442	iATCs	CUT1	H3	promoter	51067679	51069679	0.1551821063235402	1.0	0.1551821063235402	1.0	True	0.0
T2T-CHM13v2.0	COL1A1	transition_stress	chr17	-	51068679	GSM8796442	iATCs	CUT1	H3	broad_promoter	51063679	51073679	0.11276718743145465	1.0	0.11276718743145465	1.0	True	0.0
T2T-CHM13v2.0	ATF3	regulators	chr1	+	211810344	GSM8796442	iATCs	CUT1	H3	promoter	211809344	211811344	0.03280088510364294	1.0	0.03280088510364294	1.0	True	0.0
T2T-CHM13v2.0	ATF3	regulators	chr1	+	211810344	GSM8796442	iATCs	CUT1	H3	broad_promoter	211805344	211815344	0.0366465020366013	1.0	0.0366465020366013	1.0	True	0.0
T2T-CHM13v2.0	HNF1B	regulators	chr17	-	38732031	GSM8796442	iATCs	CUT1	H3	promoter	38731031	38733031	0.047776198927313086	1.0	0.047776198927313086	1.0	True	0.0
T2T-CHM13v2.0	HNF1B	regulators	chr17	-	38732031	GSM8796442	iATCs	CUT1	H3	broad_promoter	38727031	38737031	0.03741110849827528	1.0	0.03741110849827528	1.0	True	0.0
T2T-CHM13v2.0	TP53	regulators	chr17	-	7591593	GSM8796442	iATCs	CUT1	H3	promoter	7590593	7592593	0.15206035923212766	1.0	0.15206035923212766	1.0	True	0.0
T2T-CHM13v2.0	TP53	regulators	chr17	-	7591593	GSM8796442	iATCs	CUT1	H3	broad_promoter	7586593	7596593	0.06526244545355439	1.0	0.06526244545355439	1.0	True	0.0
T2T-CHM13v2.0	CEBPA	regulators	chr19	-	35822305	GSM8796442	iATCs	CUT1	H3	promoter	35821305	35823305	0.18368497351184487	1.0	0.18368497351184487	1.0	True	0.0
T2T-CHM13v2.0	CEBPA	regulators	chr19	-	35822305	GSM8796442	iATCs	CUT1	H3	broad_promoter	35817305	35827305	0.0891053027883172	1.0	0.0891053027883172	1.0	True	0.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796444	iAT1	CUT1	H3	promoter	22430327	22432327	0.06315983878448606	1.0	0.06315983878448606	1.0	True	0.0
T2T-CHM13v2.0	SFTPC	AT2	chr8	+	22431327	GSM8796444	iAT1	CUT1	H3	broad_promoter	22426327	22436327	0.0641912063665688	1.0	0.0641912063665688	1.0	True	0.0
T2T-CHM13v2.0	ABCA3	AT2	chr16	-	2363112	GSM8796444	iAT1	CUT1	H3	promoter	2362112	2364112	0.20505464043095709	1.0	0.20505464043095709	1.0	True	0.0
T2T-CHM13v2.0	ABCA3	AT2	chr16	-	2363112	GSM8796444	iAT1	CUT1	H3	broad_promoter	2358112	2368112	0.05541397164836526	1.0	0.05541397164836526	1.0	True	0.0
T2T-CHM13v2.0	NKX2-1	AT2	chr14	-	30709515	GSM8796444	iAT1	CUT1	H3	promoter	30708515	30710515	0.0575600672326982	1.0	0.0575600672326982	1.0	True	0.0
T2T-CHM13v2.0	NKX2-1	AT2	chr14	-	30709515	GSM8796444	iAT1	CUT1	H3	broad_promoter	30704515	30714515	0.03380677951872349	1.0	0.03380677951872349	1.0	True	0.0
T2T-CHM13v2.0	ETV5	AT2	chr3	-	188924867	GSM8796444	iAT1	CUT1	H3	promoter	188923867	188925867	0.16257478220015764	1.0	0.16257478220015764	1.0	True	0.0
T2T-CHM13v2.0	ETV5	AT2	chr3	-	188924867	GSM8796444	iAT1	CUT1	H3	broad_promoter	188919867	188929867	0.05148114157095551	1.0	0.05148114157095551	1.0	True	0.0
T2T-CHM13v2.0	SFTPB	AT2	chr2	-	85670796	GSM8796444	iAT1	CUT1	H3	promoter	85669796	85671796	0.07313514653593302	1.0	0.07313514653593302	1.0	True	0.0
T2T-CHM13v2.0	SFTPB	AT2	chr2	-	85670796	GSM8796444	iAT1	CUT1	H3	broad_promoter	85665796	85675796	0.04907451951652765	1.0	0.04907451951652765	1.0	True	0.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796444	iAT1	CUT1	H3	promoter	32036443	32038443	0.04427697453647852	1.0	0.04427697453647852	1.0	True	0.0
T2T-CHM13v2.0	AGER	AT1	chr6	-	32037443	GSM8796444	iAT1	CUT1	H3	broad_promoter	32032443	32042443	0.023216766230016946	1.0	0.023216766230016946	1.0	True	0.0
T2T-CHM13v2.0	PDPN	AT1	chr1	+	13025716	GSM8796444	iAT1	CUT1	H3	promoter	13024716	13026716	0.03148876237869263	1.0	0.03148876237869263	1.0	True	0.0
T2T-CHM13v2.0	PDPN	AT1	chr1	+	13025716	GSM8796444	iAT1	CUT1	H3	broad_promoter	13020716	13030716	0.01758056689053774	1.0	0.01758056689053774	1.0	True	0.0
T2T-CHM13v2.0	HOPX	AT1	chr4	-	60169528	GSM8796444	iAT1	CUT1	H3	promoter	60168528	60170528	0.06120643652975559	1.0	0.06120643652975559	1.0	True	0.0
T2T-CHM13v2.0	HOPX	AT1	chr4	-	60169528	GSM8796444	iAT1	CUT1	H3	broad_promoter	60164528	60174528	0.03398910894989968	1.0	0.03398910894989968	1.0	True	0.0
T2T-CHM13v2.0	CAV1	AT1	chr7	+	117840040	GSM8796444	iAT1	CUT1	H3	promoter	117839040	117841040	0.09506533863022923	1.0	0.09506533863022923	1.0	True	0.0
T2T-CHM13v2.0	CAV1	AT1	chr7	+	117840040	GSM8796444	iAT1	CUT1	H3	broad_promoter	117835040	117845040	0.04323518507182598	1.0	0.04323518507182598	1.0	True	0.0
T2T-CHM13v2.0	AQP5	AT1	chr12	+	49924862	GSM8796444	iAT1	CUT1	H3	promoter	49923862	49925862	0.05110086029022932	1.0	0.05110086029022932	1.0	True	0.0
T2T-CHM13v2.0	AQP5	AT1	chr12	+	49924862	GSM8796444	iAT1	CUT1	H3	broad_promoter	49919862	49929862	0.056070299268513916	1.0	0.056070299268513916	1.0	True	0.0
T2T-CHM13v2.0	KRT8	transition_stress	chr12	-	52914418	GSM8796444	iAT1	CUT1	H3	promoter	52913418	52915418	0.029014445781707764	1.0	0.029014445781707764	1.0	True	0.0
T2T-CHM13v2.0	KRT8	transition_stress	chr12	-	52914418	GSM8796444	iAT1	CUT1	H3	broad_promoter	52909418	52919418	0.024352341331541537	1.0	0.024352341331541537	1.0	True	0.0
T2T-CHM13v2.0	CLDN4	transition_stress	chr7	+	75031890	GSM8796444	iAT1	CUT1	H3	promoter	75030890	75032890	0.022789617348462344	1.0	0.022789617348462344	1.0	True	0.0
T2T-CHM13v2.0	CLDN4	transition_stress	chr7	+	75031890	GSM8796444	iAT1	CUT1	H3	broad_promoter	75026890	75036890	0.050137187987565994	1.0	0.050137187987565994	1.0	True	0.0
T2T-CHM13v2.0	KRT19	transition_stress	chr17	-	42383868	GSM8796444	iAT1	CUT1	H3	promoter	42382868	42384868	0.0393544160425663	1.0	0.0393544160425663	1.0	True	0.0
T2T-CHM13v2.0	KRT19	transition_stress	chr17	-	42383868	GSM8796444	iAT1	CUT1	H3	broad_promoter	42378868	42388868	0.025654603224247695	1.0	0.025654603224247695	1.0	True	0.0
T2T-CHM13v2.0	CDKN1A	transition_stress	chr6	+	36497107	GSM8796444	iAT1	CUT1	H3	promoter	36496107	36498107	0.010600429583340884	1.0	0.010600429583340884	1.0	True	0.0
