gene	gene_group	day	domain	chrom	start	end	coordinate_assumption	domain_overlap_fraction	source_path
COL1A1	transition_stress	D0	LMR	chr17	48277991	48279991	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551718_UMRsLMRs.D0.tab.gz
COL1A1	transition_stress	D0	UMR	chr17	48277991	48279991	one_based_inclusive	1.0	cache/direct_marks/GSE150527/GSM4551718_UMRsLMRs.D0.tab.gz
COL1A1	transition_stress	D0	UMR	chr17	48277991	48279991	zero_based_half_open_sensitivity	1.0	cache/direct_marks/GSE150527/GSM4551718_UMRsLMRs.D0.tab.gz
ATF3	regulators	D0	LMR	chr1	212737675	212739675	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551718_UMRsLMRs.D0.tab.gz
ATF3	regulators	D0	LMR	chr1	212737675	212739675	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551718_UMRsLMRs.D0.tab.gz
ATF3	regulators	D0	UMR	chr1	212737675	212739675	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551718_UMRsLMRs.D0.tab.gz
ATF3	regulators	D0	UMR	chr1	212737675	212739675	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551718_UMRsLMRs.D0.tab.gz
HNF1B	regulators	D0	LMR	chr17	36104049	36106049	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551718_UMRsLMRs.D0.tab.gz
HNF1B	regulators	D0	LMR	chr17	36104049	36106049	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551718_UMRsLMRs.D0.tab.gz
HNF1B	regulators	D0	UMR	chr17	36104049	36106049	one_based_inclusive	1.0	cache/direct_marks/GSE150527/GSM4551718_UMRsLMRs.D0.tab.gz
HNF1B	regulators	D0	UMR	chr17	36104049	36106049	zero_based_half_open_sensitivity	1.0	cache/direct_marks/GSE150527/GSM4551718_UMRsLMRs.D0.tab.gz
TP53	regulators	D0	LMR	chr17	7589867	7591867	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551718_UMRsLMRs.D0.tab.gz
TP53	regulators	D0	LMR	chr17	7589867	7591867	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551718_UMRsLMRs.D0.tab.gz
TP53	regulators	D0	UMR	chr17	7589867	7591867	one_based_inclusive	1.0	cache/direct_marks/GSE150527/GSM4551718_UMRsLMRs.D0.tab.gz
TP53	regulators	D0	UMR	chr17	7589867	7591867	zero_based_half_open_sensitivity	1.0	cache/direct_marks/GSE150527/GSM4551718_UMRsLMRs.D0.tab.gz
CEBPA	regulators	D0	LMR	chr19	33792469	33794469	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551718_UMRsLMRs.D0.tab.gz
CEBPA	regulators	D0	LMR	chr19	33792469	33794469	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551718_UMRsLMRs.D0.tab.gz
CEBPA	regulators	D0	UMR	chr19	33792469	33794469	one_based_inclusive	1.0	cache/direct_marks/GSE150527/GSM4551718_UMRsLMRs.D0.tab.gz
CEBPA	regulators	D0	UMR	chr19	33792469	33794469	zero_based_half_open_sensitivity	1.0	cache/direct_marks/GSE150527/GSM4551718_UMRsLMRs.D0.tab.gz
SFTPC	AT2	D6	PMD	chr8	22013895	22015895	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
SFTPC	AT2	D6	PMD	chr8	22013895	22015895	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
ABCA3	AT2	D6	PMD	chr16	2389728	2391728	one_based_inclusive	0.5195	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
ABCA3	AT2	D6	PMD	chr16	2389728	2391728	zero_based_half_open_sensitivity	0.519	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
NKX2-1	AT2	D6	PMD	chr14	36988436	36990436	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
NKX2-1	AT2	D6	PMD	chr14	36988436	36990436	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
ETV5	AT2	D6	PMD	chr3	185825877	185827877	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
ETV5	AT2	D6	PMD	chr3	185825877	185827877	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
SFTPB	AT2	D6	PMD	chr2	85894863	85896863	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
SFTPB	AT2	D6	PMD	chr2	85894863	85896863	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
AGER	AT1	D6	PMD	chr6	32151098	32153098	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
AGER	AT1	D6	PMD	chr6	32151098	32153098	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
PDPN	AT1	D6	PMD	chr1	13909251	13911251	one_based_inclusive	0.235	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
PDPN	AT1	D6	PMD	chr1	13909251	13911251	zero_based_half_open_sensitivity	0.235	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
HOPX	AT1	D6	PMD	chr4	57546871	57548871	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
HOPX	AT1	D6	PMD	chr4	57546871	57548871	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
CAV1	AT1	D6	PMD	chr7	116164062	116166062	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
CAV1	AT1	D6	PMD	chr7	116164062	116166062	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
AQP5	AT1	D6	PMD	chr12	50354654	50356654	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
AQP5	AT1	D6	PMD	chr12	50354654	50356654	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
KRT8	transition_stress	D6	PMD	chr12	53342643	53344643	one_based_inclusive	1.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
KRT8	transition_stress	D6	PMD	chr12	53342643	53344643	zero_based_half_open_sensitivity	1.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
CLDN4	transition_stress	D6	PMD	chr7	73244325	73246325	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
CLDN4	transition_stress	D6	PMD	chr7	73244325	73246325	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
KRT19	transition_stress	D6	PMD	chr17	39683559	39685559	one_based_inclusive	0.17	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
KRT19	transition_stress	D6	PMD	chr17	39683559	39685559	zero_based_half_open_sensitivity	0.17	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
CDKN1A	transition_stress	D6	PMD	chr6	36643239	36645239	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
CDKN1A	transition_stress	D6	PMD	chr6	36643239	36645239	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
SFN	transition_stress	D6	PMD	chr1	27188639	27190639	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
SFN	transition_stress	D6	PMD	chr1	27188639	27190639	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
ITGB6	transition_stress	D6	PMD	chr2	161055823	161057823	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
ITGB6	transition_stress	D6	PMD	chr2	161055823	161057823	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
KRT17	transition_stress	D6	PMD	chr17	39779826	39781826	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
KRT17	transition_stress	D6	PMD	chr17	39779826	39781826	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
TP63	transition_stress	D6	PMD	chr3	189313534	189315534	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
TP63	transition_stress	D6	PMD	chr3	189313534	189315534	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
COL1A1	transition_stress	D6	PMD	chr17	48277991	48279991	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
COL1A1	transition_stress	D6	PMD	chr17	48277991	48279991	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
ATF3	regulators	D6	PMD	chr1	212737675	212739675	one_based_inclusive	1.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
ATF3	regulators	D6	PMD	chr1	212737675	212739675	zero_based_half_open_sensitivity	1.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
HNF1B	regulators	D6	PMD	chr17	36104049	36106049	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
HNF1B	regulators	D6	PMD	chr17	36104049	36106049	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
TP53	regulators	D6	PMD	chr17	7589867	7591867	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
TP53	regulators	D6	PMD	chr17	7589867	7591867	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
CEBPA	regulators	D6	PMD	chr19	33792469	33794469	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
CEBPA	regulators	D6	PMD	chr19	33792469	33794469	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551720_PMDs_D6dna.tab.gz
SFTPC	AT2	D4	LMR	chr8	22013895	22015895	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
SFTPC	AT2	D4	LMR	chr8	22013895	22015895	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
SFTPC	AT2	D4	UMR	chr8	22013895	22015895	one_based_inclusive	0.9515	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
SFTPC	AT2	D4	UMR	chr8	22013895	22015895	zero_based_half_open_sensitivity	0.9515	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
ABCA3	AT2	D4	LMR	chr16	2389728	2391728	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
ABCA3	AT2	D4	LMR	chr16	2389728	2391728	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
ABCA3	AT2	D4	UMR	chr16	2389728	2391728	one_based_inclusive	0.9155	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
ABCA3	AT2	D4	UMR	chr16	2389728	2391728	zero_based_half_open_sensitivity	0.9155	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
NKX2-1	AT2	D4	LMR	chr14	36988436	36990436	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
NKX2-1	AT2	D4	LMR	chr14	36988436	36990436	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
NKX2-1	AT2	D4	UMR	chr14	36988436	36990436	one_based_inclusive	1.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
NKX2-1	AT2	D4	UMR	chr14	36988436	36990436	zero_based_half_open_sensitivity	1.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
ETV5	AT2	D4	LMR	chr3	185825877	185827877	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
ETV5	AT2	D4	LMR	chr3	185825877	185827877	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
ETV5	AT2	D4	UMR	chr3	185825877	185827877	one_based_inclusive	1.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
ETV5	AT2	D4	UMR	chr3	185825877	185827877	zero_based_half_open_sensitivity	1.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
SFTPB	AT2	D4	LMR	chr2	85894863	85896863	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
SFTPB	AT2	D4	LMR	chr2	85894863	85896863	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
SFTPB	AT2	D4	UMR	chr2	85894863	85896863	one_based_inclusive	0.778	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
SFTPB	AT2	D4	UMR	chr2	85894863	85896863	zero_based_half_open_sensitivity	0.778	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
AGER	AT1	D4	LMR	chr6	32151098	32153098	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
AGER	AT1	D4	LMR	chr6	32151098	32153098	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
AGER	AT1	D4	UMR	chr6	32151098	32153098	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
AGER	AT1	D4	UMR	chr6	32151098	32153098	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
PDPN	AT1	D4	LMR	chr1	13909251	13911251	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
PDPN	AT1	D4	LMR	chr1	13909251	13911251	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
PDPN	AT1	D4	UMR	chr1	13909251	13911251	one_based_inclusive	0.877	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
PDPN	AT1	D4	UMR	chr1	13909251	13911251	zero_based_half_open_sensitivity	0.8765	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
HOPX	AT1	D4	LMR	chr4	57546871	57548871	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
HOPX	AT1	D4	LMR	chr4	57546871	57548871	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
HOPX	AT1	D4	UMR	chr4	57546871	57548871	one_based_inclusive	0.994	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
HOPX	AT1	D4	UMR	chr4	57546871	57548871	zero_based_half_open_sensitivity	0.994	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
CAV1	AT1	D4	LMR	chr7	116164062	116166062	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
CAV1	AT1	D4	LMR	chr7	116164062	116166062	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
CAV1	AT1	D4	UMR	chr7	116164062	116166062	one_based_inclusive	0.8575	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
CAV1	AT1	D4	UMR	chr7	116164062	116166062	zero_based_half_open_sensitivity	0.857	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
AQP5	AT1	D4	LMR	chr12	50354654	50356654	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
AQP5	AT1	D4	LMR	chr12	50354654	50356654	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
AQP5	AT1	D4	UMR	chr12	50354654	50356654	one_based_inclusive	1.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
AQP5	AT1	D4	UMR	chr12	50354654	50356654	zero_based_half_open_sensitivity	1.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
KRT8	transition_stress	D4	LMR	chr12	53342643	53344643	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
KRT8	transition_stress	D4	LMR	chr12	53342643	53344643	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
KRT8	transition_stress	D4	UMR	chr12	53342643	53344643	one_based_inclusive	0.3185	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
KRT8	transition_stress	D4	UMR	chr12	53342643	53344643	zero_based_half_open_sensitivity	0.3185	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
CLDN4	transition_stress	D4	LMR	chr7	73244325	73246325	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
CLDN4	transition_stress	D4	LMR	chr7	73244325	73246325	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
CLDN4	transition_stress	D4	UMR	chr7	73244325	73246325	one_based_inclusive	1.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
CLDN4	transition_stress	D4	UMR	chr7	73244325	73246325	zero_based_half_open_sensitivity	1.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
KRT19	transition_stress	D4	LMR	chr17	39683559	39685559	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
KRT19	transition_stress	D4	LMR	chr17	39683559	39685559	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
KRT19	transition_stress	D4	UMR	chr17	39683559	39685559	one_based_inclusive	1.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
KRT19	transition_stress	D4	UMR	chr17	39683559	39685559	zero_based_half_open_sensitivity	1.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
CDKN1A	transition_stress	D4	LMR	chr6	36643239	36645239	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
CDKN1A	transition_stress	D4	LMR	chr6	36643239	36645239	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
CDKN1A	transition_stress	D4	UMR	chr6	36643239	36645239	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
CDKN1A	transition_stress	D4	UMR	chr6	36643239	36645239	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
SFN	transition_stress	D4	LMR	chr1	27188639	27190639	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
SFN	transition_stress	D4	LMR	chr1	27188639	27190639	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
SFN	transition_stress	D4	UMR	chr1	27188639	27190639	one_based_inclusive	1.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
SFN	transition_stress	D4	UMR	chr1	27188639	27190639	zero_based_half_open_sensitivity	1.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
ITGB6	transition_stress	D4	LMR	chr2	161055823	161057823	one_based_inclusive	0.8105	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
ITGB6	transition_stress	D4	LMR	chr2	161055823	161057823	zero_based_half_open_sensitivity	0.8105	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
ITGB6	transition_stress	D4	UMR	chr2	161055823	161057823	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
ITGB6	transition_stress	D4	UMR	chr2	161055823	161057823	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
KRT17	transition_stress	D4	LMR	chr17	39779826	39781826	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
KRT17	transition_stress	D4	LMR	chr17	39779826	39781826	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
KRT17	transition_stress	D4	UMR	chr17	39779826	39781826	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
KRT17	transition_stress	D4	UMR	chr17	39779826	39781826	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
TP63	transition_stress	D4	LMR	chr3	189313534	189315534	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
TP63	transition_stress	D4	LMR	chr3	189313534	189315534	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
TP63	transition_stress	D4	UMR	chr3	189313534	189315534	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
TP63	transition_stress	D4	UMR	chr3	189313534	189315534	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
COL1A1	transition_stress	D4	LMR	chr17	48277991	48279991	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
COL1A1	transition_stress	D4	LMR	chr17	48277991	48279991	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
COL1A1	transition_stress	D4	UMR	chr17	48277991	48279991	one_based_inclusive	0.9015	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
COL1A1	transition_stress	D4	UMR	chr17	48277991	48279991	zero_based_half_open_sensitivity	0.9015	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
ATF3	regulators	D4	LMR	chr1	212737675	212739675	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
ATF3	regulators	D4	LMR	chr1	212737675	212739675	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
ATF3	regulators	D4	UMR	chr1	212737675	212739675	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
ATF3	regulators	D4	UMR	chr1	212737675	212739675	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
HNF1B	regulators	D4	LMR	chr17	36104049	36106049	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
HNF1B	regulators	D4	LMR	chr17	36104049	36106049	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
HNF1B	regulators	D4	UMR	chr17	36104049	36106049	one_based_inclusive	1.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
HNF1B	regulators	D4	UMR	chr17	36104049	36106049	zero_based_half_open_sensitivity	1.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
TP53	regulators	D4	LMR	chr17	7589867	7591867	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
TP53	regulators	D4	LMR	chr17	7589867	7591867	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
TP53	regulators	D4	UMR	chr17	7589867	7591867	one_based_inclusive	1.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
TP53	regulators	D4	UMR	chr17	7589867	7591867	zero_based_half_open_sensitivity	1.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
CEBPA	regulators	D4	LMR	chr19	33792469	33794469	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
CEBPA	regulators	D4	LMR	chr19	33792469	33794469	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
CEBPA	regulators	D4	UMR	chr19	33792469	33794469	one_based_inclusive	1.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
CEBPA	regulators	D4	UMR	chr19	33792469	33794469	zero_based_half_open_sensitivity	1.0	cache/direct_marks/GSE150527/GSM4551719_UMRsLMRs.D4.tab.gz
SFTPC	AT2	D6	LMR	chr8	22013895	22015895	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551720_UMRsLMRs.D6.tab.gz
SFTPC	AT2	D6	LMR	chr8	22013895	22015895	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551720_UMRsLMRs.D6.tab.gz
SFTPC	AT2	D6	UMR	chr8	22013895	22015895	one_based_inclusive	1.0	cache/direct_marks/GSE150527/GSM4551720_UMRsLMRs.D6.tab.gz
SFTPC	AT2	D6	UMR	chr8	22013895	22015895	zero_based_half_open_sensitivity	1.0	cache/direct_marks/GSE150527/GSM4551720_UMRsLMRs.D6.tab.gz
ABCA3	AT2	D6	LMR	chr16	2389728	2391728	one_based_inclusive	0.0	cache/direct_marks/GSE150527/GSM4551720_UMRsLMRs.D6.tab.gz
ABCA3	AT2	D6	LMR	chr16	2389728	2391728	zero_based_half_open_sensitivity	0.0	cache/direct_marks/GSE150527/GSM4551720_UMRsLMRs.D6.tab.gz
ABCA3	AT2	D6	UMR	chr16	2389728	2391728	one_based_inclusive	1.0	cache/direct_marks/GSE150527/GSM4551720_UMRsLMRs.D6.tab.gz
