ligand,receptor
HLA-E,KLRC2_KLRD1
HLA-E,KLRC3_KLRD1
NECTIN1,NECTIN4
NECTIN3,NECTIN2
ULBP1,HCST_KLRK1
DLK1,NOTCH4
SELE,CD44
SEMA6D,KDR_PLXNA1
SEMA6D,PLXNA1_TREM2_TYROBP
THY1,ITGAM_ITGB2
THY1,ITGAX_ITGB2
THY1,ITGAV_ITGB3
CD177,PECAM1
CD1D,LILRB2
CD52,SIGLEC10
CEACAM6,CEACAM8
CEACAM8,CEACAM1
HLA-F,LILRB2
LEAP2,GHSR
LILRB4,LAIR1
PTN,PLXNB2
FGFR3,EPHA4
CEACAM6,CEACAM1
CEACAM6,CEACAM5
KL,FGFR1
AMH,AMHR2_BMPR1B
CADM4,CADM3
INHBA_INHBB,ACVR1_ACVR2A
INHBA_INHBB,ACVR1_ACVR2B
IL1B,IL1B_IL1R2_IL1RAP
IL4,IL13_IL13RA1_IL4R
VWF,GP1BA_GP1BB
CSF2,CSF2_CSF2RA_CSF2RB
F2,GP1BA_GP1BB
ULBP3,HCST_KLRK1
NODAL,ACVR1B_ACVR2B_TDGF1
INHBB,ACVR1_ACVR2B
INHBA,ACVR1_ACVR2B
IL1B,IL1B_IL1R1_IL1RAP
IL1A,IL1B_IL1R1_IL1RAP
IL6,IL6_IL6R_IL6ST
MICA,HCST_KLRK1
IL15,IL15_IL15RA_IL2RB_IL2RG
INHBB,ACVR1_ACVR2A
IL1RN,IL1B_IL1R2_IL1RAP
RAET1L,HCST_KLRK1
INHBA,ACVR1_ACVR2A
INHBA,ACVR1C_ACVR2A
IL18,IL18_IL18R1_IL18RAP
RAET1E,HCST_KLRK1
ULBP2,HCST_KLRK1
IFNL3,IFNL3_IFNLR1_IL10RB
RAET1G,HCST_KLRK1
IL22,IL22_IL22RA1
MICB,HCST_KLRK1
IL1A,IL1B_IL1R2_IL1RAP
INHBA,ACVR1C_ACVR2B
PDGFD,PDGFRA_PDGFRB
BMP3,ACVR1B_ACVR2A
ALB,B2M_FCGRT
IL2,IL2_IL2RA_IL2RB_IL2RG
IL1RN,IL1B_IL1R1_IL1RAP
IL13,IL13_IL13RA1_IL4R
TGFB3,ACVR1_TGFBR2
THBS1,ITGA2B_ITGB3
MMP2,ITGAV_ITGB3
TGFB2,ACVR1_TGFBR2
PDGFB,PDGFRA_PDGFRB
CRLF2,CRLF2_IL7R_TSLP
FBN1,ITGA5_ITGB1
IFNA1,IFNA2_IFNAR1_IFNAR2
IFNA10,IFNA2_IFNAR1_IFNAR2
IFNA17,IFNA2_IFNAR1_IFNAR2
IFNE,IFNA2_IFNAR1_IFNAR2
TSLP,CRLF2_IL7R_TSLP
IFNB1,IFNA2_IFNAR1_IFNAR2
IFNA5,IFNA2_IFNAR1_IFNAR2
TGFB1,ACVR1_TGFBR2
IFNA8,IFNA2_IFNAR1_IFNAR2
IFNG,IFNG_IFNGR1
IFNA21,IFNA2_IFNAR1_IFNAR2
IFNA14,IFNA2_IFNAR1_IFNAR2
IFNA16,IFNA2_IFNAR1_IFNAR2
IFNA2,IFNA2_IFNAR1_IFNAR2
IFNA7,IFNA2_IFNAR1_IFNAR2
IFNA6,IFNA2_IFNAR1_IFNAR2
IFNK,IFNA2_IFNAR1_IFNAR2
IFNW1,IFNA2_IFNAR1_IFNAR2
TGFB1,ITGAV_ITGB6
IFNA4,IFNA2_IFNAR1_IFNAR2
IFNA8,GPR152
CCL4,GPRC5D
DDR1,TTR
FGFR2,CD83
GDF1,HTR4
BMP10,KIR3DL1
CCL4L1,FFAR2
FAM3C,FFAR2
IGF2,GPR152
TNFSF9,IL13RA2
CCL4L1,GPR42
BMP10,KIR2DL3
PRL,HLA-DQB2
CCL4,GPR152
TNFSF9,HLA-DPA1
FAM3C,CLEC2D
MIF,TNFRSF14
FAM3C,KIR2DL3
COPA,CD74
CSF1,SLC7A1
GDF11,ANTXR1
VSTM1,ADGRG3
FGFR2,FGFR1
FAM3C,HLA-C
NAMPT,NTRK1
BDNF,F11R
EPO,EFNB2
LGALS9,LRP1
SPP1,CCR8
FGFR4,TNFRSF10A
BMP7,PTPRK
TNFSF9,ADGRG5
ADIPOQ,ASGR2
VGF,NTRK1
COPA,MTNR1B
COPA,SORT1
ADIPOQ,PROKR2
FAM3C,GPR42
GRN,NTRK1
BMP10,VSIR
MIF,TNFRSF10D
AIMP1,NTRK1
TNFSF13B,HLA-DPB1
VSTM1,LAMP1
FGFR4,PTPRR
COPA,P2RY6
FGFR2,EPHA4
FGFR2,CD44
ADIPOQ,CLEC2D
NRG1,LSR
BDNF,GPR152
GAL,HLA-DPA1
NRG1,HLA-DPB1
CCL4,SLC7A1
GAST,KIR2DL3
CCL4L1,GPR151
IL24,NOTCH2
FGFR4,EPHA4
CSF1,CELSR3
LGALS9,COLEC12
CD70,GPRC5B
TTR,NGFR
GAST,GPR152
BMP10,KIR3DS1
VEGFB,ADRB2
FGFR2,XPR1
NAMPT,P2RY6
ERFE,LRP1
GPHA2,ADGRV1
CCL4L1,VSIR
FAM3B,LRP5
CCL4L1,GPR152
LGALS9,PTPRK
FAM3C,ADGRG5
GPI,NTRK1
BMP10,GPR152
TNF,SEMA4C
LGALS9,MET
NAMPT,IL13RA2
PDGFB,ADGRV1
FGFR2,PTPRR
CCL4L1,GPR101
IL15RA,AXL
BMP10,FFAR2
AREG,ICAM1
FGFR2,ROS1
NRG1,NETO2
ADIPOQ,GPR152
FAM3C,PDCD1
COPA,NTRK1
TSHB,HLA-C
WNT1,CD36
OGN,HLA-DRB1
CCL4L1,PGRMC2
TNFSF9,KLRG2
ENTPD1,ADORA3
