ligand,receptor
WNT8A,FZD3_LRP5
WNT8A,FZD4_LRP5
WNT8A,FZD5_LRP5
WNT8A,FZD6_LRP5
WNT8A,FZD7_LRP5
WNT8A,FZD8_LRP5
WNT8A,FZD9_LRP5
WNT8B,FZD1_LRP5
WNT8B,FZD10_LRP5
WNT8B,FZD2_LRP5
WNT8B,FZD3_LRP5
WNT8B,FZD4_LRP5
WNT8B,FZD5_LRP5
WNT8B,FZD6_LRP5
WNT8B,FZD7_LRP5
WNT8B,FZD8_LRP5
WNT8B,FZD9_LRP5
WNT9A,FZD1_LRP5
WNT9A,FZD10_LRP5
WNT9A,FZD2_LRP5
WNT9A,FZD3_LRP5
WNT9A,FZD4_LRP5
WNT9A,FZD5_LRP5
WNT9A,FZD6_LRP5
WNT9A,FZD7_LRP5
WNT9A,FZD8_LRP5
WNT9A,FZD9_LRP5
WNT9B,FZD1_LRP5
WNT9B,FZD10_LRP5
WNT9B,FZD2_LRP5
WNT9B,FZD3_LRP5
WNT9B,FZD4_LRP5
WNT9B,FZD5_LRP5
WNT9B,FZD6_LRP5
WNT9B,FZD7_LRP5
WNT9B,FZD8_LRP5
WNT9B,FZD9_LRP5
WNT1,FZD1_LRP6
WNT1,FZD10_LRP6
WNT1,FZD2_LRP6
WNT1,FZD3_LRP6
WNT1,FZD4_LRP6
WNT1,FZD5_LRP6
WNT1,FZD6_LRP6
WNT1,FZD7_LRP6
WNT1,FZD8_LRP6
WNT1,FZD9_LRP6
WNT10A,FZD1_LRP6
WNT10A,FZD10_LRP6
WNT10A,FZD2_LRP6
WNT10A,FZD3_LRP6
WNT10A,FZD4_LRP6
WNT10A,FZD5_LRP6
WNT10A,FZD6_LRP6
WNT10A,FZD7_LRP6
WNT10A,FZD8_LRP6
WNT10A,FZD9_LRP6
WNT10B,FZD1_LRP6
WNT10B,FZD10_LRP6
WNT10B,FZD2_LRP6
WNT10B,FZD3_LRP6
WNT10B,FZD4_LRP6
WNT10B,FZD5_LRP6
WNT10B,FZD6_LRP6
WNT10B,FZD7_LRP6
WNT10B,FZD8_LRP6
WNT10B,FZD9_LRP6
WNT16,FZD1_LRP6
WNT16,FZD10_LRP6
WNT16,FZD2_LRP6
WNT16,FZD3_LRP6
WNT16,FZD4_LRP6
WNT16,FZD5_LRP6
WNT16,FZD6_LRP6
WNT16,FZD7_LRP6
WNT16,FZD8_LRP6
WNT16,FZD9_LRP6
WNT2,FZD1_LRP6
WNT2,FZD10_LRP6
WNT2,FZD2_LRP6
WNT2,FZD3_LRP6
WNT2,FZD4_LRP6
WNT2,FZD5_LRP6
WNT2,FZD6_LRP6
WNT2,FZD7_LRP6
WNT2,FZD8_LRP6
WNT2,FZD9_LRP6
WNT2B,FZD1_LRP6
WNT2B,FZD10_LRP6
WNT2B,FZD2_LRP6
WNT2B,FZD3_LRP6
WNT2B,FZD4_LRP6
WNT2B,FZD5_LRP6
WNT2B,FZD6_LRP6
WNT2B,FZD7_LRP6
WNT2B,FZD8_LRP6
WNT2B,FZD9_LRP6
WNT3,FZD1_LRP6
WNT3,FZD10_LRP6
WNT3,FZD2_LRP6
WNT3,FZD3_LRP6
WNT3,FZD4_LRP6
WNT3,FZD5_LRP6
WNT3,FZD6_LRP6
WNT3,FZD7_LRP6
WNT3,FZD8_LRP6
WNT3,FZD9_LRP6
WNT3A,FZD1_LRP6
WNT3A,FZD10_LRP6
WNT3A,FZD2_LRP6
WNT3A,FZD3_LRP6
WNT3A,FZD4_LRP6
WNT3A,FZD5_LRP6
WNT3A,FZD6_LRP6
WNT3A,FZD7_LRP6
WNT3A,FZD8_LRP6
WNT3A,FZD9_LRP6
WNT4,FZD1_LRP6
WNT4,FZD10_LRP6
WNT4,FZD2_LRP6
WNT4,FZD3_LRP6
WNT4,FZD4_LRP6
WNT4,FZD5_LRP6
WNT4,FZD6_LRP6
WNT4,FZD7_LRP6
WNT4,FZD8_LRP6
WNT4,FZD9_LRP6
WNT6,FZD1_LRP6
WNT6,FZD10_LRP6
WNT6,FZD2_LRP6
WNT6,FZD3_LRP6
WNT6,FZD4_LRP6
WNT6,FZD5_LRP6
WNT6,FZD6_LRP6
WNT6,FZD7_LRP6
WNT6,FZD8_LRP6
WNT6,FZD9_LRP6
WNT7A,FZD1_LRP6
WNT7A,FZD10_LRP6
WNT7A,FZD2_LRP6
WNT7A,FZD3_LRP6
WNT7A,FZD4_LRP6
WNT7A,FZD5_LRP6
WNT7A,FZD6_LRP6
WNT7A,FZD7_LRP6
WNT7A,FZD8_LRP6
WNT7A,FZD9_LRP6
WNT7B,FZD1_LRP6
WNT7B,FZD10_LRP6
WNT7B,FZD2_LRP6
WNT7B,FZD3_LRP6
WNT7B,FZD4_LRP6
WNT7B,FZD5_LRP6
WNT7B,FZD6_LRP6
WNT7B,FZD7_LRP6
WNT7B,FZD8_LRP6
WNT7B,FZD9_LRP6
WNT8A,FZD1_LRP6
WNT8A,FZD10_LRP6
WNT8A,FZD2_LRP6
WNT8A,FZD3_LRP6
WNT8A,FZD4_LRP6
WNT8A,FZD5_LRP6
WNT8A,FZD6_LRP6
WNT8A,FZD7_LRP6
WNT8A,FZD8_LRP6
WNT8A,FZD9_LRP6
WNT8B,FZD1_LRP6
WNT8B,FZD10_LRP6
WNT8B,FZD2_LRP6
WNT8B,FZD3_LRP6
WNT8B,FZD4_LRP6
WNT8B,FZD5_LRP6
WNT8B,FZD6_LRP6
WNT8B,FZD7_LRP6
WNT8B,FZD8_LRP6
WNT8B,FZD9_LRP6
WNT9A,FZD1_LRP6
WNT9A,FZD10_LRP6
WNT9A,FZD2_LRP6
WNT9A,FZD3_LRP6
WNT9A,FZD4_LRP6
WNT9A,FZD5_LRP6
WNT9A,FZD6_LRP6
WNT9A,FZD7_LRP6
WNT9A,FZD8_LRP6
WNT9A,FZD9_LRP6
WNT9B,FZD1_LRP6
WNT9B,FZD10_LRP6
WNT9B,FZD2_LRP6
WNT9B,FZD3_LRP6
WNT9B,FZD4_LRP6
WNT9B,FZD5_LRP6
WNT9B,FZD6_LRP6
WNT9B,FZD7_LRP6
WNT9B,FZD8_LRP6
WNT9B,FZD9_LRP6
WNT5A,FZD10
WNT5B,FZD1
WNT5B,FZD10
WNT5B,FZD2
WNT5B,FZD4
WNT5B,FZD5
WNT5B,FZD7
WNT5B,FZD8
WNT5B,FZD9
WNT11,FZD1
WNT11,FZD10
WNT11,FZD2
WNT11,FZD4
WNT11,FZD5
WNT11,FZD8
WNT11,FZD9
EGF,EGFR_ERBB2
TGFA,EGFR_ERBB2
AREG,EGFR_ERBB2
BTC,EGFR_ERBB2
BTC,ERBB2_ERBB4
HBEGF,EGFR_ERBB2
HBEGF,ERBB2_ERBB4
EREG,EGFR_ERBB2
EREG,ERBB2_ERBB4
NRG1,ERBB2_ERBB3
NRG1,ERBB2_ERBB4
NRG2,ERBB2_ERBB3
NRG2,ERBB2_ERBB4
NRG3,ERBB2_ERBB4
NRG4,ERBB2_ERBB4
NRG1,ITGAV_ITGB3
VEGFC,FLT4_KDR
VEGFD,FLT4_KDR
IGF1,ITGAV_ITGB3
IGF1,ITGA6_ITGB4
IGF2,ITGAV_ITGB3
IGF2,ITGA6_ITGB4
DHH,PTCH1_SMO
IHH,PTCH1_SMO
SHH,PTCH1_SMO
DHH,PTCH2_SMO
IHH,PTCH2_SMO
SHH,PTCH2_SMO
CCL27,CCR2
CCL27,CCR3
CCL1,ACKR4
CCL1,ACKR1
CCL16,ACKR1
CCL18,ACKR1
CXCL3,ACKR1
CXCL9,ACKR1
CXCL10,ACKR1
CXCL13,ACKR1
CCL26,ACKR2
MIF,CD74_CXCR4
MIF,CD44_CD74
MIF,CD74_CXCR2
MIF,ACKR3
IL2,IL20RA_IL20RB_IL2RG
IL2,IL2RB_IL2RG
IL4,IL13RA1_IL4R
IL4,IL13RA2_IL4R
IL13,IL13RA2_IL4R
CNTF,CNTFR_IL6ST_LIFR
CLCF1,CNTFR_IL6ST_LIFR
OSM,IL6ST_LIFR
IL22,IL10RB_IL22RA1
IL36RN,IL1RAP_IL1RL2
IL1F10,IL1RAP_IL1RL2
IL37,IL18R1_IL18RAP
IL17A_IL17F,IL17RA_IL17RC
IL25,IL17RA_IL17RB
KLK3,NGFR
SPP1,ITGAV_ITGB6
RETN,TLR4
RETN,CAP1
NAMPT,INSR
NAMPT,ITGA5_ITGB1
ANGPTL2,ITGA5_ITGB1
ANGPTL2,TLR4
ANGPTL2,LILRB3
ANGPTL1,LILRB3
ANGPTL7,LILRB3
ANGPTL4,ITGA5_ITGB1
ANGPTL4,ITGAV_ITGB3
ANGPTL4,CDH5
ANGPTL4,CDH11
ANGPTL4,SDC1
ANGPTL4,SDC2
ANGPTL4,SDC3
ANGPTL4,SDC4
ANGPTL3,ITGAV_ITGB3
ANGPT2,ITGA5_ITGB1
MDK,SDC2
MDK,ITGA4_ITGB1
MDK,ITGA6_ITGB1
MDK,NCL
PTN,SDC2
PTN,SDC4
PTN,ITGAV_ITGB3
PTN,NCL
POSTN,ITGAV_ITGB3
POSTN,ITGAV_ITGB5
C3,ITGAM_ITGB2
C3,ITGAX_ITGB2
C4A,CR2
NPY,NPY6R
NPY,GPR83
PPY,NPY6R
PPY,GPR83
PYY,NPY6R
PYY,GPR83
PDYN,OPRL1
POMC,OPRL1
PRSS3,F2R
GZMA,F2R
PRSS2,F2R
PRSS1,F2R
GZMA,F2RL1
PRSS3,F2RL2
CTSG,F2RL2
PLG,F2RL2
GZMA,F2RL2
PRSS2,F2RL2
PRSS1,F2RL2
PRSS3,F2RL3
CTSG,F2RL3
GZMA,F2RL3
PLG,F2RL3
PRSS2,F2RL3
PRSS1,F2RL3
PRSS3,PARD3
CTSG,PARD3
F2,PARD3
GZMA,PARD3
PLG,PARD3
PRSS2,PARD3
PRSS1,PARD3
GCG,GIPR
KLK3,NTRK1
SEMA3B,NRP1_PLXNA1
SEMA3B,NRP1_PLXNA2
SEMA3B,NRP1_PLXNA3
SEMA3B,NRP1_PLXNA4
SEMA3C,NRP1_PLXNA1
SEMA3C,NRP1_PLXNA2
SEMA3C,NRP1_PLXNA3
SEMA3C,NRP1_PLXNA4
SEMA3D,NRP1_PLXNA1
SEMA3D,NRP1_PLXNA2
SEMA3D,NRP1_PLXNA3
SEMA3D,NRP1_PLXNA4
SEMA3B,NRP2_PLXNA1
SEMA3B,NRP2_PLXNA2
SEMA3B,NRP2_PLXNA3
SEMA3B,NRP2_PLXNA4
SEMA3C,NRP2_PLXNA1
SEMA3C,NRP2_PLXNA2
SEMA3C,NRP2_PLXNA3
SEMA3C,NRP2_PLXNA4
SEMA3D,NRP2_PLXNA1
SEMA3D,NRP2_PLXNA2
SEMA3D,NRP2_PLXNA3
SEMA3D,NRP2_PLXNA4
SEMA3F,NRP2_PLXNA1
SEMA3F,NRP2_PLXNA2
SEMA3F,NRP2_PLXNA3
SEMA3F,NRP2_PLXNA4
SEMA3G,NRP2_PLXNA1
SEMA3G,NRP2_PLXNA2
SEMA3G,NRP2_PLXNA3
SEMA3G,NRP2_PLXNA4
SEMA3C,NRP1_NRP2_PLXND1
ENHO,GPR19
GHRH,VIPR2
GHRH,GHSR
IAPP,CALCRL
INSL3,RXFP4
INSL3,RXFP3
INSL5,RXFP2
INSL5,RXFP1
LGALS9,PTPRC
PMCH,MERTK
RLN1,RXFP3
RLN1,RXFP4
SLURP1,CHRNB1
SLURP1,CHRNB2
SLURP1,CHRNB3
SLURP1,CHRNB4
SLURP1,CHRNA1
SLURP1,CHRNA2
SLURP1,CHRNA3
SLURP1,CHRNA4
SLURP1,CHRNA5
SLURP1,CHRNA6
SLURP1,CHRNA9
SLURP1,CHRNA10
SLURP1,CHRND
SLURP1,CHRNE
SLURP1,CHRNG
SLURP2,CHRNB1
SLURP2,CHRNB2
SLURP2,CHRNB3
SLURP2,CHRNB4
SLURP2,CHRNA1
SLURP2,CHRNA2
SLURP2,CHRNA3
SLURP2,CHRNA4
SLURP2,CHRNA5
SLURP2,CHRNA6
SLURP2,CHRNA7
SLURP2,CHRNA9
SLURP2,CHRNA10
SLURP2,CHRND
SLURP2,CHRNE
SLURP2,CHRNG
UTS2B,SSTR5
BAG6,NCR3
FN1,ITGA3_ITGB1
FN1,ITGA4_ITGB1
LAMA1,ITGA2_ITGB1
LAMA2,ITGA2_ITGB1
LAMA3,ITGA2_ITGB1
LAMA4,ITGA2_ITGB1
LAMA5,ITGA2_ITGB1
LAMB1,ITGA2_ITGB1
LAMB2,ITGA2_ITGB1
LAMB3,ITGA2_ITGB1
LAMC1,ITGA2_ITGB1
LAMC2,ITGA2_ITGB1
LAMC3,ITGA2_ITGB1
CHAD,ITGA2_ITGB1
LAMA1,ITGA3_ITGB1
LAMA2,ITGA3_ITGB1
LAMA3,ITGA3_ITGB1
LAMA4,ITGA3_ITGB1
LAMA5,ITGA3_ITGB1
LAMB1,ITGA3_ITGB1
LAMB2,ITGA3_ITGB1
LAMB3,ITGA3_ITGB1
LAMC1,ITGA3_ITGB1
LAMC2,ITGA3_ITGB1
LAMC3,ITGA3_ITGB1
RELN,ITGA3_ITGB1
THBS1,ITGA3_ITGB1
THBS2,ITGA3_ITGB1
THBS3,ITGA3_ITGB1
THBS4,ITGA3_ITGB1
COMP,ITGA3_ITGB1
COL1A1,ITGA3_ITGB1
COL1A2,ITGA3_ITGB1
COL2A1,ITGA3_ITGB1
COL4A1,ITGA3_ITGB1
COL4A2,ITGA3_ITGB1
COL4A3,ITGA3_ITGB1
COL4A4,ITGA3_ITGB1
COL4A5,ITGA3_ITGB1
COL4A6,ITGA3_ITGB1
COL6A1,ITGA3_ITGB1
COL6A2,ITGA3_ITGB1
COL6A3,ITGA3_ITGB1
COL6A5,ITGA3_ITGB1
COL6A6,ITGA3_ITGB1
COL9A1,ITGA3_ITGB1
COL9A2,ITGA3_ITGB1
COL9A3,ITGA3_ITGB1
LAMA1,ITGA6_ITGB1
LAMA2,ITGA6_ITGB1
LAMA3,ITGA6_ITGB1
LAMA4,ITGA6_ITGB1
LAMA5,ITGA6_ITGB1
LAMB1,ITGA6_ITGB1
LAMB2,ITGA6_ITGB1
LAMB3,ITGA6_ITGB1
LAMC1,ITGA6_ITGB1
LAMC2,ITGA6_ITGB1
LAMC3,ITGA6_ITGB1
LAMA1,ITGA7_ITGB1
LAMA2,ITGA7_ITGB1
LAMA3,ITGA7_ITGB1
LAMA4,ITGA7_ITGB1
LAMA5,ITGA7_ITGB1
LAMB1,ITGA7_ITGB1
LAMB2,ITGA7_ITGB1
LAMB3,ITGA7_ITGB1
LAMC1,ITGA7_ITGB1
LAMC2,ITGA7_ITGB1
LAMC3,ITGA7_ITGB1
TNR,ITGA8_ITGB1
TNN,ITGA8_ITGB1
TNXB,ITGA8_ITGB1
FRAS1_FREM1_NPNT,ITGA8_ITGB1
FRAS1_FREM2_NPNT,ITGA8_ITGB1
TNR,ITGA9_ITGB1
TNN,ITGA9_ITGB1
TNXB,ITGA9_ITGB1
COL1A1,ITGA9_ITGB1
COL1A2,ITGA9_ITGB1
COL2A1,ITGA9_ITGB1
COL4A1,ITGA9_ITGB1
COL4A2,ITGA9_ITGB1
COL4A3,ITGA9_ITGB1
COL4A4,ITGA9_ITGB1
COL4A5,ITGA9_ITGB1
COL4A6,ITGA9_ITGB1
COL6A1,ITGA9_ITGB1
COL6A2,ITGA9_ITGB1
COL6A3,ITGA9_ITGB1
COL6A5,ITGA9_ITGB1
COL6A6,ITGA9_ITGB1
COL9A1,ITGA9_ITGB1
COL9A2,ITGA9_ITGB1
COL9A3,ITGA9_ITGB1
LAMA1,ITGA9_ITGB1
LAMA2,ITGA9_ITGB1
LAMA3,ITGA9_ITGB1
LAMA4,ITGA9_ITGB1
LAMA5,ITGA9_ITGB1
LAMB1,ITGA9_ITGB1
LAMB2,ITGA9_ITGB1
LAMB3,ITGA9_ITGB1
LAMC1,ITGA9_ITGB1
LAMC2,ITGA9_ITGB1
LAMC3,ITGA9_ITGB1
FN1,ITGAV_ITGB1
VTN,ITGAV_ITGB1
DSPP,ITGAV_ITGB1
FN1,ITGA4_ITGB7
FN1,ITGAV_ITGB3
VTN,ITGAV_ITGB3
VWF,ITGAV_ITGB3
TNC,ITGAV_ITGB3
TNR,ITGAV_ITGB3
TNN,ITGAV_ITGB3
TNXB,ITGAV_ITGB3
IBSP,ITGAV_ITGB3
THBS1,ITGAV_ITGB3
THBS2,ITGAV_ITGB3
THBS3,ITGAV_ITGB3
THBS4,ITGAV_ITGB3
COMP,ITGAV_ITGB3
DMP1,ITGAV_ITGB3
FN1,ITGA2B_ITGB3
VTN,ITGA2B_ITGB3
TNC,ITGA2B_ITGB3
TNR,ITGA2B_ITGB3
TNN,ITGA2B_ITGB3
TNXB,ITGA2B_ITGB3
VTN,ITGAV_ITGB5
IBSP,ITGAV_ITGB5
TNC,ITGAV_ITGB6
TNR,ITGAV_ITGB6
TNN,ITGAV_ITGB6
TNXB,ITGAV_ITGB6
DSPP,ITGAV_ITGB6
VTN,ITGAV_ITGB8
FN1,ITGAV_ITGB8
LAMA1,ITGAV_ITGB8
LAMA2,ITGAV_ITGB8
LAMA3,ITGAV_ITGB8
LAMA4,ITGAV_ITGB8
LAMA5,ITGAV_ITGB8
LAMB1,ITGAV_ITGB8
LAMB2,ITGAV_ITGB8
LAMB3,ITGAV_ITGB8
LAMC1,ITGAV_ITGB8
LAMC2,ITGAV_ITGB8
LAMC3,ITGAV_ITGB8
COL1A1,ITGAV_ITGB8
COL1A2,ITGAV_ITGB8
COL2A1,ITGAV_ITGB8
COL4A1,ITGAV_ITGB8
COL4A2,ITGAV_ITGB8
COL4A3,ITGAV_ITGB8
COL4A4,ITGAV_ITGB8
COL4A5,ITGAV_ITGB8
COL4A6,ITGAV_ITGB8
COL6A1,ITGAV_ITGB8
COL6A2,ITGAV_ITGB8
COL6A3,ITGAV_ITGB8
COL6A5,ITGAV_ITGB8
COL6A6,ITGAV_ITGB8
COL9A1,ITGAV_ITGB8
COL9A2,ITGAV_ITGB8
COL9A3,ITGAV_ITGB8
LAMA1,ITGA6_ITGB4
LAMA2,ITGA6_ITGB4
LAMA3,ITGA6_ITGB4
LAMA4,ITGA6_ITGB4
LAMA5,ITGA6_ITGB4
LAMB1,ITGA6_ITGB4
LAMB2,ITGA6_ITGB4
LAMB3,ITGA6_ITGB4
LAMC1,ITGA6_ITGB4
LAMC2,ITGA6_ITGB4
LAMC3,ITGA6_ITGB4
COL2A1,CD44
COL4A1,CD44
COL4A2,CD44
COL4A3,CD44
COL4A4,CD44
COL4A5,CD44
COL4A6,CD44
COL6A1,CD44
COL6A2,CD44
COL6A3,CD44
COL6A5,CD44
COL6A6,CD44
COL9A1,CD44
COL9A2,CD44
COL9A3,CD44
LAMA1,CD44
LAMA2,CD44
LAMA3,CD44
LAMA4,CD44
LAMA5,CD44
LAMB1,CD44
LAMB2,CD44
LAMB3,CD44
LAMC1,CD44
LAMC2,CD44
LAMC3,CD44
COL1A1,SDC1
COL1A2,SDC1
COL2A1,SDC1
COL4A1,SDC1
COL4A2,SDC1
COL4A3,SDC1
COL4A4,SDC1
COL4A5,SDC1
COL4A6,SDC1
COL6A1,SDC1
COL6A2,SDC1
COL6A3,SDC1
COL6A5,SDC1
COL6A6,SDC1
COL9A1,SDC1
COL9A2,SDC1
COL9A3,SDC1
FN1,SDC1
TNR,SDC1
TNN,SDC1
TNXB,SDC1
THBS2,SDC1
THBS3,SDC1
THBS4,SDC1
COMP,SDC1
COL1A1,SDC4
COL1A2,SDC4
COL2A1,SDC4
COL4A1,SDC4
COL4A2,SDC4
COL4A3,SDC4
COL4A4,SDC4
COL4A5,SDC4
COL4A6,SDC4
COL6A1,SDC4
COL6A2,SDC4
COL6A3,SDC4
COL6A5,SDC4
COL6A6,SDC4
COL9A1,SDC4
COL9A2,SDC4
COL9A3,SDC4
TNR,SDC4
TNN,SDC4
TNXB,SDC4
THBS2,SDC4
THBS3,SDC4
THBS4,SDC4
COMP,SDC4
LAMA1,SV2A
LAMA2,SV2A
LAMA3,SV2A
LAMA4,SV2A
LAMA5,SV2A
LAMB1,SV2A
LAMB2,SV2A
LAMB3,SV2A
LAMC1,SV2A
LAMC2,SV2A
LAMC3,SV2A
LAMA1,SV2B
LAMA2,SV2B
LAMA3,SV2B
LAMA4,SV2B
LAMA5,SV2B
LAMB1,SV2B
LAMB2,SV2B
LAMB3,SV2B
LAMC1,SV2B
LAMC2,SV2B
LAMC3,SV2B
LAMA1,SV2C
LAMA2,SV2C
LAMA3,SV2C
LAMA4,SV2C
LAMA5,SV2C
LAMB1,SV2C
LAMB2,SV2C
LAMB3,SV2C
LAMC1,SV2C
LAMC2,SV2C
LAMC3,SV2C
THBS3,CD36
THBS4,CD36
COL1A1,GP6
COL1A2,GP6
COL2A1,GP6
COL4A1,GP6
COL4A2,GP6
COL4A3,GP6
COL4A4,GP6
COL4A5,GP6
COL4A6,GP6
COL6A1,GP6
COL6A2,GP6
COL6A3,GP6
COL6A5,GP6
COL6A6,GP6
COL9A1,GP6
COL9A2,GP6
COL9A3,GP6
THBS3,CD47
THBS4,CD47
COMP,CD47
AGRN,DAG1
HSPG2,DAG1
LAMA1,DAG1
LAMA2,DAG1
LAMA3,DAG1
LAMA4,DAG1
LAMA5,DAG1
LAMB1,DAG1
LAMB2,DAG1
LAMB3,DAG1
LAMC1,DAG1
LAMC2,DAG1
LAMC3,DAG1
ANXA1,FPR2_FPR3
PTPRC,CD22
CD22,PTPRC
FCER2,ITGAM_ITGB2
FCER2,ITGAX_ITGB2
FCER2,ITGAV_ITGB3
FCER2,CR2
ENTPD1,ADORA1
ENTPD1,ADORA2A
ENTPD1,ADORA2B
ENTPD1,TMIGD3
PTPRC,MRC1
CD99,CD99L2
CDH1,ITGA2_ITGB1
CD8A,CEACAM5
CEACAM1,CEACAM5
CLEC2A,KLRB1
CLEC2B,KLRB1
CD69,KLRB1
CLEC2L,KLRB1
CLEC1B,KLRB1
NFASC,CNTN1_CNTNAP1
CNTN2,CNTN2_CNTNAP2
CNTN2,L1CAM
CNTN1,NRCAM
CSPG4,ITGA3_ITGB1
GP1BA,ITGAM_ITGB2
ICAM1,ITGAX_ITGB2
ICAM1,ITGAM_ITGB2
ICAM2,ITGAM_ITGB2
ICAM5,CD209
ITGB2,CD226
JAM2,ITGA3_ITGB1
JAM2,ITGAV_ITGB1
JAM3,ITGAM_ITGB2
F11R,ITGAL_ITGB2
JAM2,JAM3
JAM3,JAM2
JAM2,F11R
F11R,JAM2
JAM3,F11R
F11R,JAM3
L1CAM,ITGAV_ITGB3
L1CAM,ITGA4_ITGB7
LCK,CD8A_CD8B
HLA-A,CD8A
HLA-B,CD8A
HLA-C,CD8A
HLA-E,CD8A
HLA-F,CD8A
HLA-G,CD8A
HLA-A,CD8B
HLA-B,CD8B
HLA-C,CD8B
HLA-E,CD8B
HLA-F,CD8B
HLA-G,CD8B
HLA-A,CD8B2
HLA-B,CD8B2
HLA-C,CD8B2
HLA-E,CD8B2
HLA-F,CD8B2
HLA-G,CD8B2
HLA-C,KIR2DS1
HLA-C,KIR2DS4
HLA-F,KIR3DL1
HLA-F,KIR3DL2
HLA-C,KIR3DL3
HLA-F,KIR3DS1
HLA-E,KLRC2_KLRD1
HLA-E,KLRC3_KLRD1
HLA-DPA1,CD4
HLA-DPB1,CD4
HLA-DQA1,CD4
HLA-DMA,CD4
HLA-DMB,CD4
HLA-DQA2,CD4
HLA-DOA,CD4
HLA-DOB,CD4
HLA-DQB1,CD4
HLA-DRA,CD4
HLA-DRB1,CD4
HLA-DRB3,CD4
HLA-DRB4,CD4
HLA-DRB5,CD4
MPZ,MPZL1
NCAM1,NCAM2
NCAM1,L1CAM
NCAM2,L1CAM
NECTIN1,CADM3
NECTIN1,NECTIN4
NECTIN1,NECTIN3
NECTIN3,NECTIN1
NECTIN3,NECTIN2
NECTIN3,PVR
ULBP1,HCST_KLRK1
DLK1,NOTCH4
SELE,CD44
SELE,GLG1
SELL,GLYCAM1
SELL,MADCAM1
SEMA4A,NRP1_PLXNA1
SEMA4A,NRP1_PLXNA2
SEMA4A,NRP1_PLXNA3
SEMA4A,NRP1_PLXNA4
SEMA4D,PLXNB3
SEMA5A,PLXNA1
SEMA5B,PLXNA1
SEMA5A,PLXNA3
SEMA5B,PLXNA3
SEMA6D,KDR_PLXNA1
SEMA6D,PLXNA1_TREM2_TYROBP
SEMA6B,PLXNA2
SEMA6B,PLXNA4
SIGLEC1,SPN
THY1,ITGAM_ITGB2
THY1,ITGAX_ITGB2
THY1,ITGAV_ITGB3
VSIR,IGSF11
ANGPTL1,ITGA1_ITGB1
COL1A1,ITGA1_ITGB1
COL1A2,ITGA1_ITGB1
COL2A1,ITGA1_ITGB1
COL4A1,ITGA1_ITGB1
COL4A2,ITGA1_ITGB1
COL4A3,ITGA1_ITGB1
COL4A4,ITGA1_ITGB1
COL4A5,ITGA1_ITGB1
COL4A6,ITGA1_ITGB1
COL6A1,ITGA1_ITGB1
COL6A2,ITGA1_ITGB1
COL6A3,ITGA1_ITGB1
COL6A5,ITGA1_ITGB1
COL6A6,ITGA1_ITGB1
COL9A1,ITGA1_ITGB1
COL9A2,ITGA1_ITGB1
COL9A3,ITGA1_ITGB1
LAMA1,ITGA1_ITGB1
LAMA2,ITGA1_ITGB1
LAMA3,ITGA1_ITGB1
LAMA4,ITGA1_ITGB1
LAMA5,ITGA1_ITGB1
LAMB1,ITGA1_ITGB1
LAMB2,ITGA1_ITGB1
LAMB3,ITGA1_ITGB1
LAMC1,ITGA1_ITGB1
LAMC2,ITGA1_ITGB1
LAMC3,ITGA1_ITGB1
