cohort,compartment,label,set,mean_set_transcript_share_IPF,mean_set_transcript_share_control,delta_transcript_share
GSE136831,macrophages,Macrophage,GOBP_REGULATION_OF_MITOTIC_CYTOKINESIS,0.6351059769216921,0.5263362345002187,0.10876974242147341
GSE136831,macrophages,Macrophage,GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS,0.6500163713348964,0.5422603239058166,0.10775604742907985
GSE136831,macrophages,Macrophage,GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,0.693824353694569,0.5737326420762466,0.12009171161832233
GSE136831,macrophages,Macrophage,GOBP_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS,0.6543295952102991,0.5650585495427773,0.08927104566752175
GSE136831,macrophages,Macrophage,GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX,0.6434470607167619,0.5460228601577728,0.09742420055898915
GSE136831,macrophages,Macrophage,GOBP_POSITIVE_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY,0.6207093802933508,0.5238073741963664,0.0969020060969844
GSE136831,macrophages,Macrophage,GOBP_RESPIRATORY_BURST,0.6181410477653266,0.508585602229449,0.1095554455358776
GSE136831,macrophages,Macrophage,GOBP_PEPTIDYL_CYSTEINE_MODIFICATION,0.6598186744682086,0.5721047884933195,0.08771388597488916
GSE136831,macrophages,Macrophage,GOBP_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY,0.638746705861155,0.5372653073477436,0.10148139851341142
GSE136831,macrophages,Macrophage,GOBP_MITOTIC_SPINDLE_ASSEMBLY,0.6338300480578072,0.5395260726128317,0.09430397544497549
GSE136831,macrophages,Macrophage,GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,0.6489879760272363,0.5247328677034687,0.12425510832376763
GSE136831,macrophages,Macrophage,GOBP_DNA_STRAND_ELONGATION,0.6226061580505813,0.5162823672468404,0.10632379080374088
GSE136831,macrophages,Macrophage,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,0.6580773864955358,0.5521761637316158,0.10590122276392
GSE136831,macrophages,Macrophage,GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING,0.6576677163861511,0.553381111744098,0.10428660464205308
GSE136831,macrophages,Macrophage,GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS,0.6662189607236146,0.5475501752977977,0.11866878542581694
GSE136831,macrophages,Macrophage,GOBP_TRICARBOXYLIC_ACID_CYCLE,0.6362939645453489,0.5125593619981418,0.12373460254720714
GSE136831,macrophages,Macrophage,GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,0.654319733983651,0.5485140057955856,0.10580572818806533
GSE136831,macrophages,Macrophage,GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS,0.6425899556735986,0.5413201583817667,0.10126979729183183
GSE136831,macrophages,Macrophage,GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_BY_RNA_POLYMERASE_II,0.6722762348893945,0.5864219452245023,0.08585428966489217
GSE136831,macrophages,Macrophage,GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,0.6807741624746074,0.5782399415521794,0.10253422092242803
GSE136831,macrophages,Macrophage,GOBP_REGULATION_OF_DNA_REPLICATION,0.6352307299494548,0.5428189913494252,0.0924117386000296
GSE136831,macrophages,Macrophage,GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,0.7324314755637586,0.6059249004236037,0.12650657514015495
GSE136831,macrophages,Macrophage,GOBP_MEIOTIC_SPINDLE_ORGANIZATION,0.6545761344633264,0.5595648560653185,0.09501127839800794
GSE136831,macrophages,Macrophage,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB,0.622651785868364,0.520080302535356,0.10257148333300803
GSE136831,macrophages,Macrophage,GOBP_REGULATION_OF_CYCLASE_ACTIVITY,0.6389369706921427,0.5321776390689714,0.1067593316231713
GSE136831,macrophages,Macrophage,GOBP_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL,0.7205323328692461,0.6221975134616826,0.0983348194075635
GSE136831,macrophages,Macrophage,GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION,0.7545044920332915,0.6753137948965162,0.07919069713677529
GSE136831,macrophages,Macrophage,GOBP_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,0.6673206381017456,0.5743811599286419,0.09293947817310366
GSE136831,macrophages,Macrophage,GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT,0.6505289813747983,0.5782725819484522,0.0722563994263461
GSE136831,macrophages,Macrophage,GOBP_MICROTUBULE_ANCHORING,0.6431414087843167,0.5394969009036961,0.10364450788062063
GSE136831,macrophages,Macrophage,GOBP_HUMORAL_IMMUNE_RESPONSE,0.6063312342402251,0.5042105930769913,0.10212064116323372
GSE136831,macrophages,Macrophage,GOBP_PYRIMIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,0.6309946740942938,0.513742194902732,0.11725247919156179
GSE136831,macrophages,Macrophage,GOBP_COLLAGEN_CATABOLIC_PROCESS,0.694987593008626,0.5619451128716831,0.13304248013694286
GSE136831,macrophages,Macrophage,GOBP_MATERNAL_PLACENTA_DEVELOPMENT,0.758737111659934,0.5959642106528159,0.16277290100711805
GSE136831,macrophages,Macrophage,GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,0.6688781111177835,0.5832238305834342,0.08565428053434931
GSE136831,macrophages,Macrophage,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,0.614772017024884,0.49779622247863514,0.1169757945462489
GSE136831,macrophages,Macrophage,GOBP_STEROL_BIOSYNTHETIC_PROCESS,0.6809853801468493,0.5521585241206718,0.1288268560261775
GSE136831,macrophages,Macrophage,GOBP_DNA_CONFORMATION_CHANGE,0.6416609821053945,0.5466640744918388,0.09499690761355561
GSE136831,macrophages,Macrophage,GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION,0.6593057425331788,0.5526620526965224,0.1066436898366564
GSE136831,macrophages,Macrophage,GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT,0.6723177929968982,0.5598105244522045,0.11250726854469373
GSE136831,macrophages,Macrophage,GOBP_NUCLEOSIDE_METABOLIC_PROCESS,0.6690033297913037,0.5760347996605502,0.09296853013075357
GSE136831,macrophages,Macrophage,GOBP_PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS,0.6621428300350414,0.5699659758085226,0.09217685422651878
GSE136831,macrophages,Macrophage,GOBP_GLYCOSYL_COMPOUND_BIOSYNTHETIC_PROCESS,0.6775820083403284,0.568090365526388,0.10949164281394042
GSE136831,macrophages,Macrophage,GOBP_CYTOKINESIS,0.6383992591989691,0.5330383016664032,0.10536095753256591
GSE136831,macrophages,Macrophage,GOBP_DENDRITIC_CELL_CHEMOTAXIS,0.7029557497468525,0.6116867592444529,0.09126899050239956
GSE136831,macrophages,Macrophage,GOBP_MITOCHONDRION_ORGANIZATION,0.643604343628033,0.5256476592550902,0.11795668437294282
GSE136831,macrophages,Macrophage,GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS,0.6500818677368365,0.5497068913419552,0.10037497639488135
GSE136831,macrophages,Macrophage,GOBP_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,0.6470593145944152,0.5528911122856394,0.09416820230877587
GSE136831,macrophages,Macrophage,GOBP_REGULATION_OF_CYTOKINESIS,0.6299560838306295,0.5239911338411358,0.10596494998949368
GSE136831,macrophages,Macrophage,GOBP_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,0.6261070193796093,0.5131457210731797,0.11296129830642965
GSE136831,macrophages,Macrophage,GOBP_FEMALE_MEIOTIC_NUCLEAR_DIVISION,0.6743299593890528,0.5898302996802932,0.08449965970875961
GSE136831,macrophages,Macrophage,GOBP_PROTEIN_NEDDYLATION,0.6736748389117969,0.5935555566077418,0.08011928230405507
GSE136831,macrophages,Macrophage,GOBP_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION,0.6569806410869548,0.5790624143312174,0.07791822675573734
GSE136831,macrophages,Macrophage,GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY,0.6634644509432863,0.5668125697111028,0.09665188123218349
GSE136831,macrophages,Macrophage,GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION,0.6563721279559549,0.5494851667314251,0.10688696122452979
GSE136831,macrophages,Macrophage,GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX,0.6140778664894819,0.4920744055685888,0.12200346092089315
GSE136831,macrophages,Macrophage,GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS,0.6226539195704974,0.508643835418447,0.11401008415205038
GSE136831,macrophages,Macrophage,GOBP_RESPONSE_TO_CHEMOKINE,0.6485499471253413,0.573643498260461,0.07490644886488029
GSE136831,macrophages,Macrophage,GOBP_SPINDLE_ASSEMBLY,0.6421348839988664,0.5476244820900596,0.09451040190880677
GSE136831,macrophages,Macrophage,GOBP_KINETOCHORE_ORGANIZATION,0.6090805868711426,0.5260171803432565,0.08306340652788613
GSE136831,macrophages,Macrophage,GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION,0.6457206359290265,0.5485668261885471,0.09715380974047938
GSE136831,macrophages,Macrophage,GOBP_AMP_METABOLIC_PROCESS,0.6979321812528085,0.5899381264892148,0.1079940547635937
GSE136831,macrophages,Macrophage,GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE,0.6524723640684212,0.548782550444996,0.10368981362342522
GSE136831,macrophages,Macrophage,GOBP_MEMBRANE_BIOGENESIS,0.6645421617547465,0.560828632212185,0.10371352954256141
GSE136831,macrophages,Macrophage,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN,0.614398677613389,0.49394256313312634,0.12045611448026261
GSE136831,macrophages,Macrophage,GOBP_SPINDLE_ORGANIZATION,0.6364261939788332,0.5434333488271663,0.09299284515166684
GSE136831,macrophages,Macrophage,GOBP_MATURATION_OF_LSU_RRNA,0.6717898939752496,0.5725653852092372,0.09922450876601241
GSE136831,macrophages,Macrophage,GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,0.6516625529983127,0.5430237856921633,0.10863876730614941
GSE136831,macrophages,Macrophage,GOBP_CELL_CYCLE_PHASE_TRANSITION,0.6533686419501885,0.5470623398954721,0.10630630205471636
GSE136831,macrophages,Macrophage,GOBP_AMINOGLYCAN_CATABOLIC_PROCESS,0.7246145091768118,0.5967740284671049,0.12784048070970688
GSE136831,macrophages,Macrophage,GOBP_MEIOTIC_CHROMOSOME_SEGREGATION,0.6412804955100531,0.5407373164359021,0.100543179074151
GSE136831,macrophages,Macrophage,GOBP_REGULATION_OF_EXIT_FROM_MITOSIS,0.6662163246066257,0.5257102719723982,0.14050605263422755
GSE136831,macrophages,Macrophage,GOBP_GLUTATHIONE_METABOLIC_PROCESS,0.6543233191393156,0.5565832454569604,0.09774007368235527
GSE136831,macrophages,Macrophage,GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS,0.6416284650994525,0.544040789982838,0.09758767511661448
GSE136831,macrophages,Macrophage,GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,0.6567618096136723,0.5601234517674001,0.09663835784627217
GSE136831,macrophages,Macrophage,GOBP_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,0.6449906801989156,0.5227998949018348,0.12219078529708083
GSE136831,macrophages,Macrophage,GOBP_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,0.6488461893877355,0.5612277906732206,0.08761839871451493
GSE136831,macrophages,Macrophage,GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE,0.6589366537465478,0.5398067807569785,0.11912987298956923
GSE136831,macrophages,Macrophage,GOBP_COLLAGEN_METABOLIC_PROCESS,0.6770860920141497,0.5554598189950811,0.12162627301906859
GSE136831,macrophages,Macrophage,GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS,0.6426438357609987,0.5459032907119744,0.0967405450490243
GSE136831,macrophages,Macrophage,GOBP_CELLULAR_METABOLIC_COMPOUND_SALVAGE,0.6752667764662422,0.5696416307037961,0.10562514576244608
GSE136831,macrophages,Macrophage,GOBP_LUNG_CELL_DIFFERENTIATION,0.6408176868348054,0.5519159557573342,0.08890173107747124
GSE136831,macrophages,Macrophage,GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION,0.644086342079626,0.5399301368390171,0.10415620524060887
GSE136831,macrophages,Macrophage,GOBP_DECIDUALIZATION,0.7661755310092582,0.600516215071832,0.16565931593742622
GSE136831,macrophages,Macrophage,GOBP_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE,0.6004768873309894,0.4862998350554487,0.11417705227554065
GSE136831,macrophages,Macrophage,GOBP_MEMBRANE_RAFT_ORGANIZATION,0.6561218094984258,0.5399331195621381,0.11618868993628773
GSE136831,macrophages,Macrophage,GOBP_GLYCOSYL_COMPOUND_CATABOLIC_PROCESS,0.6660828809401849,0.5768705582144893,0.08921232272569557
GSE136831,macrophages,Macrophage,GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION,0.6684710392054496,0.5297509392785595,0.13872009992689005
GSE136831,macrophages,Macrophage,GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL,0.6676488629798921,0.5594022405154627,0.1082466224644294
GSE136831,macrophages,Macrophage,GOBP_ACTIN_NUCLEATION,0.6748613979024678,0.5629498859783355,0.11191151192413229
GSE136831,macrophages,Macrophage,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN,0.6067185434727558,0.48650277696043637,0.12021576651231941
GSE136831,macrophages,Macrophage,GOBP_GRANULOCYTE_CHEMOTAXIS,0.6239288837024046,0.5350077654806792,0.08892111822172544
GSE136831,macrophages,Macrophage,GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS,0.6715845107993481,0.5575337309528762,0.11405077984647194
GSE136831,macrophages,Macrophage,GOBP_GRANULOCYTE_MIGRATION,0.6258425926004915,0.535656062365338,0.09018653023515344
GSE136831,macrophages,Macrophage,GOBP_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,0.66636654403183,0.5851650536810179,0.08120149035081214
GSE136831,macrophages,Macrophage,GOBP_PLATELET_AGGREGATION,0.6417813092360223,0.5472316508171383,0.09454965841888396
GSE136831,macrophages,Macrophage_Alveolar,HALLMARK_E2F_TARGETS,0.37385269801218757,0.4651414768671436,-0.09128877885495601
GSE136831,macrophages,Macrophage_Alveolar,HALLMARK_MYC_TARGETS_V1,0.3470996876892414,0.44553974292223103,-0.09844005523298965
GSE136831,macrophages,Macrophage_Alveolar,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.36311349272976245,0.4778425788117579,-0.11472908608199545
GSE136831,macrophages,Macrophage_Alveolar,HALLMARK_MYC_TARGETS_V2,0.3567500847523697,0.47144044268404905,-0.11469035793167937
GSE136831,macrophages,Macrophage_Alveolar,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.3147001829198937,0.4141978236814489,-0.0994976407615552
GSE136831,macrophages,Macrophage_Alveolar,HALLMARK_G2M_CHECKPOINT,0.34330488077994614,0.4399840938646438,-0.09667921308469768
GSE136831,macrophages,Macrophage_Alveolar,HALLMARK_COAGULATION,0.39460395665348025,0.5113098012876767,-0.11670584463419642
GSE136831,macrophages,Macrophage_Alveolar,HALLMARK_DNA_REPAIR,0.35031959432046755,0.4625425359968501,-0.11222294167638253
GSE136831,macrophages,Macrophage_Alveolar,HALLMARK_MTORC1_SIGNALING,0.35065863110616396,0.4523355900423973,-0.10167695893623335
GSE136831,macrophages,Macrophage_Alveolar,HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.37016199036199793,0.4790814079795575,-0.10891941761755958
GSE136831,macrophages,Macrophage_Alveolar,HALLMARK_GLYCOLYSIS,0.3444652927027151,0.445156326256054,-0.10069103355333892
GSE136831,macrophages,Macrophage_Alveolar,HALLMARK_ESTROGEN_RESPONSE_LATE,0.32472643045876326,0.41333747542016264,-0.08861104496139938
GSE136831,macrophages,Macrophage_Alveolar,HALLMARK_ADIPOGENESIS,0.3837704810264258,0.4843659049323949,-0.1005954239059691
GSE136831,macrophages,Macrophage_Alveolar,HALLMARK_FATTY_ACID_METABOLISM,0.35832945935896743,0.473640410704645,-0.11531095134567759
GSE136831,macrophages,Macrophage_Alveolar,HALLMARK_ANGIOGENESIS,0.282159055411826,0.4143578443827195,-0.1321987889708935
GSE136831,macrophages,Macrophage_Alveolar,HALLMARK_COMPLEMENT,0.37197261786300173,0.4708839521686511,-0.09891133430564936
GSE136831,macrophages,Macrophage_Alveolar,HALLMARK_ALLOGRAFT_REJECTION,0.35768621301805315,0.4649542721315801,-0.10726805911352694
GSE136831,macrophages,Macrophage_Alveolar,HALLMARK_TGF_BETA_SIGNALING,0.3403108619912924,0.41197490403060744,-0.07166404203931503
GSE136831,macrophages,Macrophage_Alveolar,GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,0.3775144725702504,0.5146297095421488,-0.13711523697189842
GSE136831,macrophages,Macrophage_Alveolar,GOBP_OXIDATIVE_PHOSPHORYLATION,0.3772110716920952,0.5111139720813129,-0.1339029003892177
GSE136831,macrophages,Macrophage_Alveolar,GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS,0.3736258582030133,0.5046970353289488,-0.13107117712593552
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MITOCHONDRIAL_TRANSLATION,0.3618816782827884,0.48265968579926394,-0.12077800751647555
GSE136831,macrophages,Macrophage_Alveolar,GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,0.3856010740905309,0.505789091880776,-0.12018801779024513
GSE136831,macrophages,Macrophage_Alveolar,GOBP_ATP_BIOSYNTHETIC_PROCESS,0.3859096762971566,0.5062118594194882,-0.1203021831223316
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,0.3773413477932982,0.5140264680090901,-0.13668512021579193
GSE136831,macrophages,Macrophage_Alveolar,GOBP_AEROBIC_RESPIRATION,0.3762751826098095,0.5085476929055154,-0.13227251029570586
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE,0.3736737882317973,0.510965913648821,-0.13729212541702374
GSE136831,macrophages,Macrophage_Alveolar,GOBP_ELECTRON_TRANSPORT_CHAIN,0.37660227135163016,0.5126724112684947,-0.13607013991686456
GSE136831,macrophages,Macrophage_Alveolar,GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION,0.3414765325441862,0.43588728807352045,-0.09441075552933426
GSE136831,macrophages,Macrophage_Alveolar,GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION,0.3401668503683716,0.43564637494438746,-0.09547952457601588
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MITOCHONDRIAL_GENE_EXPRESSION,0.35416289387788935,0.4679884615764504,-0.11382556769856106
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION,0.34248300727930814,0.4429117307156378,-0.10042872343632964
GSE136831,macrophages,Macrophage_Alveolar,GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,0.3376085782770636,0.4286197587359475,-0.0910111804588839
GSE136831,macrophages,Macrophage_Alveolar,GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION,0.3399302646221837,0.43731216651709026,-0.09738190189490659
GSE136831,macrophages,Macrophage_Alveolar,GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY,0.3794294953320724,0.517497054520913,-0.13806755918884062
GSE136831,macrophages,Macrophage_Alveolar,GOBP_CELLULAR_RESPIRATION,0.37536093490142025,0.506365766729406,-0.13100483182798578
GSE136831,macrophages,Macrophage_Alveolar,GOBP_CHROMOSOME_SEPARATION,0.3429060898779845,0.44285727417785226,-0.09995118429986777
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION,0.3628337812881937,0.45999514452227225,-0.09716136323407853
GSE136831,macrophages,Macrophage_Alveolar,GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION,0.34447813243484293,0.4376687013787385,-0.09319056894389555
GSE136831,macrophages,Macrophage_Alveolar,GOBP_CYTOPLASMIC_TRANSLATION,0.33937408976108085,0.4306209142060548,-0.09124682444497395
GSE136831,macrophages,Macrophage_Alveolar,GOBP_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY,0.36768152171721047,0.4887035049195662,-0.12102198320235574
GSE136831,macrophages,Macrophage_Alveolar,GOBP_REGULATION_OF_NUCLEAR_DIVISION,0.3434738090019428,0.4353269619469571,-0.09185315294501428
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT,0.39159914906950555,0.49077161868234925,-0.0991724696128437
GSE136831,macrophages,Macrophage_Alveolar,GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS,0.38223862931165364,0.49984629485529886,-0.11760766554364521
GSE136831,macrophages,Macrophage_Alveolar,GOBP_RIBOSOME_BIOGENESIS,0.3393746784886146,0.4333806566459413,-0.0940059781573267
GSE136831,macrophages,Macrophage_Alveolar,GOBP_METAPHASE_CHROMOSOME_ALIGNMENT,0.3777548934931272,0.47265188124478635,-0.09489698775165917
GSE136831,macrophages,Macrophage_Alveolar,GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS,0.33091286744868215,0.4240696328942609,-0.09315676544557877
GSE136831,macrophages,Macrophage_Alveolar,GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE,0.3845771955547408,0.4717515373876194,-0.08717434183287859
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MITOTIC_NUCLEAR_DIVISION,0.35634997391345324,0.45254700006162624,-0.09619702614817299
GSE136831,macrophages,Macrophage_Alveolar,GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,0.3816206568773947,0.499433653610292,-0.1178129967328973
GSE136831,macrophages,Macrophage_Alveolar,GOBP_LYSOSOMAL_LUMEN_ACIDIFICATION,0.3537208762305826,0.4805797815173352,-0.1268589052867526
GSE136831,macrophages,Macrophage_Alveolar,GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE,0.3709067763377111,0.4593802628722199,-0.08847348653450882
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN,0.38041180308145184,0.5168899484593203,-0.1364781453778685
GSE136831,macrophages,Macrophage_Alveolar,GOBP_RRNA_PROCESSING,0.33967336608433096,0.43252917232803445,-0.09285580624370349
GSE136831,macrophages,Macrophage_Alveolar,GOBP_SISTER_CHROMATID_SEGREGATION,0.3606732501287235,0.45828558383272516,-0.09761233370400169
GSE136831,macrophages,Macrophage_Alveolar,GOBP_DNA_UNWINDING_INVOLVED_IN_DNA_REPLICATION,0.3439889732693499,0.45725943966731547,-0.11327046639796556
GSE136831,macrophages,Macrophage_Alveolar,GOBP_EOSINOPHIL_MIGRATION,0.39004020658352967,0.5208871331502057,-0.13084692656667607
GSE136831,macrophages,Macrophage_Alveolar,GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION,0.3535313079542666,0.4503503031054225,-0.09681899515115588
GSE136831,macrophages,Macrophage_Alveolar,GOBP_PROTEIN_MATURATION_BY_IRON_SULFUR_CLUSTER_TRANSFER,0.3449302941285509,0.4687877546877082,-0.1238574605591573
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MONOCYTE_CHEMOTAXIS,0.3554879121117085,0.4566601230257212,-0.10117221091401268
GSE136831,macrophages,Macrophage_Alveolar,GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,0.38694478423270356,0.5119386497601555,-0.1249938655274519
GSE136831,macrophages,Macrophage_Alveolar,GOBP_CYTOCHROME_COMPLEX_ASSEMBLY,0.36711232203087296,0.47077659999224497,-0.10366427796137201
GSE136831,macrophages,Macrophage_Alveolar,GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,0.32745170802331425,0.4474920571275333,-0.12004034910421907
GSE136831,macrophages,Macrophage_Alveolar,GOBP_REGULATION_OF_SISTER_CHROMATID_SEGREGATION,0.35349669437915293,0.45055138096489805,-0.09705468658574512
GSE136831,macrophages,Macrophage_Alveolar,GOBP_CHROMOSOME_LOCALIZATION,0.3693535964863608,0.46702700481389786,-0.09767340832753707
GSE136831,macrophages,Macrophage_Alveolar,GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION,0.3528564257312824,0.45308009990536,-0.10022367417407763
GSE136831,macrophages,Macrophage_Alveolar,GOBP_ATP_METABOLIC_PROCESS,0.3826403084993661,0.5007374525820815,-0.11809714408271538
GSE136831,macrophages,Macrophage_Alveolar,GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY,0.35288500534063094,0.4409931542314504,-0.08810814889081947
GSE136831,macrophages,Macrophage_Alveolar,GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS,0.3805803139716552,0.49460100099258947,-0.11402068702093426
GSE136831,macrophages,Macrophage_Alveolar,GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION,0.34199044260634937,0.4383050000012487,-0.09631455739489936
GSE136831,macrophages,Macrophage_Alveolar,GOBP_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION,0.3985906234583511,0.4977534329891319,-0.09916280953078077
GSE136831,macrophages,Macrophage_Alveolar,GOBP_REGULATION_OF_SPINDLE_CHECKPOINT,0.32610187897520904,0.4298152481883676,-0.10371336921315855
GSE136831,macrophages,Macrophage_Alveolar,GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE,0.3662915447471176,0.45162268673360634,-0.08533114198648872
GSE136831,macrophages,Macrophage_Alveolar,GOBP_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS,0.31067556872372964,0.4021231038490208,-0.09144753512529114
GSE136831,macrophages,Macrophage_Alveolar,GOBP_RIBOSOME_ASSEMBLY,0.34624808409359853,0.43582298264906705,-0.08957489855546852
GSE136831,macrophages,Macrophage_Alveolar,GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS,0.3732280655814558,0.5006499980680895,-0.1274219324866337
GSE136831,macrophages,Macrophage_Alveolar,GOBP_RRNA_METABOLIC_PROCESS,0.34030599287526586,0.43393450191909233,-0.09362850904382647
