cohort,unit,unit_type,genotype,stage,injury,independence,seed,group,n_cells,module,kind,n_genes,total_genes,coverage,score,interpretable,label_overlap
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,AT1-like,202,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.0735910129474486,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,AT2-like,202,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.08582147277227724,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,AT2-like,202,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.06435643564356436,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,EMT,35,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.10892857142857143,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,EMT,35,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.07994505494505494,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,GI epithelium-like,11,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.11221590909090909,False,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,GI epithelium-like,11,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.06643356643356643,False,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,HPCS,449,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.12353841870824055,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,HPCS,449,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.08345468562617782,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Highly proliferative,14,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.11774553571428571,False,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Highly proliferative,14,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.08653846153846152,False,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Hybrid lung/gastric-like,134,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.10418610074626865,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Hybrid lung/gastric-like,134,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.07677956371986222,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Lung endoderm-like,216,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.08586516203703703,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Lung endoderm-like,216,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.06797542735042736,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT1-like,29,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.10856681034482758,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT1-like,29,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.07924403183023873,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT2-like,594,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.12623632154882156,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT2-like,594,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.0882057757057757,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,EMT,180,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.11831597222222222,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,EMT,180,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.08247863247863248,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,GI epithelium-like,26,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.1280048076923077,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,GI epithelium-like,26,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.07877218934911244,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,HPCS,679,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.13298508836524298,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,HPCS,679,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.08685000566443865,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,Highly proliferative,7,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.10044642857142856,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,Highly proliferative,7,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.06318681318681318,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,Hybrid lung/gastric-like,525,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.10730654761904762,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,Hybrid lung/gastric-like,525,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.0765934065934066,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,AT1-like,29,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.10533405172413793,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,AT1-like,29,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.07493368700265253,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,AT2-like,594,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.12486847643097643,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,AT2-like,594,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.08738021238021237,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,EMT,180,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.11788194444444444,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,EMT,180,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.08114316239316238,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,GI epithelium-like,26,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.12259615384615385,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,GI epithelium-like,26,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.07692307692307693,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,HPCS,679,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.1322487113402062,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,HPCS,679,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.08485329103885805,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Highly proliferative,7,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.09598214285714285,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Highly proliferative,7,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.06456043956043955,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Hybrid lung/gastric-like,525,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.10726190476190477,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Hybrid lung/gastric-like,525,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.07567765567765566,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,153,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.09814133986928104,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,153,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.0823278029160382,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,135,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.11342592592592593,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,135,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.08048433048433049,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,153,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.10110294117647059,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,153,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.08603569632981398,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,135,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.11238425925925925,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,135,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.07735042735042735,True,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,29,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.09321120689655171,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,29,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.07692307692307693,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,23,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.09442934782608695,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,23,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.06270903010033445,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,29,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.09348060344827586,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,29,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.07791777188328913,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,23,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.0842391304347826,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,23,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.05852842809364548,False,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,110,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.08977272727272725,True,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,110,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.07604895104895106,True,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,29,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.08028017241379311,False,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,29,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.05371352785145889,False,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,110,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.09098011363636363,True,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,110,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.07762237762237761,True,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,29,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.08539870689655173,False,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,29,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.05835543766578249,False,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,121,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.09859245867768594,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,121,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.08192943420216148,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,59,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.10672669491525424,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,59,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.07529335071707953,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,121,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.09917355371900827,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,121,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.08335982199618565,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,59,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.10897775423728813,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,59,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.07855280312907431,True,
GSE300288,GSM9057717,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,23,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.09375,False,
GSE300288,GSM9057717,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,23,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.08193979933110367,False,
GSE300288,GSM9057717,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,38,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.12068256578947369,True,
GSE300288,GSM9057717,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,38,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.08704453441295544,True,
GSE300288,GSM9057717,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,23,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.09341032608695651,False,
GSE300288,GSM9057717,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,23,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.0802675585284281,False,
GSE300288,GSM9057717,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,38,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.12438322368421054,True,
GSE300288,GSM9057717,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,38,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.08780364372469636,True,
GSE300288,GSM9057720,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,200,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.10523437499999999,True,
GSE300288,GSM9057720,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,200,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.09120192307692307,True,
GSE300288,GSM9057720,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,95,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.10666118421052631,True,
GSE300288,GSM9057720,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,95,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.07287449392712551,True,
