class_key	mouse	human
52129673	Eif4enif1	EIF4ENIF1
52128771	Eif4g1	EIF4G1
52128127	Eif4g2	EIF4G2
52128128	Eif4g3	EIF4G3
52136599	Eif4h	EIF4H
52128856	Eif5	EIF5
52136737	Eif5a2	EIF5A2
52131493	Eif5b	EIF5B
52132063	Eif6	EIF6
52139381	Elac1	ELAC1
52131722	Elac2	ELAC2
52128137	Elavl1	ELAVL1
52128136	Elavl3	ELAVL3
52128138	Elavl4	ELAVL4
52128088	Elf1	ELF1
52128090	Elf2	ELF2
52141969	Elf3	ELF3
52128089	Elf4	ELF4
52126904	Elfn2	ELFN2
52140391	Elk1	ELK1
52134141	Elk3	ELK3
52136237	Elk4	ELK4
52137071	Ell	ELL
52126249	Ell2	ELL2
52131846	Elmo1	ELMO1
52139694	Elmo2	ELMO2
52131695	Elmo3	ELMO3
52140092	Elmod2	ELMOD2
52134891	Elmod3	ELMOD3
52138990	Elof1	ELOF1
52128145	Elovl1	ELOVL1
52138031	Elovl2	ELOVL2
52139812	Elovl5	ELOVL5
52126480	Elovl6	ELOVL6
52128144	Elovl7	ELOVL7
52135205	Elp2	ELP2
52134718	Elp3	ELP3
52129950	Elp4	ELP4
52133285	Elp5	ELP5
52135710	Elp6	ELP6
52134573	Emb	EMB
52131966	Emc1	EMC1
52128513	Emc10	EMC10
52136380	Emc2	EMC2
52132265	Emc3	EMC3
52136324	Emc4	EMC4
52136325	Emc6	EMC6
52128149	Emc7	EMC7
52127151	Emc8	EMC8
52128569	Emc9	EMC9
52128150	Emd	EMD
52129394	Eme1	EME1
52140775	Eme2	EME2
52138032	Emg1	EMG1
52134000	Emid1	EMID1
52129312	Emilin1	EMILIN1
52128152	Emilin2	EMILIN2
52127089	Eml1	EML1
52137357	Eml2	EML2
52140569	Eml3	EML3
52141975	Eml4	EML4
52129058	Eml5	EML5
52140383	Eml6	EML6
52128155	Emp1	EMP1
52137432	Emp2	EMP2
52135486	Emp3	EMP3
52137551	Emx1	EMX1
52131094	Enah	ENAH
52132176	Enc1	ENC1
52140186	Endod1	ENDOD1
52136944	Endog	ENDOG
52141978	Endov	ENDOV
52138361	Engase	ENGASE
52141979	Enho	ENHO
52134398	Enkd1	ENKD1
52141980	Enkur	ENKUR
52126623	Eno3	ENO3
52138271	Eno4	ENO4
52139391	Enoph1	ENOPH1
52139712	Enox2	ENOX2
52131871	Enpep	ENPEP
52127456	Enpp1	ENPP1
52125624	Enpp2	ENPP2
52141981	Enpp3	ENPP3
52137933	Enpp4	ENPP4
52134576	Enpp5	ENPP5
52128169	Ensa	ENSA
52141983	Entpd1	ENTPD1
52128171	Entpd2	ENTPD2
52129948	Entpd3	ENTPD3
52126821	Entpd5	ENTPD5
52132795	Entpd6	ENTPD6
52141985	Entpd7	ENTPD7
52132796	Entpd8	ENTPD8
52128315	Eny2	ENY2
52125920	Eogt	EOGT
52128175	Ep300	EP300
52134427	Ep400	EP400
52128177	Epas1	EPAS1
52138332	Epc1	EPC1
52138729	Epc2	EPC2
52132974	Epcam	EPCAM
52139524	Epdr1	EPDR1
52135121	Epg5	EPG5
52128181	Epha1	EPHA1
52128180	Epha2	EPHA2
52126251	Epha4	EPHA4
52129502	Epha7	EPHA7
52128183	Ephb2	EPHB2
52128130	Ephb3	EPHB3
52126377	Ephb4	EPHB4
52135501	Ephb6	EPHB6
52128184	Ephx1	EPHX1
52126442	Ephx2	EPHX2
52133821	Epm2a	EPM2A
52141993	Epm2aip1	EPM2AIP1
52128185	Epn1	EPN1
52128909	Epn2	EPN2
52135035	Epn3	EPN3
52134853	Eps15	EPS15
52135835	Eps15l1	EPS15L1
52128188	Eps8	EPS8
52128189	Eps8l1	EPS8L1
52133820	Eps8l2	EPS8L2
52128190	Eps8l3	EPS8L3
52134365	Epsti1	EPSTI1
52127932	Epx	EPX
52141997	Eqtn	EQTN
52134338	Eral1	ERAL1
52135442	Erap1	ERAP1
52137362	Erbb2	ERBB2
52128196	Erbb3	ERBB3
52132149	Erc1	ERC1
52139618	Erc2	ERC2
52139234	Ercc1	ERCC1
52137368	Ercc2	ERCC2
52137013	Ercc3	ERCC3
52128673	Ercc4	ERCC4
52137798	Ercc5	ERCC5
52127238	Ercc6	ERCC6
52134612	Ercc6l	ERCC6L
52134523	Ercc6l2	ERCC6L2
52127236	Ercc8	ERCC8
52141999	Ereg	EREG
52129359	Erf	ERF
52137961	Ergic1	ERGIC1
52128200	Ergic2	ERGIC2
52133611	Ergic3	ERGIC3
52128191	Erh	ERH
52132465	Eri1	ERI1
52137823	Eri2	ERI2
52142000	Eri3	ERI3
52142001	Erich1	ERICH1
52140845	Erich2	ERICH2
52133448	Erlec1	ERLEC1
52128369	Erlin1	ERLIN1
52140381	Erlin2	ERLIN2
52142012	Ermp1	ERMP1
52134019	Ern1	ERN1
52134020	Ern2	ERN2
52142014	Erp29	ERP29
52136395	Erp44	ERP44
52128215	Errfi1	ERRFI1
52128217	Esam	ESAM
52139641	Esco1	ESCO1
52132264	Esco2	ESCO2
52128945	Esd	ESD
52129764	Esf1	ESF1
52126867	Espl1	ESPL1
52135707	Espn	ESPN
52128193	Esr1	ESR1
52133310	Esrp1	ESRP1
52126370	Esrp2	ESRP2
52128212	Esrra	ESRRA
52128214	Esrrg	ESRRG
52128221	Esyt1	ESYT1
52128639	Esyt2	ESYT2
52128640	Esyt3	ESYT3
52128223	Etaa1	ETAA1
52128198	Etf1	ETF1
52126088	Etfa	ETFA
52136713	Etfb	ETFB
52128353	Etfdh	ETFDH
52139273	Ethe1	ETHE1
52133473	Etnk1	ETNK1
52137940	Etnk2	ETNK2
52125295	Etnppl	ETNPPL
52126437	Ets1	ETS1
52137151	Ets2	ETS2
52128192	Etv1	ETV1
52130434	Etv2	ETV2
52142019	Etv3	ETV3
52128281	Etv4	ETV4
52128303	Etv5	ETV5
52131083	Etv6	ETV6
52128308	Eva1a	EVA1A
52128458	Eva1b	EVA1B
52142023	Evi2a	EVI2A
52128310	Evi5	EVI5
52134480	Evi5l	EVI5L
52131082	Evl	EVL
52128311	Evpl	EVPL
52128879	Ewsr1	EWSR1
52138290	Exd1	EXD1
52129988	Exd2	EXD2
52129311	Exo1	EXO1
52138012	Exo5	EXO5
52133625	Exoc1	EXOC1
52133626	Exoc2	EXOC2
52129906	Exoc3	EXOC3
52134693	Exoc3l	EXOC3L1
52135603	Exoc3l4	EXOC3L4
52134761	Exoc4	EXOC4
52133620	Exoc5	EXOC5
52139237	Exoc6	EXOC6
52128447	Exoc6b	EXOC6B
52138851	Exoc7	EXOC7
52138431	Exoc8	EXOC8
52142026	Exog	EXOG
52140330	Exosc1	EXOSC1
52138723	Exosc10	EXOSC10
52128510	Exosc2	EXOSC2
52129415	Exosc3	EXOSC3
52128314	Exosc4	EXOSC4
52134201	Exosc5	EXOSC5
52137783	Exosc7	EXOSC7
52132848	Exosc8	EXOSC8
52131456	Exosc9	EXOSC9
52142027	Exph5	EXPH5
52129642	Ext1	EXT1
52127393	Ext2	EXT2
52128476	Extl1	EXTL1
52129427	Extl2	EXTL2
52125800	Extl3	EXTL3
52139449	Eya2	EYA2
52134203	Eya3	EYA3
52134530	Ezh1	EZH1
52128316	Ezh2	EZH2
52126464	Ezr	EZR
52129849	F10	F10
52128318	F11r	F11R
52133209	F2	F2
52132991	F2r	F2R
52128320	F2rl1	F2RL1
52136254	F3	F3
52133723	F5	F5
52140399	F8	F8
52126103	Fa2h	FA2H
52128528	Faah	FAAH
52128531	Fabp1	FABP1
52126625	Fabp3	FABP3
52131040	Fabp6	FABP6
52140162	Fadd	FADD
52127915	Fads1	FADS1
52127914	Fads2	FADS2
52127913	Fads3	FADS3
52129373	Faf1	FAF1
52131777	Faf2	FAF2
52128950	Fah	FAH
52137247	Fahd1	FAHD1
52137687	Faim2	FAIM2
52137063	Fam107b	FAM107B
52128373	Fam110a	FAM110A
52130401	Fam110b	FAM110B
52134895	Fam110c	FAM110C
52133812	Fam111a	FAM111A
52138423	Fam114a1	FAM114A1
52129970	Fam114a2	FAM114A2
52128548	Fam117a	FAM117A
52135319	Fam117b	FAM117B
52131882	Fam120a	FAM120A
52137447	Fam120b	FAM120B
52135289	Fam120c	FAM120C
52142032	Fam124a	FAM124A
52128561	Fam131a	FAM131A
52137717	Fam131c	FAM131C
52131634	Fam135a	FAM135A
52129405	Fam13a	FAM13A
52142034	Fam13b	FAM13B
52134690	Fam149a	FAM149A
52138362	Fam149b	FAM149B1
52134381	Fam151a	FAM151A
52137410	Fam151b	FAM151B
52140575	Fam161a	FAM161A
52140730	Fam161b	FAM161B
52128719	Fam162a	FAM162A
52134577	Fam167a	FAM167A
52134431	Fam167b	FAM167B
52138118	Fam168a	FAM168A
52128810	Fam168b	FAM168B
52130617	Fam171a1	FAM171A1
52128580	Fam171a2	FAM171A2
52142041	Fam174a	FAM174A
52134218	Fam174b	FAM174B
52142042	Fam178b	FAM178B
52128586	Fam184a	FAM184A
52135847	Fam184b	FAM184B
52135922	Fam185a	FAM185A
52131921	Fam193a	FAM193A
52140634	Fam193b	FAM193B
52137463	Fam199x	FAM199X
52138657	Fam20a	FAM20A
52134211	Fam20b	FAM20B
52128601	Fam20c	FAM20C
52142051	Fam216a	FAM216A
52142053	Fam217a	FAM217A
52128611	Fam217b	FAM217B
52128612	Fam219a	FAM219A
52137929	Fam219b	FAM219B
52137834	Fam221a	FAM221A
52142055	Fam221b	FAM221B
52128614	Fam222a	FAM222A
52130602	Fam222b	FAM222B
52142056	Fam227a	FAM227A
52135495	Fam228b	FAM228B
52142058	Fam229a	FAM229A
52142059	Fam229b	FAM229B
52128618	Fam32a	FAM32A
52139144	Fam3a	FAM3A
52142073	Fam3b	FAM3B
52136967	Fam3c	FAM3C
52129930	Fam43a	FAM43A
52127410	Fam50a	FAM50A
52127409	Fam50b	FAM50B
52142075	Fam53a	FAM53A
52135950	Fam53b	FAM53B
52138606	Fam53c	FAM53C
52142076	Fam76a	FAM76A
52128383	Fam76b	FAM76B
52128652	Fam78a	FAM78A
52140625	Fam89a	FAM89A
52134588	Fam89b	FAM89B
52129954	Fan1	FAN1
52140064	Fanca	FANCA
52140065	Fancb	FANCB
52138303	Fancc	FANCC
52139799	Fancd2	FANCD2
52140066	Fance	FANCE
52140034	Fancf	FANCF
52137643	Fancg	FANCG
52129339	Fanci	FANCI
52139052	Fancl	FANCL
52140416	Fancm	FANCM
52140806	Fank1	FANK1
52134881	Fap	FAP
52129355	Far1	FAR1
52140055	Far2	FAR2
52134461	Farp1	FARP1
52137009	Farp2	FARP2
52138597	Fars2	FARS2
52128675	Farsa	FARSA
52126386	Farsb	FARSB
52140102	Fas	FAS
52128677	Fasl	FASLG
52128676	Fasn	FASN
52135891	Fastk	FASTK
52139224	Fastkd1	FASTKD1
52133835	Fastkd2	FASTKD2
52131756	Fastkd3	FASTKD3
52142082	Fastkd5	FASTKD5
52128678	Fat1	FAT1
52128681	Fau	FAU
52130625	Faxc	FAXC
52142084	Fbf1	FBF1
52128858	Fbl	FBL
52128440	Fblim1	FBLIM1
52129186	Fbln1	FBLN1
52131443	Fbln2	FBLN2
52126475	Fbp1	FBP1
52137470	Fbp2	FBP2
52140646	Fbrs	FBRS
52135671	Fbrsl1	FBRSL1
52142086	Fbxl12	FBXL12
52139699	Fbxl13	FBXL13
52128835	Fbxl14	FBXL14
52139293	Fbxl15	FBXL15
52142087	Fbxl16	FBXL16
52140624	Fbxl17	FBXL17
52137964	Fbxl18	FBXL18
52138336	Fbxl19	FBXL19
52129189	Fbxl2	FBXL2
52134950	Fbxl20	FBXL20
52137789	Fbxl22	FBXL22
52131889	Fbxl3	FBXL3
52139457	Fbxl4	FBXL4
52136855	Fbxl5	FBXL5
52132004	Fbxl6	FBXL6
52142089	Fbxl8	FBXL8
52135420	Fbxo10	FBXO10
52129191	Fbxo11	FBXO11
52140141	Fbxo15	FBXO15
52142090	Fbxo17	FBXO17
52138607	Fbxo2	FBXO2
52134680	Fbxo21	FBXO21
52133698	Fbxo22	FBXO22
52142091	Fbxo24	FBXO24
52137421	Fbxo25	FBXO25
52142092	Fbxo27	FBXO27
52129721	Fbxo28	FBXO28
52137897	Fbxo3	FBXO3
52129192	Fbxo30	FBXO30
52133993	Fbxo31	FBXO31
52125622	Fbxo32	FBXO32
52142093	Fbxo33	FBXO33
52129178	Fbxo34	FBXO34
52129193	Fbxo36	FBXO36
52129319	Fbxo38	FBXO38
52135605	Fbxo4	FBXO4
52137251	Fbxo42	FBXO42
52129194	Fbxo44	FBXO44
52139016	Fbxo45	FBXO45
52135002	Fbxo46	FBXO46
52142095	Fbxo47	FBXO47
52135250	Fbxo48	FBXO48
52128151	Fbxo5	FBXO5
52129195	Fbxo6	FBXO6
52134639	Fbxo7	FBXO7
52138073	Fbxo8	FBXO8
52137087	Fbxo9	FBXO9
52125845	Fbxw11	FBXW11
52137080	Fbxw2	FBXW2
52127390	Fbxw4	FBXW4
52137104	Fbxw5	FBXW5
52134352	Fbxw7	FBXW7
52138590	Fbxw8	FBXW8
52134809	Fbxw9	FBXW9
52129632	Fcer1g	FCER1G
52142112	Fcer2a	FCER2
52137723	Fcf1	FCF1
52142115	Fcgr3	FCGR2A
52142117	Fcgrt	FCGRT
52136436	Fcho1	FCHO1
52126296	Fcho2	FCHO2
52142118	Fchsd1	FCHSD1
52142119	Fchsd2	FCHSD2
52134784	Fdft1	FDFT1
52128799	Fdps	FDPS
52131445	Fdx1	FDX1
52140805	Fdxr	FDXR
52127902	Fech	FECH
52140219	Fem1b	FEM1B
52139789	Fem1c	FEM1C
52126619	Fen1	FEN1
52135203	Fer	FER
52134726	Fer1l6	FER1L6
52129409	Fermt1	FERMT1
52131733	Fermt2	FERMT2
52131906	Fermt3	FERMT3
52140500	Fes	FES
52133054	Fev	FEV
52137250	Fez1	FEZ1
52134705	Fez2	FEZ2
52140665	Ffar1	FFAR1
52140062	Ffar2	FFAR2
52142130	Ffar4	FFAR4
52135410	Fgd1	FGD1
52142131	Fgd2	FGD2
52139744	Fgd3	FGD3
52129805	Fgd4	FGD4
52135168	Fgd6	FGD6
52129807	Fgf1	FGF1
52129808	Fgf11	FGF11
52129809	Fgf12	FGF12
52129810	Fgf13	FGF13
52140063	Fgf14	FGF14
52140046	Fgf16	FGF16
52139776	Fgf15	FGF19
52139810	Fgf2	FGF2
52135526	Fgf9	FGF9
52129814	Fgfbp1	FGFBP1
52131670	Fgfbp3	FGFBP3
52126240	Fgfr1	FGFR1
52137257	Fgfr1op2	FGFR1OP2
52129530	Fgfr2	FGFR2
52129388	Fgfr3	FGFR3
52128264	Fgfr4	FGFR4
52129816	Fgfrl1	FGFRL1
52139287	Fggy	FGGY
52129817	Fgl1	FGL1
52129818	Fgl2	FGL2
52130289	Fgr	FGR
52131881	Fh1	FH
52135111	Fhad1	FHAD1
52134713	Fhdc1	FHDC1
52139117	Fhit	FHIT
52126100	Fhl1	FHL1
52137573	Fhl2	FHL2
52131793	Fhod1	FHOD1
52129999	Fibp	FIBP
52130343	Ficd	FICD
52130001	Fig4	FIG4
52129103	Fignl1	FIGNL1
52129277	Fignl2	FIGNL2
52138322	Filip1l	FILIP1L
52130004	Fip1l1	FIP1L1
52131434	Fis1	FIS1
52125905	Fitm2	FITM2
52142133	Fiz1	FIZ1
52140469	Fjx1	FJX1
52135941	Fkbp11	FKBP11
52129702	Fkbp14	FKBP14
52134349	Fkbp15	FKBP15
52135814	Fkbp1b	FKBP1B
52137552	Fkbp2	FKBP2
52129040	Fkbp3	FKBP3
52142134	Fkbp4	FKBP4
52136007	Fkbp5	FKBP5
52135934	Fkbp7	FKBP7
52139241	Fkbp8	FKBP8
52137418	Fkbp9	FKBP9
52134921	Fkbpl	FKBPL
52138450	Fkrp	FKRP
52129631	Fktn	FKTN
52128469	Flad1	FLAD1
52137165	Flcn	FLCN
52126598	Fli1	FLI1
52131666	Flii	FLII
52129171	Flna	FLNA
52126665	Flnb	FLNB
52126221	Flot1	FLOT1
52128892	Flot2	FLOT2
52133580	Flrt1	FLRT1
52133584	Flrt2	FLRT2
52133967	Flt3	FLT3
52142137	Flt3l	FLT3LG
52142138	Flywch1	FLYWCH1
52142139	Flywch2	FLYWCH2
52135748	Fmn1	FMN1
52131980	Fmn2	FMN2
52135380	Fmnl1	FMNL1
52128446	Fmnl2	FMNL2
52129036	Fmnl3	FMNL3
52129291	Fmo1	FMO1
52129286	Fmo2	FMO2
52129289	Fmo4	FMO4
52133436	Fmo5	FMO5
52137390	Fmr1	FMR1
52142141	Fmr1nb	FMR1NB
52142142	Fn1	FN1
52137511	Fn3k	FN3K
52137510	Fn3krp	FN3KRP
52130450	Fnbp1	FNBP1
52137427	Fnbp1l	FNBP1L
52139607	Fnbp4	FNBP4
52137331	Fndc3a	FNDC3A
52131558	Fndc3b	FNDC3B
52134712	Fndc5	FNDC5
52142145	Fndc8	FNDC8
52129469	Fnip1	FNIP1
52134681	Fnip2	FNIP2
52131463	Fnta	FNTA
52130603	Focad	FOCAD
52138489	Folr1	FOLR1
52126117	Fos	FOS
52139469	Fosb	FOSB
52130457	Fosl1	FOSL1
52137347	Fosl2	FOSL2
52130416	Foxa1	FOXA1
52125638	Foxa2	FOXA2
52128371	Foxa3	FOXA3
52130417	Foxd2	FOXD2
52142149	Foxj2	FOXJ2
52137146	Foxj3	FOXJ3
52137241	Foxk1	FOXK1
52128443	Foxk2	FOXK2
52130462	Foxm1	FOXM1
52137753	Foxn2	FOXN2
52138046	Foxn3	FOXN3
52130463	Foxo1	FOXO1
52128902	Foxo3	FOXO3
52140876	Foxo4	FOXO4
52130464	Foxo6	FOXO6
52130465	Foxp1	FOXP1
52139943	Foxp2	FOXP2
52130466	Foxp3	FOXP3
52131086	Foxp4	FOXP4
52130467	Foxq1	FOXQ1
52138583	Foxred1	FOXRED1
52138152	Foxred2	FOXRED2
52130354	Fpgs	FPGS
52137778	Fpgt	FPGT
52142151	Fra10ac1	FRA10AC1
52131126	Fras1	FRAS1
52140941	Frat2	FRAT2
52125766	Frem2	FREM2
52137889	Frg1	FRG1
52130479	Frk	FRK
52129799	Frmd3	FRMD3
52134400	Frmd4a	FRMD4A
52128955	Frmd4b	FRMD4B
52130480	Frmd5	FRMD5
52136835	Frmd6	FRMD6
52140850	Frmpd1	FRMPD1
52130481	Frrs1	FRRS1
52135798	Frs2	FRS2
52135156	Frs3	FRS3
52125030	Fry	FRY
52126277	Frzb	FRZB
52142156	Fsbp	FSBP
52130483	Fscn1	FSCN1
52130484	Fscn2	FSCN2
52142158	Fscn3	FSCN3
52134440	Fsd1	FSD1
52133572	Fsd1l	FSD1L
52137921	Fsip1	FSIP1
52126400	Fst	FST
52128495	Fstl1	FSTL1
52135538	Fstl3	FSTL3
52140129	Fstl4	FSTL4
52128708	Fth1	FTH1
52140107	Fto	FTO
52128773	Ftsj1	FTSJ1
52126373	Ftsj3	FTSJ3
52142162	Ftx	FTX
52136706	Fubp1	FUBP1
52137496	Fubp3	FUBP3
52130495	Fuca1	FUCA1
52129329	Fuca2	FUCA2
52139507	Fundc1	FUNDC1
52134391	Fuom	FUOM
52125173	Furin	FURIN
52138810	Fus	FUS
52142163	Fut1	FUT1
52142165	Fut2	FUT2
52130498	Fut8	FUT8
52140395	Fuz	FUZ
52138306	Fxn	FXN
52136769	Fxr1	FXR1
52131115	Fxr2	FXR2
52142167	Fxyd2	FXYD2
52142168	Fxyd3	FXYD3
52142170	Fxyd5	FXYD5
52134850	Fyco1	FYCO1
52130505	Fyn	FYN
52129583	Fyttd1	FYTTD1
52130507	Fzd1	FZD1
52126356	Fzd2	FZD2
52130510	Fzd3	FZD3
52130506	Fzd4	FZD4
52130509	Fzd5	FZD5
52139017	Fzd6	FZD6
52128866	Fzd7	FZD7
52130511	Fzd8	FZD8
52130508	Fzd9	FZD9
52130512	Fzr1	FZR1
52138649	G0s2	G0S2
52133474	G2e3	G2E3
52130057	G3bp1	G3BP1
52128886	G3bp2	G3BP2
52138345	G6pc3	G6PC3
52140132	Gaa	GAA
52128733	Gab1	GAB1
52134958	Gab3	GAB3
52130527	Gabarap	GABARAP
52139465	Gabarapl2	GABARAPL2
52130524	Gabbr1	GABBR1
52128053	Gabpa	GABPA
52138295	Gabpb1	GABPB1
52129856	Gabpb2	GABPB2
52138219	Gabra1	GABRA1
52135626	Gabra2	GABRA2
52135914	Gabrd	GABRD
52142174	Gabre	GABRE
52133978	Gabrg2	GABRG2
52142175	Gabrg3	GABRG3
52130530	Gad2	GAD2
52130531	Gadd45a	GADD45A
52126217	Gadd45b	GADD45B
52130532	Gadd45g	GADD45G
52135218	Gadd45gip1	GADD45GIP1
52135837	Gak	GAK
52130535	Gal	GAL
52130533	Gal3st1	GAL3ST1
52134252	Galc	GALC
52128698	Gale	GALE
52137485	Galk1	GALK1
52128885	Galk2	GALK2
52139496	Galm	GALM
52138338	Galns	GALNS
52129227	Galnt1	GALNT1
52142180	Galnt10	GALNT10
52133494	Galnt11	GALNT11
52134777	Galnt12	GALNT12
52133765	Galnt13	GALNT13
52131636	Galnt2	GALNT2
52140671	Galnt3	GALNT3
52142183	Galnt5	GALNT5
52129363	Galnt6	GALNT6
52137828	Galnt7	GALNT7
52130547	Galr1	GALR1
52138383	Galt	GALT
52137994	Gamt	GAMT
52140774	Gan	GAN
52130550	Ganab	GANAB
52134943	Ganc	GANC
52126330	Gapdhs	GAPDHS
52142186	Gapt	GAPT
52139522	Gapvd1	GAPVD1
52132743	Gar1	GAR1
52136815	Gart	GART
52130554	Gas2	GAS2
52129497	Gas2l1	GAS2L1
52129269	Gas2l3	GAS2L3
52130097	Gas6	GAS6
52130555	Gas7	GAS7
52130560	Gata2	GATA2
52126457	Gata3	GATA3
52140938	Gata4	GATA4
52126490	Gata5	GATA5
52126478	Gata6	GATA6
52131837	Gatad1	GATAD1
52130561	Gatad2a	GATAD2A
52135877	Gatad2b	GATAD2B
52135963	Gatc	GATC
52125279	Gatm	GATM
52140158	Gba2	GBA2
52134369	Gbe1	GBE1
52133570	Gbf1	GBF1
52139395	Gca	GCA
52142197	Gcat	GCAT
52137448	Gcc1	GCC1
52142198	Gcc2	GCC2
52130649	Gcdh	GCDH
52138547	Gcfc2	GCFC2
52130650	Gcg	GCG
52126002	Gch1	GCH1
52139130	Gchfr	GCHFR
52142199	Gck	GCK
52126105	Gclc	GCLC
52130689	Gclm	GCLM
52142201	Gcnt1	GCNT1
52140724	Gcnt2	GCNT2
52142202	Gcnt3	GCNT3
52125913	Gcnt4	GCNT4
52142203	Gcsam	GCSAM
52136762	Gcsh	GCSH
52137861	Gda	GDA
52140318	Gdap1l1	GDAP1L1
52129434	Gdap2	GDAP2
52138757	Gde1	GDE1
52125778	Gdf11	GDF11
52142204	Gdf15	GDF15
52126460	Gdf3	GDF3
52137989	Gdf9	GDF9
52137760	Gdi1	GDI1
52129254	Gdi2	GDI2
52136960	Gdpd1	GDPD1
52135556	Gdpd2	GDPD2
52130660	Gdpd3	GDPD3
52129918	Gdpd5	GDPD5
52138117	Gem	GEM
52135951	Gemin2	GEMIN2
52131701	Gemin4	GEMIN4
52126642	Gemin5	GEMIN5
52140359	Gemin6	GEMIN6
52140686	Gemin7	GEMIN7
52137103	Gemin8	GEMIN8
52142205	Gen1	GEN1
52126875	Get4	GET4
52125372	Gfer	GFER
52130665	Gfi1	GFI1
52134439	Gfi1b	GFI1B
52129623	Gfm1	GFM1
52135570	Gfm2	GFM2
52134609	Gfod1	GFOD1
52128473	Gfod2	GFOD2
52128061	Gfpt1	GFPT1
52140227	Gfpt2	GFPT2
52137685	Gfra1	GFRA1
52140601	Gfra3	GFRA3
52128833	Gga1	GGA1
52142207	Gga2	GGA2
52130669	Gga3	GGA3
52138285	Ggact	GGACT
52130105	Ggct	GGCT
52126549	Ggcx	GGCX
52131857	Ggh	GGH
52142208	Ggn	GGN
52131391	Ggnbp2	GGNBP2
52128699	Ggps1	GGPS1
52130672	Ggt5	GGT5
52131513	Ggt6	GGT6
52142210	Ggt7	GGT7
52130674	Ghdc	GHDC
52136461	Ghitm	GHITM
52130675	Ghr	GHR
52130676	Ghrhr	GHRHR
52140167	Ghrl	GHRL
52131766	Gid4	GID4
52125903	Gid8	GID8
52130679	Gigyf1	GIGYF1
52128937	Gigyf2	GIGYF2
52140097	Gimap4	GIMAP4
52142212	Gimap6	GIMAP6
52140514	Gimap7	GIMAP7
52140260	Gimap8	GIMAP8
52142214	Gin1	GIN1
52129893	Ginm1	GINM1
52137519	Gins1	GINS1
52135492	Gins2	GINS2
52130440	Gins3	GINS3
52131563	Gins4	GINS4
52138481	Gip	GIP
52133342	Gipc1	GIPC1
52130682	Gipc2	GIPC2
52134166	Gipr	GIPR
52140466	Git1	GIT1
52130683	Git2	GIT2
52127306	Gja4	GJA4
52127308	Gja5	GJA5
52127299	Gjb1	GJB1
52127301	Gjb2	GJB2
52129681	Gk5	GK5
52137198	Gkap1	GKAP1
52142222	Gla	GLA
52137795	Glb1	GLB1
52131861	Glb1l	GLB1L
52127898	Glb1l2	GLB1L2
52130687	Glcci1	GLCCI1
52130688	Glce	GLCE
52128797	Gldc	GLDC
52130690	Gle1	GLE1
52130309	Glg1	GLG1
52139022	Glipr1	GLIPR1
52137288	Glipr2	GLIPR2
52135998	Glis2	GLIS2
52130692	Glmn	GLMN
52126459	Glo1	GLO1
52137281	Glod4	GLOD4
52137866	Glod5	GLOD5
52142224	Glp1r	GLP1R
52129435	Glrx	GLRX
52130792	Glrx2	GLRX2
52130793	Glrx3	GLRX3
52130710	Glrx5	GLRX5
52130693	Gls	GLS
52130694	Gls2	GLS2
52134858	Glt1d1	GLT1D1
52137072	Glt8d1	GLT8D1
52130697	Gltp	GLTP
52130698	Gltpd2	GLTPD2
52126216	Glul	GLUL
52138182	Glyctk	GLYCTK
52129165	Glyr1	GLYR1
52137698	Gm2a	GM2A
52134438	Gmds	GMDS
52134514	Gmeb1	GMEB1
52134882	Gmeb2	GMEB2
52129368	Gmfb	GMFB
52138097	Gmfg	GMFG
52139643	Gmip	GMIP
52133444	Gmnn	GMNN
52130714	Gmppa	GMPPA
52126118	Gmppb	GMPPB
52137765	Gmpr	GMPR
52136892	Gmpr2	GMPR2
52126488	Gmps	GMPS
52130514	Gna11	GNA11
52130538	Gna12	GNA12
52130241	Gna13	GNA13
52142230	Gna14	GNA14
52130539	Gna15	GNA15
52126615	Gnai1	GNAI1
52129886	Gnai2	GNAI2
52130540	Gnai3	GNAI3
52130542	Gnal	GNAL
52130541	Gnao1	GNAO1
52130543	Gnaq	GNAQ
52130544	Gnas	GNAS
52130545	Gnat2	GNAT2
52142232	Gnat3	GNAT3
52130546	Gnaz	GNAZ
52128872	Gnb1	GNB1
52137790	Gnb1l	GNB1L
52131594	Gnb2	GNB2
52130716	Gnb3	GNB3
52130717	Gnb4	GNB4
52139240	Gne	GNE
52142233	Gng10	GNG10
52130720	Gng11	GNG11
52130721	Gng12	GNG12
52142234	Gng2	GNG2
52130518	Gng3	GNG3
52142235	Gng4	GNG4
52139529	Gng7	GNG7
52130719	Gngt1	GNGT1
52130723	Gngt2	GNGT2
52138281	Gnl1	GNL1
52136990	Gnl2	GNL2
52131100	Gnl3	GNL3
52130435	Gnl3l	GNL3L
52139806	Gnmt	GNMT
52128731	Gnpat	GNPAT
52137777	Gnpda1	GNPDA1
52135178	Gnpda2	GNPDA2
52131599	Gnpnat1	GNPNAT1
52134457	Gnptab	GNPTAB
52137086	Gnptg	GNPTG
52142236	Gnrh1	GNRH1
52130725	Gns	GNS
52138920	Golga1	GOLGA1
52127025	Golga2	GOLGA2
52142237	Golga3	GOLGA3
52131758	Golga4	GOLGA4
52131894	Golga5	GOLGA5
52137007	Golga7	GOLGA7
52130729	Golga7b	GOLGA7B
