module,mouse_symbol,human_symbol,mapped
ADI_published_holdout,Glrx3,GLRX3,True
ADI_published_holdout,Bola2,,False
ADI_published_holdout,Mrpl33,MRPL33,True
ADI_published_holdout,Lrrfip1,LRRFIP1,True
ADI_published_holdout,Tspan8,TSPAN8,True
ADI_published_holdout,Chmp2a,CHMP2A,True
ADI_published_holdout,Cnbp,CNBP,True
ADI_published_holdout,Atf4,ATF4,True
ADI_published_holdout,Rala,RALA,True
ADI_published_holdout,Cct2,CCT2,True
ADI_published_holdout,Bzw1,BZW1,True
ADI_published_holdout,Pdap1,PDAP1,True
ADI_published_holdout,Rps4x,,False
ADI_published_holdout,Rpl10a,RPL10A,True
ADI_published_holdout,Eif2s1,EIF2S1,True
ADI_published_holdout,Hint1,HINT1,True
ADI_published_holdout,Cox4i1,COX4I1,True
ADI_published_holdout,Tpm2,TPM2,True
ADI_published_holdout,Ywhab,YWHAB,True
ADI_published_holdout,Atp6v1f,ATP6V1F,True
ADI_published_holdout,Rpl39,RPL39,True
ADI_published_holdout,Rpl3,RPL3,True
ADI_published_holdout,Eno1,,False
ADI_published_holdout,Tpt1,TPT1,True
ADI_published_holdout,Ranbp1,RANBP1,True
ADI_published_holdout,Clta,CLTA,True
ADI_published_holdout,Rpl30,RPL30,True
ADI_published_holdout,Rpsa,RPSA,True
ADI_published_holdout,Trp53,TP53,True
ADI_published_holdout,Psma6,PSMA6,True
ADI_published_holdout,Eif5a,,False
ADI_published_holdout,Sdcbp,SDCBP,True
ADI_published_holdout,Arf1,ARF1,True
ADI_published_holdout,Rap1b,RAP1B,True
ADI_published_holdout,Map1lc3b,,False
ADI_published_holdout,Cox8a,COX8A,True
ADI_published_holdout,Nfkbia,NFKBIA,True
ADI_published_holdout,2410006H16Rik,,False
ADI_published_holdout,Plk2,PLK2,True
ADI_published_holdout,Cfl1,CFL1,True
ADI_published_holdout,Tacstd2,TACSTD2,True
ADI_published_holdout,Serpinb9,,False
ADI_published_holdout,Skp1a,,False
ADI_published_holdout,Cox5a,COX5A,True
ADI_published_holdout,Gpx1,GPX1,True
ADI_published_holdout,Arl4c,ARL4C,True
ADI_published_holdout,Anxa7,ANXA7,True
ADI_published_holdout,Ctsd,CTSD,True
ADI_published_holdout,Rpl37a,RPL37A,True
ADI_published_holdout,Tsg101,TSG101,True
ADI_published_holdout,Chmp3,CHMP3,True
ADI_published_holdout,Rps28,RPS28,True
ADI_published_holdout,Cd2ap,CD2AP,True
ADI_published_holdout,Nupr1,NUPR1,True
ADI_published_holdout,Dusp1,DUSP1,True
ADI_published_holdout,Ahnak,AHNAK,True
ADI_published_holdout,Ppp2r2a,PPP2R2A,True
ADI_published_holdout,Uqcrb,UQCRB,True
ADI_published_holdout,Lsr,LSR,True
ADI_published_holdout,Fubp1,FUBP1,True
ADI_published_holdout,Rbms1,RBMS1,True
ADI_published_holdout,Rpl36a,,False
ADI_published_holdout,Cox17,COX17,True
ADI_published_holdout,Rnf11,RNF11,True
ADI_published_holdout,Cct8,CCT8,True
ADI_published_holdout,Prkcdbp,,False
ADI_published_holdout,Ly6a,,False
ADI_published_holdout,Ubxn4,UBXN4,True
ADI_published_holdout,Tcp1,TCP1,True
ADI_published_holdout,Tjp2,TJP2,True
ADI_published_holdout,Tes,,False
ADI_published_holdout,Timm17a,TIMM17A,True
ADI_published_holdout,App,APP,True
ADI_published_holdout,Tuft1,TUFT1,True
ADI_published_holdout,Plaur,PLAUR,True
ADI_published_holdout,Eef1g,EEF1G,True
ADI_published_holdout,Pdlim1,PDLIM1,True
ADI_published_holdout,Rbx1,RBX1,True
ADI_published_holdout,Uqcrq,UQCRQ,True
ADI_published_holdout,Pdia3,PDIA3,True
ADI_published_holdout,St13,ST13,True
ADI_published_holdout,Nop10,NOP10,True
ADI_published_holdout,Polr1d,POLR1D,True
ADI_published_holdout,Gdf15,GDF15,True
ADI_published_holdout,Txndc17,TXNDC17,True
ADI_published_holdout,Psmb2,PSMB2,True
ADI_published_holdout,Tinagl1,TINAGL1,True
ADI_published_holdout,Cfl2,CFL2,True
ADI_published_holdout,Laptm4a,LAPTM4A,True
ADI_published_holdout,Las1l,LAS1L,True
ADI_published_holdout,Ociad1,OCIAD1,True
ADI_published_holdout,Nop56,NOP56,True
ADI_published_holdout,Actg1,,False
ADI_published_holdout,Ubc,UBC,True
ADI_published_holdout,Cwc15,CWC15,True
ADI_published_holdout,Dctn3,DCTN3,True
ADI_published_holdout,Usmg5,,False
ADI_published_holdout,Capn2,CAPN2,True
ADI_published_holdout,Eif3h,EIF3H,True
ADI_published_holdout,Ier3,IER3,True
ADI_published_holdout,Rab1,,False
ADI_published_holdout,Rps21,RPS21,True
ADI_published_holdout,Psmc6,PSMC6,True
ADI_published_holdout,Etf1,ETF1,True
ADI_published_holdout,Rbm8a,,False
ADI_published_holdout,Pdcd6,PDCD6,True
ADI_published_holdout,Rab6a,,False
ADI_published_holdout,Ehd4,EHD4,True
ADI_published_holdout,1110004F10Rik,C11orf58,True
ADI_published_holdout,Eif3g,EIF3G,True
ADI_published_holdout,Sdc4,SDC4,True
ADI_published_holdout,Psmb6,PSMB6,True
ADI_published_holdout,Edn1,EDN1,True
ADI_published_holdout,Psmd11,PSMD11,True
ADI_published_holdout,Cct3,CCT3,True
ADI_published_holdout,Ube2b,UBE2B,True
ADI_published_holdout,Psmd2,PSMD2,True
ADI_published_holdout,Rab11a,RAB11A,True
ADI_published_holdout,Atxn10,ATXN10,True
ADI_published_holdout,Riok3,RIOK3,True
ADI_published_holdout,Eif4a1,EIF4A1,True
ADI_published_holdout,Cldn18,CLDN18,True
ADI_published_holdout,Eif3a,EIF3A,True
ADI_published_holdout,Psma1,PSMA1,True
ADI_published_holdout,Hspa8,HSPA8,True
ADI_published_holdout,Denr,DENR,True
ADI_published_holdout,Sra1,SRA1,True
ADI_published_holdout,Cnn2,CNN2,True
ADI_published_holdout,Dynlrb1,DYNLRB1,True
ADI_published_holdout,Atp5d,,False
ADI_published_holdout,Psma5,PSMA5,True
ADI_published_holdout,Jun,JUN,True
ADI_published_holdout,Hnrnpa2b1,HNRNPA2B1,True
ADI_published_holdout,Eif4g2,EIF4G2,True
ADI_published_holdout,Rars,,False
ADI_published_holdout,Capg,CAPG,True
AT2_published_holdout,Sftpa1,,False
AT2_published_holdout,Slc34a2,SLC34A2,True
AT2_published_holdout,Sftpb,SFTPB,True
AT2_published_holdout,Lyz2,,False
AT2_published_holdout,Napsa,NAPSA,True
AT2_published_holdout,Hc,C5,True
AT2_published_holdout,Sftpd,SFTPD,True
AT2_published_holdout,Cxcl15,,False
AT2_published_holdout,Scd1,,False
AT2_published_holdout,Lamp3,LAMP3,True
AT2_published_holdout,Fasn,FASN,True
AT2_published_holdout,Lpcat1,LPCAT1,True
AT2_published_holdout,S100g,S100G,True
AT2_published_holdout,Malat1,,False
AT2_published_holdout,Npc2,NPC2,True
AT2_published_holdout,Rnase4,RNASE4,True
AT2_published_holdout,Abca3,ABCA3,True
AT2_published_holdout,Chi3l1,CHI3L1,True
AT2_published_holdout,Elovl1,ELOVL1,True
AT2_published_holdout,Ctsc,CTSC,True
AT2_published_holdout,Lgi3,LGI3,True
AT2_published_holdout,Egfl6,EGFL6,True
AT2_published_holdout,Ctsh,CTSH,True
AT2_published_holdout,Ager,AGER,True
AT2_published_holdout,Gpr116,,False
AT2_published_holdout,Sepp1,,False
AT2_published_holdout,Ptprf,PTPRF,True
AT2_published_holdout,Nrp1,NRP1,True
AT2_published_holdout,Sfta2,SFTA2,True
AT2_published_holdout,Etv5,ETV5,True
AT2_published_holdout,Dram1,DRAM1,True
AT2_published_holdout,Acly,ACLY,True
AT2_published_holdout,Cd36,CD36,True
AT2_published_holdout,Cldn18,CLDN18,True
AT2_published_holdout,Rbpjl,RBPJL,True
AT2_published_holdout,Zdhhc3,ZDHHC3,True
AT2_published_holdout,Cpm,CPM,True
AT2_published_holdout,Irx1,IRX1,True
AT2_published_holdout,Tgoln1,TGOLN2,True
AT2_published_holdout,Lcn2,LCN2,True
AT2_published_holdout,Brd7,BRD7,True
AT2_published_holdout,Neat1,,False
AT2_published_holdout,Acsl4,ACSL4,True
AT2_published_holdout,Acoxl,ACOXL,True
AT2_published_holdout,H2afj,,False
AT2_published_holdout,Rgcc,RGCC,True
AT2_published_holdout,Alcam,ALCAM,True
AT2_published_holdout,Phldb2,PHLDB2,True
AT2_published_holdout,Scd2,,False
AT2_published_holdout,Ppp1r9a,PPP1R9A,True
AT2_published_holdout,Ank3,ANK3,True
AT2_published_holdout,Atrx,ATRX,True
AT2_published_holdout,Slc12a2,SLC12A2,True
AT2_published_holdout,Lyz1,,False
AT2_published_holdout,Il33,IL33,True
AT2_published_holdout,Lrg1,LRG1,True
AT2_published_holdout,Ccdc141,CCDC141,True
AT2_published_holdout,Iqgap1,IQGAP1,True
AT2_published_holdout,Rpl21,RPL21,True
AT2_published_holdout,Mid1ip1,MID1IP1,True
AT2_published_holdout,Secisbp2l,SECISBP2L,True
AT2_published_holdout,Snx25,SNX25,True
AT2_published_holdout,App,APP,True
AT2_published_holdout,Fabp5,FABP5,True
AT2_published_holdout,Taok3,TAOK3,True
AT2_published_holdout,Cd74,CD74,True
AT2_published_holdout,Gas6,GAS6,True
AT2_published_holdout,Lrp2,LRP2,True
AT2_published_holdout,Atp8a1,ATP8A1,True
AT2_published_holdout,Mlc1,MLC1,True
AT2_published_holdout,Cox6a2,COX6A2,True
AT2_published_holdout,Kcnj15,KCNJ15,True
AT2_published_holdout,Chia,,False
AT2_published_holdout,Spink5,SPINK5,True
AT2_published_holdout,Atp11a,ATP11A,True
AT2_published_holdout,Nemf,NEMF,True
AT2_published_holdout,Muc1,MUC1,True
AT2_published_holdout,Itga9,ITGA9,True
AT2_published_holdout,Gm26924,,False
AT2_published_holdout,Abcd3,ABCD3,True
AT2_published_holdout,Lpin2,LPIN2,True
AT2_published_holdout,Tmem30a,TMEM30A,True
AT2_published_holdout,Errfi1,ERRFI1,True
AT2_published_holdout,Pcnt,PCNT,True
AT2_published_holdout,Itih4,ITIH4,True
AT2_published_holdout,Snhg11,,False
AT2_published_holdout,Mme,MME,True
AT2_published_holdout,Nucb2,NUCB2,True
AT2_published_holdout,Exosc7,EXOSC7,True
AT2_published_holdout,Nckap5,NCKAP5,True
AT2_published_holdout,Tspan11,TSPAN11,True
AT2_published_holdout,Hp1bp3,HP1BP3,True
AT2_published_holdout,Bex4,,False
AT2_published_holdout,Soat1,SOAT1,True
AT2_published_holdout,Eef2,EEF2,True
AT2_published_holdout,Slc39a8,SLC39A8,True
AT2_published_holdout,Acsl5,ACSL5,True
AT2_published_holdout,Chka,CHKA,True
AT2_published_holdout,Ctnnb1,CTNNB1,True
AT2_published_holdout,Socs2,SOCS2,True
AT2_published_holdout,St6galnac2,ST6GALNAC2,True
AT2_published_holdout,Rps19,RPS19,True
AT2_published_holdout,Ptgs1,PTGS1,True
AT2_published_holdout,Acot7,ACOT7,True
AT2_published_holdout,Grb14,GRB14,True
AT2_published_holdout,Lrrk2,LRRK2,True
AT2_published_holdout,Mylk,MYLK,True
AT2_published_holdout,Rrbp1,RRBP1,True
AT2_published_holdout,Usp8,USP8,True
AT2_published_holdout,Ppp1r14c,PPP1R14C,True
AT2_published_holdout,Uhrf1bp1l,,False
AT2_published_holdout,Ociad2,OCIAD2,True
AT2_published_holdout,Tnfaip1,TNFAIP1,True
AT2_published_holdout,Myh7,MYH7,True
AT2_published_holdout,Bex2,,False
AT2_published_holdout,Nkd1,NKD1,True
AT2_published_holdout,Cnn2,CNN2,True
AT2_published_holdout,Ncor1,NCOR1,True
AT2_published_holdout,Pmvk,PMVK,True
AT2_published_holdout,C6,C6,True
AT2_published_holdout,Npnt,NPNT,True
AT2_published_holdout,H2-Aa,,False
AT2_published_holdout,Sdc1,SDC1,True
AT2_published_holdout,Actn4,ACTN4,True
AT2_published_holdout,Apc,APC,True
AT2_published_holdout,Apoc1,APOC1,True
AT2_published_holdout,Arhgef38,ARHGEF38,True
AT2_published_holdout,Slc26a9,SLC26A9,True
AT2_published_holdout,Matn4,MATN4,True
AT2_published_holdout,Aox3,,False
AT2_published_holdout,Atp6v1c2,ATP6V1C2,True
AT2_published_holdout,Slco4c1,SLCO4C1,True
AT2_published_holdout,Arf6,ARF6,True
AT2_published_holdout,Cdc42bpa,CDC42BPA,True
AT2_published_holdout,Scp2,SCP2,True
AT2_published_holdout,Tmsb4x,TMSB4X,True
AT2_published_holdout,Klf9,KLF9,True
AT2_published_holdout,Adam19,ADAM19,True
AT2_published_holdout,Pi4k2b,PI4K2B,True
AT2_published_holdout,Pik3ca,PIK3CA,True
AT2_published_holdout,Foxp1,FOXP1,True
AT2_published_holdout,Lamb3,LAMB3,True
AT2_published_holdout,Npw,NPW,True
AT2_published_holdout,Npc1,NPC1,True
AT2_published_holdout,Ralbp1,RALBP1,True
AT2_published_holdout,Oat,OAT,True
AT2_published_holdout,Cftr,CFTR,True
AT2_published_holdout,Ramp1,RAMP1,True
AT2_published_holdout,Afap1l1,AFAP1L1,True
AT2_published_holdout,Entpd1,ENTPD1,True
AT2_published_holdout,Enpep,ENPEP,True
AT2_published_holdout,Ptplad1,,False
AT2_published_holdout,Sept7,,False
AT2_published_holdout,Filip1l,FILIP1L,True
AT2_published_holdout,Chd3,CHD3,True
AT2_published_holdout,Pfkfb2,PFKFB2,True
AT2_published_holdout,Thbs3,,False
AT2_published_holdout,Apoe,APOE,True
AT2_published_holdout,Macc1,MACC1,True
AT2_published_holdout,Prrc2c,PRRC2C,True
AT2_published_holdout,Prnp,PRNP,True
AT2_published_holdout,Esam,ESAM,True
AT2_published_holdout,Fgfr2,FGFR2,True
AT2_published_holdout,Sparc,SPARC,True
AT2_published_holdout,Atp6v1a,ATP6V1A,True
AT2_published_holdout,Mmp15,MMP15,True
AT2_published_holdout,Sdc4,SDC4,True
AT2_published_holdout,Cd63,CD63,True
AT2_published_holdout,Cited2,CITED2,True
AT2_published_holdout,Rn7sk,,False
AT2_published_holdout,Vldlr,VLDLR,True
AT2_published_holdout,Rmdn2,RMDN2,True
AT2_published_holdout,Rdx,RDX,True
AT2_published_holdout,Etfb,ETFB,True
AT2_published_holdout,Top1,TOP1,True
AT2_published_holdout,Ano6,ANO6,True
AT2_published_holdout,Rab27a,RAB27A,True
AT2_published_holdout,Tns1,TNS1,True
AT2_published_holdout,Npr1,NPR1,True
AT2_published_holdout,Nrn1,NRN1,True
AT2_published_holdout,Abhd2,ABHD2,True
AT2_published_holdout,Tinag,TINAG,True
AT2_published_holdout,Prps2,PRPS2,True
AT2_published_holdout,Cadm1,CADM1,True
AT2_published_holdout,Rab27b,RAB27B,True
AT2_published_holdout,Xdh,XDH,True
AT2_published_holdout,A630007B06Rik,,False
AT2_published_holdout,Kcnc3,KCNC3,True
AT2_published_holdout,Kif5b,KIF5B,True
AT2_published_holdout,Cat,CAT,True
AT2_published_holdout,Tmem42,TMEM42,True
AT2_published_holdout,Tmem243,TMEM243,True
AT2_published_holdout,Ddx6,DDX6,True
AT2_published_holdout,Golga4,GOLGA4,True
AT2_published_holdout,Adamts1,ADAMTS1,True
AT2_published_holdout,Col6a1,COL6A1,True
AT2_published_holdout,Tex15,TEX15,True
AT2_published_holdout,Limch1,LIMCH1,True
AT2_published_holdout,Atp1a1,ATP1A1,True
AT2_published_holdout,Col4a1,COL4A1,True
AT2_published_holdout,Antxr1,ANTXR1,True
AT2_published_holdout,Bod1l,BOD1L1,True
AT2_published_holdout,Ttc38,TTC38,True
AT2_published_holdout,Pla2g1b,PLA2G1B,True
AT2_published_holdout,Me1,ME1,True
AT2_published_holdout,Car8,CA8,True
AT2_published_holdout,Kmt2e,KMT2E,True
AT2_published_holdout,Gclc,GCLC,True
AT2_published_holdout,Tfcp2l1,TFCP2L1,True
AT2_published_holdout,Adk,ADK,True
AT2_published_holdout,Hmha1,,False
AT2_published_holdout,Prmt8,PRMT8,True
AT2_published_holdout,Rpl5,RPL5,True
AT2_published_holdout,Iah1,IAH1,True
AT2_published_holdout,Syt7,SYT7,True
AT2_published_holdout,Luc7l2,,False
AT2_published_holdout,Bmp1,BMP1,True
AT2_published_holdout,Mtch1,MTCH1,True
AT2_published_holdout,Dbi,DBI,True
AT2_published_holdout,H2-Ab1,,False
AT2_published_holdout,Aqp5,AQP5,True
AT2_published_holdout,Nkx2-1,NKX2-1,True
AT2_published_holdout,Myh14,MYH14,True
AT2_published_holdout,Mtdh,MTDH,True
AT2_published_holdout,Rai14,RAI14,True
AT2_published_holdout,Arid4b,ARID4B,True
AT2_published_holdout,H6pd,H6PD,True
AT2_published_holdout,Tpm1,TPM1,True
AT2_published_holdout,Prrg3,PRRG3,True
AT2_published_holdout,Kank2,KANK2,True
AT2_published_holdout,Ggcx,GGCX,True
AT2_published_holdout,Vcp,VCP,True
AT2_published_holdout,Tmem164,TMEM164,True
AT2_published_holdout,Nipbl,NIPBL,True
AT2_published_holdout,Chsy1,CHSY1,True
AT2_published_holdout,Sort1,SORT1,True
AT2_published_holdout,C77370,,False
AT2_published_holdout,Utrn,UTRN,True
AT2_published_holdout,Acaca,ACACA,True
AT2_published_holdout,Maob,MAOB,True
AT2_published_holdout,Ankrd12,ANKRD12,True
AT2_published_holdout,Dpp4,DPP4,True
AT2_published_holdout,Npr2,NPR2,True
AT2_published_holdout,Slc43a2,SLC43A2,True
AT2_published_holdout,Plxna2,PLXNA2,True
AT2_published_holdout,Renbp,RENBP,True
AT2_published_holdout,Gsap,GSAP,True
AT2_published_holdout,Tc2n,TC2N,True
AT2_published_holdout,Akap13,AKAP13,True
AT2_published_holdout,Kcnj2,KCNJ2,True
AT2_published_holdout,Ltbp3,LTBP3,True
AT2_published_holdout,Vamp8,VAMP8,True
AT2_published_holdout,Ctsz,CTSZ,True
AT2_published_holdout,Ralgapa2,RALGAPA2,True
AT2_published_holdout,Ttn,TTN,True
AT2_published_holdout,Rb1cc1,RB1CC1,True
AT2_published_holdout,Kcne2,KCNE2,True
AT2_published_holdout,Ash1l,ASH1L,True
AT2_published_holdout,Fdps,FDPS,True
AT2_published_holdout,Cdh16,CDH16,True
AT2_published_holdout,Srrm2,SRRM2,True
AT2_published_holdout,Rbms3,RBMS3,True
AT2_published_holdout,Nfix,NFIX,True
AT2_published_holdout,Sec14l4,,False
AT2_published_holdout,Wbp5,,False
AT2_published_holdout,Cpeb3,CPEB3,True
AT2_published_holdout,Epn3,EPN3,True
AT2_published_holdout,Mtss1,MTSS1,True
AT2_published_holdout,Tmf1,TMF1,True
AT2_published_holdout,Bptf,BPTF,True
AT2_published_holdout,Bicc1,BICC1,True
AT2_published_holdout,Epha7,EPHA7,True
AT2_published_holdout,Fam102b,,False
AT2_published_holdout,Soga2,,False
AT2_published_holdout,Sgpp2,SGPP2,True
AT2_published_holdout,Pgs1,PGS1,True
AT2_published_holdout,Tmem110,,False
AT2_published_holdout,Cyb5b,CYB5B,True
AT2_published_holdout,Oplah,OPLAH,True
AT2_published_holdout,Zbtb4,ZBTB4,True
AT2_published_holdout,Nucks1,NUCKS1,True
AT2_published_holdout,Ahcyl2,AHCYL2,True
AT2_published_holdout,Ldlr,LDLR,True
AT2_published_holdout,Ankrd11,ANKRD11,True
AT2_published_holdout,Sptlc2,SPTLC2,True
AT2_published_holdout,P4ha1,P4HA1,True
AT2_published_holdout,Fam126b,,False
AT2_published_holdout,Met,MET,True
AT2_published_holdout,Lcp1,LCP1,True
AT2_published_holdout,Scaf11,SCAF11,True
AT2_published_holdout,Id2,ID2,True
AT2_published_holdout,Hk2,HK2,True
AT2_published_holdout,Tmod1,TMOD1,True
AT2_published_holdout,Fads1,FADS1,True
AT2_published_holdout,Slc1a3,SLC1A3,True
AT2_published_holdout,Eif4h,EIF4H,True
AT2_published_holdout,Pygo1,PYGO1,True
AT2_published_holdout,Atp6v0b,ATP6V0B,True
AT2_published_holdout,Usp33,USP33,True
AT2_published_holdout,Mfsd2a,MFSD2A,True
AT2_published_holdout,Pgm2,PGM2,True
AT2_published_holdout,Anxa6,ANXA6,True
AT2_published_holdout,Magi3,MAGI3,True
AT2_published_holdout,Ptgfrn,PTGFRN,True
AT2_published_holdout,Ubr1,UBR1,True
AT2_published_holdout,Lamb2,LAMB2,True
AT2_published_holdout,Pard3,PARD3,True
AT2_published_holdout,Srebf1,SREBF1,True
AT2_published_holdout,Thsd4,THSD4,True
AT2_published_holdout,Rock2,ROCK2,True
AT2_published_holdout,Elfn1,ELFN1,True
AT2_published_holdout,Pura,PURA,True
AT2_published_holdout,Zbtb38,ZBTB38,True
AT2_published_holdout,Fam101b,,False
AT2_published_holdout,Aldh1l1,ALDH1L1,True
AT2_published_holdout,Pptc7,PPTC7,True
AT2_published_holdout,Csrp1,CSRP1,True
AT2_published_holdout,Srebf2,SREBF2,True
AT2_published_holdout,Mrps9,MRPS9,True
AT2_published_holdout,Zfhx3,ZFHX3,True
AT2_published_holdout,Dek,DEK,True
AT2_published_holdout,Ppig,PPIG,True
AT2_published_holdout,Ang,,False
AT2_published_holdout,Hkdc1,HKDC1,True
AT2_published_holdout,Camk2n1,CAMK2N1,True
AT2_published_holdout,Macf1,MACF1,True
AT2_published_holdout,Gm11744,,False
AT2_published_holdout,Rock1,ROCK1,True
AT2_published_holdout,Rtkn,RTKN,True
AT2_published_holdout,Atp6v0a1,ATP6V0A1,True
AT2_published_holdout,Gaa,GAA,True
AT2_published_holdout,Adssl1,,False
AT2_published_holdout,Zc3h13,ZC3H13,True
AT2_published_holdout,Snx22,SNX22,True
AT2_published_holdout,Sgms1,SGMS1,True
AT2_published_holdout,Plcg1,PLCG1,True
AT2_published_holdout,Itpr2,ITPR2,True
AT2_published_holdout,Pfkfb4,PFKFB4,True
AT2_published_holdout,Msrb3,MSRB3,True
AT2_published_holdout,Diap1,,False
AT2_published_holdout,Nktr,NKTR,True
AT2_published_holdout,Arpc1b,ARPC1B,True
AT2_published_holdout,Pbrm1,PBRM1,True
AT2_published_holdout,Tmem116,TMEM116,True
AT2_published_holdout,Ttll7,TTLL7,True
AT2_published_holdout,Gpt,GPT,True
AT2_published_holdout,Anpep,ANPEP,True
AT2_published_holdout,Arhgap17,ARHGAP17,True
AT2_published_holdout,Itga7,ITGA7,True
AT2_published_holdout,Pip5k1b,PIP5K1B,True
AT2_published_holdout,Trpm6,TRPM6,True
AT2_published_holdout,H2-Eb1,,False
AT2_published_holdout,Tpr,TPR,True
AT2_published_holdout,Dpp9,DPP9,True
AT2_published_holdout,Dst,DST,True
AT2_published_holdout,Eif5b,EIF5B,True
AT2_published_holdout,Usp34,USP34,True
AT2_published_holdout,Baz1b,BAZ1B,True
AT2_published_holdout,Sfpq,SFPQ,True
AT2_published_holdout,Szt2,SZT2,True
AT2_published_holdout,Ggt5,GGT5,True
AT2_published_holdout,Bcam,BCAM,True
AT2_published_holdout,Hip1r,HIP1R,True
AT2_published_holdout,Trip11,TRIP11,True
AT2_published_holdout,Arid4a,ARID4A,True
AT2_published_holdout,Dock1,DOCK1,True
AT2_published_holdout,Myo18a,MYO18A,True
AT2_published_holdout,Mapkapk2,MAPKAPK2,True
AT2_published_holdout,Irf2bp2,IRF2BP2,True
AT2_published_holdout,Ap3d1,AP3D1,True
AT2_published_holdout,2810474O19Rik,,False
AT2_published_holdout,Snx30,SNX30,True
AT2_published_holdout,Jun,JUN,True
AT2_published_holdout,Scamp1,SCAMP1,True
AT2_published_holdout,Wdr81,WDR81,True
AT2_published_holdout,Hmgn1,HMGN1,True
AT2_published_holdout,Slco2a1,SLCO2A1,True
AT2_published_holdout,Fam184a,FAM184A,True
AT2_published_holdout,Pde7b,PDE7B,True
AT2_published_holdout,Atp2b1,ATP2B1,True
AT2_published_holdout,9330182L06Rik,,False
AT2_published_holdout,Krt23,KRT23,True
AT2_published_holdout,mt-Rnr1,,False
AT2_published_holdout,Pla2g4f,PLA2G4F,True
AT2_published_holdout,Cst8,CST8,True
AT2_published_holdout,Rap1gap,RAP1GAP,True
AT2_published_holdout,Tmem50b,TMEM50B,True
AT2_published_holdout,Hmgcs1,HMGCS1,True
AT2_published_holdout,St6galnac4,ST6GALNAC4,True
AT2_published_holdout,Stbd1,STBD1,True
AT2_published_holdout,Tmem163,TMEM163,True
AT2_published_holdout,D10Bwg1379e,,False
AT2_published_holdout,Gsk3b,GSK3B,True
AT2_published_holdout,Creg1,CREG1,True
AT2_published_holdout,Pnpla2,PNPLA2,True
AT2_published_holdout,Rapgef5,RAPGEF5,True
AT2_published_holdout,Pitpnm2,PITPNM2,True
AT2_published_holdout,Fkbp2,FKBP2,True
AT1_published_holdout,Ager,AGER,True
AT1_published_holdout,Cldn18,CLDN18,True
AT1_published_holdout,Sparc,SPARC,True
AT1_published_holdout,Emp2,EMP2,True
AT1_published_holdout,Akap5,AKAP5,True
AT1_published_holdout,Timp3,TIMP3,True
AT1_published_holdout,Clic5,CLIC5,True
AT1_published_holdout,Igfbp7,IGFBP7,True
AT1_published_holdout,Vegfa,VEGFA,True
AT1_published_holdout,Msn,MSN,True
AT1_published_holdout,Ndnf,NDNF,True
AT1_published_holdout,Myl12a,MYL12A,True
AT1_published_holdout,Anxa5,ANXA5,True
AT1_published_holdout,Aqp5,AQP5,True
AT1_published_holdout,Lmo7,LMO7,True
AT1_published_holdout,Krt7,KRT7,True
AT1_published_holdout,Cryab,CRYAB,True
AT1_published_holdout,Malat1,,False
AT1_published_holdout,Anxa3,ANXA3,True
AT1_published_holdout,Clic3,CLIC3,True
AT1_published_holdout,Icam1,ICAM1,True
AT1_published_holdout,Serpinb9,,False
AT1_published_holdout,Anxa1,ANXA1,True
AT1_published_holdout,Tpm1,TPM1,True
AT1_published_holdout,Ctsh,CTSH,True
AT1_published_holdout,App,APP,True
AT1_published_holdout,Myl6,MYL6,True
AT1_published_holdout,Sdpr,,False
AT1_published_holdout,Hopx,HOPX,True
AT1_published_holdout,Serpinb6b,,False
AT1_published_holdout,Crip2,CRIP2,True
AT1_published_holdout,Limch1,LIMCH1,True
AT1_published_holdout,Sptbn1,SPTBN1,True
AT1_published_holdout,Ctnna1,CTNNA1,True
AT1_published_holdout,Col4a1,COL4A1,True
AT1_published_holdout,Phldb2,PHLDB2,True
AT1_published_holdout,Vamp8,VAMP8,True
AT1_published_holdout,Clu,CLU,True
AT1_published_holdout,Cnn2,CNN2,True
AT1_published_holdout,Ahnak,AHNAK,True
AT1_published_holdout,Actb,,False
AT1_published_holdout,Magi3,MAGI3,True
AT1_published_holdout,Col4a3,COL4A3,True
AT1_published_holdout,Hbegf,HBEGF,True
AT1_published_holdout,Cd81,CD81,True
AT1_published_holdout,Samhd1,SAMHD1,True
AT1_published_holdout,Agrn,AGRN,True
AT1_published_holdout,Cystm1,CYSTM1,True
AT1_published_holdout,Myl12b,MYL12B,True
AT1_published_holdout,Rtkn2,RTKN2,True
AT1_published_holdout,Cdkn1a,CDKN1A,True
AT1_published_holdout,Itgb6,ITGB6,True
AT1_published_holdout,S100a6,S100A6,True
AT1_published_holdout,Cd9,CD9,True
AT1_published_holdout,2200002D01Rik,C19orf33,True
AT1_published_holdout,Ppp3ca,PPP3CA,True
AT1_published_holdout,Krt18,KRT18,True
AT1_published_holdout,Myh14,MYH14,True
AT1_published_holdout,Gramd2,,False
AT1_published_holdout,Rps19,RPS19,True
AT1_published_holdout,Ppic,PPIC,True
AT1_published_holdout,Hmgn1,HMGN1,True
AT1_published_holdout,Scd2,,False
AT1_published_holdout,Prdx6,,False
AT1_published_holdout,Fnbp1l,FNBP1L,True
AT1_published_holdout,Myo1b,MYO1B,True
AT1_published_holdout,Gprc5a,GPRC5A,True
AT1_published_holdout,Npnt,NPNT,True
AT1_published_holdout,Tmsb4x,TMSB4X,True
AT1_published_holdout,Col4a4,COL4A4,True
